#    object_id         halo_id            flux            radius          h_over_r     inclination.rad     theta.rad            mu            redshift         shear.g1         shear.g2          pos.x            pos.y         image_pos.x      image_pos.y       halo_mass        halo_conc      halo_redshift   
             266               12   1.03177169e+04   1.04401824e-01   1.55247315e-01   1.64852771e+00   5.59051477e+00   1.43732170e+00   6.00000000e-01   8.40847545e-02   6.69590999e-02  -7.94789487e+00   1.85578703e+01   1.26132856e+02   5.60899668e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             267               12   2.49872625e+04   1.44084603e-01   1.05593151e-01   2.57462246e+00   4.37381045e+00   1.44309935e+00   6.00000000e-01   6.58630957e-02  -6.05740121e-02   1.03895730e+01   1.69863993e+01   4.27536119e+02   5.36134957e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             268               12   1.58563367e+04   1.41722814e-01   1.71949448e-01   5.33184082e-01   4.82051234e+00   1.55908283e+00   6.00000000e-01  -5.18781243e-02   3.51653651e-02  -1.53157130e+01   2.30547638e+00  -1.07665978e+01   2.96731678e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             269               12   8.76035106e+04   1.87328554e-01   1.89635252e-01   7.93559299e-01   5.53561079e+00   1.53974931e+00   6.00000000e-01  -1.25667448e-02  -6.32014177e-02   1.39543920e+01   8.03492789e+00   4.98053678e+02   3.95586417e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             270               12   1.45003377e+04   6.01703313e-02   1.45611238e-01   1.02610302e+00   5.83280388e+00   1.94376572e+00   6.00000000e-01   9.66061633e-02   8.53930099e-02  -3.44233273e+00   7.65949720e+00   1.90998227e+02   4.02247285e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             271               12   1.20845056e+04   1.61014606e-01   1.45882934e-01   9.64980461e-01   5.66025229e+00   1.46447436e+00   6.00000000e-01  -4.96204550e-02   2.20752684e-02   1.88900719e+01  -1.42760777e+00   5.71457872e+02   2.32697216e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             272               12   2.47165518e+04   1.49325283e-01   1.43973019e-01   4.81901235e-01   1.29822251e+00   1.43257803e+00   6.00000000e-01   6.37067815e-02   8.07134015e-02  -1.08746335e+01   1.72836209e+01   7.86672839e+01   5.39138790e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             273               12   5.98609321e+05   8.27126301e-02   1.45046634e-01   2.35671454e+00   4.62981932e+00   1.50939592e+00   6.00000000e-01  -8.39947199e-03  -6.36668023e-02  -1.46641670e+01  -8.90128407e+00   6.15719717e+00   1.04539619e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             274               12   2.99039807e+05   7.63721732e-02   1.22393961e-01   2.21006128e+00   1.04688220e+00   1.57400538e+00   6.00000000e-01   1.15212337e-01   2.10316672e-02   9.74272764e-01  -1.50094594e+01   2.73601386e+02  -6.96067122e+00   2.00000000e+14   4.00000000e+00   3.00000000e-01
             275               12   1.89094344e+05   6.52291384e-02   1.87594302e-01   2.00623067e+00   5.55912406e-01   1.74146060e+00   6.00000000e-01   1.97512602e-02  -8.31893277e-02   8.34707510e+00   7.49400136e+00   4.10300424e+02   3.94581972e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
