#    object_id         halo_id            flux            radius          h_over_r     inclination.rad     theta.rad            mu            redshift         shear.g1         shear.g2          pos.x            pos.y         image_pos.x      image_pos.y       halo_mass        halo_conc      halo_redshift   
             230               10   9.41633819e+04   1.40395168e-01   1.88792271e-01   2.09217601e+00   3.24554848e+00   1.65481727e+00   6.00000000e-01   9.83959564e-02  -4.83006004e-02   4.45916412e+00   1.21673676e+01   3.36903655e+02   4.75891078e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             231               10   2.41527223e+04   6.52469640e-02   1.34644503e-01   2.46076783e+00   3.54867840e+00   2.01855507e+00   6.00000000e-01  -6.80760882e-02   4.34266253e-02   7.54193136e+00  -1.25389328e+00   4.01121750e+02   2.32455729e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             232               10   1.27395519e+04   1.80163156e-01   1.35864249e-01   1.94640595e+00   3.35921379e+00   1.57639952e+00   6.00000000e-01   1.03598029e-01  -3.48967973e-02  -4.02719480e+00  -1.44195264e+01   1.85746335e+02   3.16377135e+00   2.00000000e+14   4.00000000e+00   3.00000000e-01
             233               10   7.59715207e+04   1.82144418e-01   1.61723373e-01   1.72791738e+00   4.98080719e+00   1.58244575e+00   6.00000000e-01  -4.91584619e-02   4.56365915e-02   1.44666236e+01  -3.11280497e+00   5.11240252e+02   2.01687160e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             234               10   1.57066878e+05   8.50219371e-02   1.18760160e-01   8.12038553e-01   1.53419791e+00   2.42332352e+00   6.00000000e-01   1.25652183e-01   7.29792750e-02  -1.43673044e+00   4.80714385e+00   2.28311676e+02   3.50815067e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             235               10   1.82352822e+04   1.18160962e-01   1.18686912e-01   2.49418219e+00   5.91253159e+00   1.71461553e+00   6.00000000e-01   6.72699302e-02   9.44610600e-02  -6.37992288e+00   9.82249914e+00   1.39654762e+02   4.36394377e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             236               10   1.06760246e+04   8.17140788e-02   1.78074163e-01   3.04734080e+00   4.42568984e+00   1.60243318e+00   6.00000000e-01   5.74488810e-03   9.42461798e-02   1.13708905e+01  -8.58447275e+00   4.58165714e+02   1.04252133e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             237               10   1.45123571e+04   1.69570622e-01   1.72902529e-01   1.05321102e+00   2.62752273e+00   1.54727151e+00   6.00000000e-01  -2.60485298e-02  -5.39807865e-02   1.44416208e+01   6.55236244e+00   5.07290719e+02   3.70287206e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             238               10   1.33271632e+04   1.14011896e-01   1.08915400e-01   1.53271651e+00   2.63564903e+00   1.70831643e+00   6.00000000e-01  -3.62783708e-02   7.43968488e-02  -1.09616590e+01   4.45966621e+00   5.60432157e+01   3.38054293e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             239               10   1.76736330e+04   6.98883519e-02   1.03416624e-01   7.59548390e-01   3.18251037e+00   1.47631463e+00   6.00000000e-01  -4.59355955e-02   3.88358008e-02  -1.81382104e+01   3.33402203e+00  -4.79299962e+01   3.12457908e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             240               10   4.17499577e+05   9.61992439e-02   1.05071071e-01   1.06872516e+00   3.65166714e+00   1.50348713e+00   6.00000000e-01  -5.00198155e-02   3.10707093e-02  -1.72284882e+01   2.23480778e+00  -3.67727672e+01   2.94542123e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             241               10   7.17170109e+04   1.24699386e-01   1.30232843e-01   1.37767931e+00   3.21434243e+00   1.43782576e+00   6.00000000e-01   8.14092097e-02   6.94401120e-02   8.36517644e+00  -1.83467662e+01   3.93755538e+02  -4.45331328e+01   2.00000000e+14   4.00000000e+00   3.00000000e-01
             242               10   2.83604145e+05   1.28483482e-01   1.08778362e-01   2.48735297e+00   5.33762553e+00   1.77017580e+00   6.00000000e-01   3.56382167e-02   1.04493522e-01   7.34155766e+00  -7.81979161e+00   3.92574816e+02   1.11561181e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             243               10   3.69361740e+04   1.94302983e-01   1.71918379e-01   1.30049812e+00   3.66089576e+00   1.62716713e+00   6.00000000e-01  -7.36813539e-03   9.06048559e-02   1.14635840e+01  -7.34185870e+00   4.61480805e+02   1.25219931e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             244               10   2.50220083e+05   8.98814715e-02   1.94340874e-01   6.09424555e-01   3.70828105e+00   2.91937458e+00   6.00000000e-01   2.21299655e-02   1.36849552e-01  -2.48747910e+00   2.34821400e+00   2.07203531e+02   3.03036536e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             245               10   7.09193882e+04   9.47350049e-02   1.79474503e-01   2.14936790e+00   4.46490820e+00   1.85137155e+00   6.00000000e-01  -1.31271255e-02   9.78424561e-02   8.06981864e+00  -5.04370756e+00   4.08188925e+02   1.61693089e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             246               10   6.73345420e+05   1.28810759e-01   1.45091453e-01   7.39822152e-01   3.61773321e+00   1.71005597e+00   6.00000000e-01   2.98027662e-02  -8.24643468e-02  -8.34394649e+00  -8.34427379e+00   1.03849878e+02   1.03843890e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
