#    object_id         halo_id            flux            radius          h_over_r     inclination.rad     theta.rad            mu            redshift         shear.g1         shear.g2          pos.x            pos.y         image_pos.x      image_pos.y       halo_mass        halo_conc      halo_redshift   
             220               10   1.35063310e+04   9.23019398e-02   1.71995911e-01   1.06518335e+00   4.46249788e-01   1.62531654e+00   6.00000000e-01   8.49073306e-02   7.92854318e-02  -5.93019348e+00   1.23044010e+01   1.50524344e+02   4.76386076e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             221               10   2.13502138e+04   1.63236164e-01   1.65354806e-01   7.62500248e-01   4.72096739e+00   1.69916450e+00   6.00000000e-01  -1.99263460e-02   8.72766929e-02   1.05451222e+01  -5.75757961e+00   4.48909005e+02   1.51445726e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             222               10   1.70165229e+04   1.64108301e-01   1.71105787e-01   1.77874334e+00   3.41102368e+00   1.50079731e+00   6.00000000e-01   6.20452556e-02  -6.60400827e-02  -9.64323654e+00  -1.45720491e+01   9.25664774e+01   8.77743010e+00   2.00000000e+14   4.00000000e+00   3.00000000e-01
             223               10   3.95822056e+04   8.15621385e-02   1.83423663e-01   1.86906052e+00   2.80454863e+00   1.73430109e+00   6.00000000e-01   8.81666862e-02   8.25896319e-02   4.89812521e+00  -1.02343475e+01   3.46610393e+02   6.82195802e+01   2.00000000e+14   4.00000000e+00   3.00000000e-01
             224               10   1.02323239e+05   1.64106361e-01   1.17038235e-01   1.18464457e+00   3.07667665e+00   1.65620965e+00   6.00000000e-01  -4.63047725e-03  -7.32931393e-02   1.07491519e+01   7.18110926e+00   4.50396667e+02   3.86035165e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             225               10   1.69314889e+04   1.79496676e-01   1.93317112e-01   2.93606864e+00   3.74752356e+00   1.42546574e+00   6.00000000e-01   5.29413256e-03  -6.41519173e-02  -1.68478052e+01  -1.21580423e+01  -1.77310027e+01   5.86040671e+01   2.00000000e+14   4.00000000e+00   3.00000000e-01
             226               10   1.05041185e+05   9.49442843e-02   1.53116113e-01   1.41635565e+00   1.62727871e-01   1.43001426e+00   6.00000000e-01   2.50044101e-02  -6.82781438e-02  -1.49734466e+01  -1.40709246e+01   1.20467874e+01   2.67811642e+01   2.00000000e+14   4.00000000e+00   3.00000000e-01
             227               10   8.00953923e+04   1.55314911e-01   1.75738654e-01   1.28126078e+00   1.64946466e+00   1.47883506e+00   6.00000000e-01  -4.93821775e-02   2.78591918e-02   1.82256056e+01  -2.02897892e+00   5.62816479e+02   2.22399093e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             228               10   1.88603180e+04   1.05726458e-01   1.83244484e-01   2.47146553e+00   1.43728735e+00   1.48477632e+00   6.00000000e-01  -3.89606267e-02   5.38316230e-02  -1.73743064e+01   5.06399258e+00  -3.64389985e+01   3.41881303e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             229               10   7.63195315e+04   1.86397918e-01   1.02927913e-01   7.56181165e-01   3.39587884e+00   1.51923031e+00   6.00000000e-01  -2.85362103e-02  -4.96790150e-02   1.54894737e+01   6.50743117e+00   5.22168690e+02   3.68112618e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
