#    object_id         halo_id            flux            radius          h_over_r     inclination.rad     theta.rad            mu            redshift         shear.g1         shear.g2          pos.x            pos.y         image_pos.x      image_pos.y       halo_mass        halo_conc      halo_redshift   
             292               13   1.60182445e+04   1.40699885e-01   1.24188526e-01   2.28745089e+00   4.14583984e-01   1.50666273e+00   6.00000000e-01  -2.12213442e-05  -6.73012734e-02   1.42341962e+01   9.75274076e+00   4.99180236e+02   4.22775453e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             293               13   1.31833096e+05   1.40267346e-01   1.80792323e-01   1.23350036e+00   1.29840836e-01   2.29564064e+00   6.00000000e-01  -1.88186141e-02  -9.06427732e-02   4.78976782e+00   3.00528034e+00   3.50015814e+02   3.15175337e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             294               13   1.01511644e+04   7.20831988e-02   1.01151746e-01   1.93058008e+00   1.02577561e+00   1.46595282e+00   6.00000000e-01   9.51624540e-02   5.67889410e-02  -5.77221561e+00   1.79759792e+01   1.60177582e+02   5.56469701e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             295               13   1.13482046e+05   1.33450169e-01   1.95678330e-01   2.48519957e+00   5.25417561e-02   1.43444603e+00   6.00000000e-01   4.33741107e-02  -6.75441047e-02  -1.30790155e+01  -1.55620343e+01   4.23616770e+01   1.70804475e+00   2.00000000e+14   4.00000000e+00   3.00000000e-01
             296               13   1.52637754e+04   1.61435753e-01   1.55771320e-01   1.86543364e+00   1.07864444e+00   2.05159453e+00   6.00000000e-01   5.70873041e-02  -9.09700667e-02   4.46357686e+00   5.83807966e+00   3.42342173e+02   3.68776199e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             297               13   1.52440459e+04   1.92985663e-01   1.62393279e-01   1.53788993e+00   5.36113161e+00   1.48875852e+00   6.00000000e-01   8.46502879e-02  -5.08062179e-02  -7.27838273e+00  -1.63958843e+01   1.33525983e+02  -2.05213970e+01   2.00000000e+14   4.00000000e+00   3.00000000e-01
             298               13   8.32065249e+05   1.86131550e-01   1.98343085e-01   1.49348799e+00   2.31314811e+00   1.78120143e+00   6.00000000e-01   1.89342495e-02   1.04505846e-01  -7.86776774e+00   7.02389322e+00   1.10361467e+02   3.86964127e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             299               13   3.36729297e+04   7.13423654e-02   1.59370105e-01   4.21892744e-01   1.37918654e+00   1.51476079e+00   6.00000000e-01   3.56232614e-02   9.29934621e-02  -1.15606269e+01   1.24093652e+01   5.86329770e+01   4.68893686e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             300               13   2.74477619e+04   1.38763171e-01   1.52938180e-01   1.85351257e+00   6.03499953e+00   1.74784800e+00   6.00000000e-01   6.46872302e-02   9.70031809e-02  -6.21604866e+00   9.20223493e+00   1.41808982e+02   4.26288518e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             301               13   1.24341641e+04   6.63313755e-02   1.53773898e-01   9.44817588e-01   2.11613980e+00   1.61648551e+00   6.00000000e-01   1.11182571e-01   4.37335717e-02   2.71335814e+00  -1.36132851e+01   3.04850628e+02   1.39183532e+01   2.00000000e+14   4.00000000e+00   3.00000000e-01
             302               13   1.51208218e+04   1.57847498e-01   1.65840970e-01   1.38020306e+00   2.08704465e+00   1.47142060e+00   6.00000000e-01   4.07467541e-02   9.00391964e-02   1.22549609e+01  -1.40540341e+01   4.61631589e+02   2.12543418e+01   2.00000000e+14   4.00000000e+00   3.00000000e-01
             303               13   1.88216663e+04   1.77697597e-01   1.19896402e-01   7.80171443e-01   4.68768107e+00   1.43224056e+00   6.00000000e-01   4.90813444e-03   8.44093806e-02   1.65852175e+01  -1.19412319e+01   5.27658636e+02   6.12678217e+01   2.00000000e+14   4.00000000e+00   3.00000000e-01
             304               13   2.24098386e+04   7.89765407e-02   1.90882620e-01   8.57856787e-01   3.80459285e-01   2.48125175e+00   6.00000000e-01   1.42213013e-01   3.93754092e-02  -6.09606948e-01   4.72891078e+00   2.44518318e+02   3.49445635e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             305               13   4.33335316e+04   1.99667108e-01   1.81297264e-01   6.67937798e-01   2.96432455e-01   1.71528945e+00   6.00000000e-01   9.92590680e-02  -5.12069386e-02   4.12350725e+00   1.09489773e+01   3.32032039e+02   4.57057082e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             306               13   6.60463712e+04   1.90347101e-01   1.62018209e-01   7.61786233e-01   1.15288303e+00   1.49854441e+00   6.00000000e-01  -5.17985893e-02   2.05103523e-02   1.75232735e+01  -1.12426879e+00   5.54057052e+02   2.37409154e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             307               13   3.40259635e+05   6.91949114e-02   1.05937847e-01   4.88569518e-01   3.38578513e+00   1.50250678e+00   6.00000000e-01  -5.12192050e-02  -5.47591457e-03   1.73325183e+01   1.63585289e+00   5.51400600e+02   2.84332886e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             308               13   3.52998686e+04   1.10783536e-01   1.42618007e-01   2.15641418e+00   4.69355114e+00   1.77334545e+00   6.00000000e-01  -4.60212370e-02  -4.70000948e-02  -1.01258809e+01  -3.37651674e+00   6.87018722e+01   1.93877940e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             309               13   1.68432749e+04   1.55996619e-01   1.73982417e-01   7.31801687e-01   1.03122988e-01   1.58549390e+00   6.00000000e-01  -1.49326594e-02  -6.44483627e-02   1.28084670e+01   7.23680224e+00   4.82295721e+02   3.84074907e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             310               13   2.42332053e+05   1.04249075e-01   1.81274348e-01   2.76538738e+00   1.87180408e+00   1.53636315e+00   6.00000000e-01   1.58207713e-02  -7.32991220e-02  -1.23818228e+01  -1.04685048e+01   4.24832163e+01   7.55544499e+01   2.00000000e+14   4.00000000e+00   3.00000000e-01
             311               13   1.99152971e+05   7.72583923e-02   1.64267978e-01   1.03536344e+00   1.62374342e+00   1.55787508e+00   6.00000000e-01   8.51524117e-03  -7.28575143e-02  -1.22723729e+01  -9.50938424e+00   4.24456009e+01   9.06375755e+01   2.00000000e+14   4.00000000e+00   3.00000000e-01
             312               13   5.54345986e+04   1.52002657e-01   1.79721838e-01   1.06762104e+00   5.49242630e+00   1.49912115e+00   6.00000000e-01  -4.70190110e-02   3.95987341e-02  -1.72420033e+01   3.20508451e+00  -3.63657261e+01   3.10940275e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             313               13   1.19922912e+05   7.86595988e-02   1.21465804e-01   9.26753463e-01   1.87658962e+00   1.58324116e+00   6.00000000e-01  -1.59237588e-02   8.36716158e-02   1.29107708e+01  -7.18448754e+00   4.83910471e+02   1.29952351e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
             314               13   1.70247198e+05   1.91318716e-01   1.95955508e-01   1.43167562e+00   2.60066614e+00   1.46419116e+00   6.00000000e-01   9.27781567e-02  -4.00692561e-02   6.23410587e+00   1.79018053e+01   3.60425636e+02   5.54931972e+02   2.00000000e+14   4.00000000e+00   3.00000000e-01
