OBJ_ID,BRIGHTNESS,MAGNITUDE,MAX_X,MAX_Y,SKY,UPPERLIMIT,X,Y,GEO_SEMI_MAJOR,GEO_SEMI_MINOR,POSITION_ANGLE,ELLIPTICITY,AREA,SEMI_MAJOR
5983,2.6869,-1.073,634,2963,0.006237,0.67076,627.335,2955.94,3.289,3.078,-9.743,0.153,118,3.249
5984,8.5241,-2.327,1551,2972,0.006012,1.0948,1539.663,2964.028,6.402,3.91,6.017,0.414,280,5.917
5985,8.7713,-2.358,3617,2983,0.006066,1.0275,3606.595,2972.126,6.975,3.471,63.614,0.536,264,6.685
5986,513.26,-6.776,4007,3033,0.005635,3.2002,3964.879,2999.786,19.64,13.174,-57.678,0.275,2868,10.695
5987,181.93,-5.65,4104,3958,0.005692,2.4534,4081.36,3929.652,11.322,11.064,19.266,0.079,1465,7.657
5988,28.892,-3.652,4096,3914,0.005912,1.5637,4075.798,3901.714,9.463,5.259,21.639,0.423,568,7.435
5989,125.12,-5.243,4164,3923,0.006274,2.9217,4124.849,3899.98,22.853,9.636,21.304,0.646,2302,21.869
5990,6.7342,-2.071,629,3890,0.00544,0.92941,619.181,3880.959,5.803,3.363,27.16,0.405,198,5.234
5991,10.7,-2.573,339,3912,0.004794,1.1925,327.027,3895.611,8.951,4.96,-74.416,0.458,444,8.918
5992,10.078,-2.508,4036,3904,0.006168,1.0991,4026.646,3893.581,6.175,4.235,89.663,0.318,275,5.332
5993,57.109,-4.392,504,3955,0.005758,1.7864,486.823,3937.518,10.106,7.331,-61.192,0.208,834,7.779
5994,19.031,-3.199,472,3912,0.005008,1.3418,459.992,3894.578,7.15,5.788,73.092,0.167,494,5.751
5995,33.59,-3.816,486,3940,0.005533,1.7546,468.469,3922.32,9.79,6.957,-16.203,0.321,785,8.672
5996,9.7228,-2.469,3538,3927,0.005954,1.2543,3528.414,3907.154,12.454,3.824,-76.5,0.695,400,12.24
5997,27.917,-3.615,2625,3926,0.006415,1.7511,2609.783,3905.939,10.021,6.439,83.485,0.349,726,8.698
5998,3.5867,-1.387,1616,3909,0.004478,0.66913,1609.549,3901.98,4.599,2.496,51.741,0.503,140,4.723
5999,4.4986,-1.633,295,3907,0.004549,0.72346,288.371,3901.498,3.574,3.289,21.572,0.038,141,3.153
6000,7.5094,-2.189,3879,3924,0.005322,1.2553,3868.127,3911.823,6.779,3.597,-55.828,0.471,278,6.366
6001,16.618,-3.051,3851,3930,0.005836,1.2146,3839.963,3916.866,6.382,4.679,73.414,0.212,320,4.863
6002,74.47,-4.68,1852,3974,0.005748,2.647,1828.056,3941.407,14.882,10.684,-86.378,0.269,1576,12.265
6003,7.0131,-2.115,2494,3936,0.005724,1.0076,2480.911,3924.083,7.139,5.016,0.856,0.318,333,7.248
6004,20.088,-3.257,403,3945,0.004667,1.5949,387.47,3930.532,9.205,5.45,-30.909,0.424,583,8.367
6005,20.596,-3.284,1606,3958,0.004686,1.7014,1590.526,3941.833,8.689,5.625,72.906,0.336,517,7.368
6006,6.7106,-2.067,1251,3942,0.005085,1.035,1235.783,3933.436,8.379,2.532,-22.433,0.712,244,8.204
6007,29.24,-3.665,1151,3977,0.005488,1.9818,1135.976,3948.764,11.81,6.642,86.302,0.479,825,11.038
6008,10.563,-2.559,1920,3956,0.004643,1.3235,1902.629,3943.308,9.067,4.543,-29.458,0.518,408,8.954
6009,6.9778,-2.109,131,3958,0.005202,1.0376,123.094,3948.918,5.876,4.104,-77.777,0.279,266,5.41
6010,160.96,-5.517,3859,3988,0.006805,2.8423,3805.406,3962.638,23.455,9.251,-15.659,0.616,2168,17.96
6011,32.787,-3.789,2237,3979,0.005,2.0576,2209.535,3959.898,14.122,7.402,12.848,0.487,1030,12.889
6012,34.856,-3.856,1679,3982,0.006204,1.8955,1656.092,3961.493,11.943,7.044,-37.448,0.427,947,10.572
6013,5.2135,-1.793,993,3969,0.005318,0.79268,986.122,3956.784,6.103,3.824,71.325,0.351,224,5.791
6014,24.799,-3.486,635,3977,0.004945,1.4244,618.084,3962.825,8.033,6.682,-23.983,0.201,649,7.569
6015,3.8935,-1.476,1635,3967,0.005732,0.87026,1628.258,3959.109,4.155,3.398,82.48,0.272,172,4.289
6016,11.545,-2.656,385,3974,0.005153,1.201,374.466,3963.006,5.739,4.278,52.678,0.244,289,5.096
6017,352.31,-6.367,1084,4003,0.005987,2.5554,1059.163,3979.338,12.547,10.535,63.583,0.073,1574,6.961
6018,24.458,-3.471,1044,3990,0.005949,1.5589,1033.604,3972.928,8.446,4.74,-71.997,0.356,465,6.391
6019,40.719,-4.024,450,4013,0.005298,2.2546,397.67,3983.51,29.662,8.472,-12.974,0.714,1508,29.638
6020,41.735,-4.051,111,4013,0.004647,2.6743,81.645,3989.556,15.072,11.062,-22.197,0.278,1482,14.532
6021,17.665,-3.118,3010,4008,0.006423,1.4065,2994.232,3988.197,12.583,4.299,-61.882,0.666,524,11.677
6022,11.161,-2.619,1815,3989,0.005991,0.97182,1806.633,3977.215,6.001,3.895,-74.768,0.363,288,5.142
6023,4.6,-1.657,1176,3980,0.005443,0.82382,1167.844,3973.556,4.418,3.13,-13.115,0.327,160,4.427
6024,15.425,-2.971,3997,3991,0.005343,1.4929,3981.69,3979.615,7.344,4.898,-26.622,0.34,432,6.829
6025,16.909,-3.07,2857,3992,0.00644,1.2075,2847.655,3983.805,5.988,4.439,10.343,0.259,305,4.744
6026,6.3213,-2.002,2250,4000,0.00626,1.3154,2232.902,3986.712,10.11,3.885,-26.591,0.638,348,10.21
6027,69.253,-4.601,3280,4027,0.005144,2.3718,3254.221,4003.433,12.558,9.811,52.073,0.256,1391,10.829
6028,3.2764,-1.288,2643,3996,0.006095,0.58031,2636.699,3988.23,3.676,2.542,-66.822,0.342,110,3.649
6029,11.691,-2.67,1563,4009,0.005068,1.1254,1550.243,3996.934,6.439,4.278,42.356,0.356,303,5.91
6030,10.984,-2.602,2213,4019,0.005431,1.5788,2200.219,4002.253,8.054,5.885,-62.87,0.266,481,8.051
6031,4.1274,-1.539,4136,4012,0.006342,0.82446,4129.566,4002.363,5.143,2.792,74.028,0.471,165,5.086
6032,14.509,-2.904,2896,4018,0.00572,1.3472,2884.365,4005.613,7.327,4.585,27.775,0.373,365,6.438
6033,10.378,-2.54,2303,4019,0.006376,1.0568,2290.848,4006.627,5.547,5.342,83.075,0.0580000000000001,327,5.028
6034,18.645,-3.176,3569,4056,0.006462,1.5511,3550.527,4031.127,14.72,6.038,80.761,0.603,742,14.283
6035,11.593,-2.661,938,4023,0.005346,1.2946,928.626,4011.139,5.544,4.06,86.107,0.305,264,4.623
6036,111.81,-5.121,998,4061,0.00539,2.3912,964.548,4029.277,17.115,9.439,47.577,0.434,1703,13.017
6037,23.191,-3.413,2860,4037,0.005636,1.3872,2843.761,4022.755,8.402,6.444,-45.228,0.242,591,7.618
6038,74.854,-4.686,1006,3085,0.005531,2.2705,979.417,3051.037,14.794,10.742,-67.157,0.429,1527,14.493
6039,13.884,-2.856,927,3085,0.005995,1.4194,912.951,3072.859,8.003,4.519,-2.833,0.427,388,7.13
6040,317.27,-6.254,1021,3064,0.005476,NA,936.253,3014.91,36.746,20.87,-10.846,0.432,4947,29.337
6041,21.22,-3.317,959,3093,0.006055,1.6425,935.137,3080.805,13.635,5.192,-19.967,0.664,689,14.066
6042,3.8648,-1.468,3641,2990,0.00588,0.84162,3636.566,2980.987,4.864,2.533,89.185,0.462,141,4.576
6043,9.8283,-2.481,3082,2999,0.00546,1.2589,3070.687,2987.332,7.898,4.861,-32.621,0.391,372,7.775
6044,8.4948,-2.323,4149,2998,0.004389,0.93374,4137.328,2988.858,5.415,3.979,9.602,0.214,249,4.688
6045,14.873,-2.931,138,3021,0.005218,1.5179,122.37,3002.476,10.554,4.901,49.005,0.529,530,10.142
6046,26.752,-3.568,507,3019,0.005884,1.5755,490.418,3000.406,8.376,5.415,44.75,0.449,524,7.707
