OBJ_ID,BRIGHTNESS,MAGNITUDE,MAX_X,MAX_Y,SKY,UPPERLIMIT,X,Y,GEO_SEMI_MAJOR,GEO_SEMI_MINOR,POSITION_ANGLE,ELLIPTICITY,AREA,SEMI_MAJOR
2506,15.525,-2.978,2510,2710,0.001674,1.2028,2497.01,2692.172,7.115,5.158,-69.534,0.235,364,5.687
2507,12,-2.698,3399,2712,0.001617,1.1398,3385.344,2698.452,6.036,5.265,7.254,0.162,351,5.538
2508,34.462,-3.843,2012,2726,0.0006716,1.6939,1992.067,2711.451,12.087,6.889,14.294,0.447,915,11.082
2509,8.619,-2.339,3173,2724,0.0003701,0.93879,3161.646,2710.458,7.689,3.967,67.084,0.437,298,6.789
2510,25.94,-3.535,1431,3435,0.0008156,1.6634,1403.043,3410.3,12.102,7.221,-39.881,0.468,833,11.969
2511,5.177,-1.785,1438,3413,0.001181,0.88525,1423.504,3399.709,9.391,2.776,50.052,0.714,232,9.525
2512,151.97,-5.454,4038,3447,0.0008689,2.1737,4004.62,3412.087,15.783,11.607,31.632,0.247,2010,10.704
2513,6.5688,-2.044,809,3416,0.0006804,1.0031,795.888,3403.949,6.694,3.794,-40.63,0.444,285,6.581
2514,4.4714,-1.626,209,3420,0.0003084,0.80389,203.039,3412.864,4.337,3.419,-61.344,0.271,181,4.405
2515,26.979,-3.578,1233,3442,-0.0003337,1.5765,1210.136,3426.496,14.254,6.254,-26.224,0.557,825,13.18
2516,677.8,-7.078,3244,3363,0.002904,3.2927,3194.777,3302.47,26.753,19.632,45.142,0.248,6169,16.095
2517,31.547,-3.747,3155,3326,0.001837,1.7337,3126.921,3307.396,15.437,5.531,-25.333,0.65,960,14.101
2518,132.78,-5.308,3500,3314,0.0009326,2.2907,3472.061,3286.607,13.863,11.843,-40.255,0.102,1837,9.258
2519,6.2464,-1.989,3065,3284,0.0007236,0.79487,3055.957,3275.03,5.705,3.203,-54.168,0.44,203,5.21
2520,13.21,-2.802,970,3306,0.001161,1.3334,957.099,3289.539,8.904,6.13,85.38,0.268,622,8.099
