#    object_id         halo_id            flux            radius          h_over_r     inclination.rad     theta.rad            mu            redshift         shear.g1         shear.g2          pos.x            pos.y         image_pos.x      image_pos.y       halo_mass        halo_conc      halo_redshift   
              23                1   2.99206571e+04   1.03936706e-01   1.65337435e-01   2.24206933e+00   6.23438467e+00   2.43748463e+00   6.00000000e-01  -9.01343587e-03  -1.51461634e-01  -1.41771280e+01  -1.12005392e+01   1.73737608e+01   6.75800142e+01   7.00000000e+14   4.00000000e+00   3.00000000e-01
              24                1   2.09996938e+04   9.58698645e-02   1.62006272e-01   1.37006033e+00   3.00396258e+00   3.24607280e+00   6.00000000e-01  -1.43197629e-01  -8.33504264e-02  -1.17795301e+01  -2.97695285e+00   4.19292467e+01   2.02273133e+02   7.00000000e+14   4.00000000e+00   3.00000000e-01
              25                1   1.25979394e+04   1.84453796e-01   1.33572061e-01   3.82026840e-01   5.23336390e+00   2.52944402e+00   6.00000000e-01   1.29362016e-01   1.46263363e-01   7.71292985e+00  -1.52457113e+01   3.88292465e+02  -4.00669516e+00   7.00000000e+14   4.00000000e+00   3.00000000e-01
              26                1   1.31952002e+04   9.89589139e-02   1.40925939e-01   2.13176945e+00   3.55461039e+00   2.77097589e+00   6.00000000e-01  -1.48741562e-01   2.92301509e-02   1.49595294e+01  -8.14521697e-01   5.19288004e+02   2.42191627e+02   7.00000000e+14   4.00000000e+00   3.00000000e-01
              27                1   4.96768591e+05   1.42535320e-01   1.16070489e-01   1.01920352e+00   3.96483530e+00   2.51573965e+00   6.00000000e-01  -9.06743240e-02   1.28855613e-01   1.59254442e+01  -6.56281459e+00   5.28122447e+02   1.44565429e+02   7.00000000e+14   4.00000000e+00   3.00000000e-01
              28                1   2.10624775e+04   7.94045904e-02   1.79778260e-01   1.67863325e+00   2.59568962e+00   2.31715890e+00   6.00000000e-01   5.45099928e-02  -1.48692066e-01   1.26920944e+01   1.48732246e+01   4.66429287e+02   5.02505533e+02   7.00000000e+14   4.00000000e+00   3.00000000e-01
              29                1   2.13689101e+04   1.30820072e-01   1.85619260e-01   1.21562946e+00   5.60037532e+00   3.15685785e+00   6.00000000e-01   2.21308218e-01   1.77530079e-02  -2.68730837e-01   1.25840582e+01   2.51631650e+02   4.84473819e+02   7.00000000e+14   4.00000000e+00   3.00000000e-01
              30                1   1.34642326e+04   8.33440237e-02   1.01130667e-01   4.64474417e-01   7.66725123e-02   2.30262314e+00   6.00000000e-01   6.98740595e-02   1.64181887e-01   1.20510813e+01  -1.56468811e+01   4.55310910e+02  -1.63207866e+00   7.00000000e+14   4.00000000e+00   3.00000000e-01
              31                1   1.41914880e+04   1.85844577e-01   1.72815703e-01   2.36351928e+00   3.73520088e+00   3.26564563e+00   6.00000000e-01   1.90123787e-01  -1.02527163e-01  -3.60188518e+00  -1.15080976e+01   1.90815048e+02   4.66352202e+01   7.00000000e+14   4.00000000e+00   3.00000000e-01
              32                1   3.04475032e+04   1.75764687e-01   1.70077756e-01   1.08519899e+00   7.60491259e-01   2.32537471e+00   6.00000000e-01  -1.24044728e-01  -3.79005697e-02   1.92225328e+01   2.91907580e+00   5.74902496e+02   3.04851642e+02   7.00000000e+14   4.00000000e+00   3.00000000e-01
