#    object_id         halo_id            flux            radius          h_over_r     inclination.rad     theta.rad            mu            redshift         shear.g1         shear.g2          pos.x            pos.y         image_pos.x      image_pos.y       halo_mass        halo_conc      halo_redshift   
              33                1   1.42715757e+05   1.18961381e-01   1.10729329e-01   7.99183738e-01   1.68958850e+00   2.60551162e+00   6.00000000e-01   1.99224054e-01  -1.84710777e-02   1.33421999e+00   1.63017179e+01   2.79518547e+02   5.37744367e+02   7.00000000e+14   4.00000000e+00   3.00000000e-01
              34                1   8.96774904e+04   5.13140139e-02   1.17167829e-01   5.87614642e-01   5.81370609e+00   2.50135491e+00   6.00000000e-01  -3.18320445e-02  -1.47151761e-01  -1.43433381e+01  -9.80300319e+00   1.23412353e+01   8.96288619e+01   7.00000000e+14   4.00000000e+00   3.00000000e-01
              35                1   1.61579794e+05   1.57542850e-01   1.43942733e-01   1.71400043e+00   5.46391286e-02   4.95728648e+00   6.00000000e-01   2.65053249e-01   6.65938054e-02  -8.99047092e-01   7.54849211e+00   2.39252673e+02   4.01310334e+02   7.00000000e+14   4.00000000e+00   3.00000000e-01
              36                1   6.35983203e+04   1.18677804e-01   1.13387844e-01   1.07976469e+00   3.14099578e+00   2.39289927e+00   6.00000000e-01  -1.20131905e-01  -5.68375396e-02   1.81822837e+01   3.86743964e+00   5.61078607e+02   3.21285007e+02   7.00000000e+14   4.00000000e+00   3.00000000e-01
              37                1   2.41086654e+05   8.92036038e-02   1.60807233e-01   1.34270353e+00   1.25178986e+00   4.04865731e+00   6.00000000e-01   2.43398760e-01  -3.79141315e-02  -1.01237339e+00  -9.31829998e+00   2.37439689e+02   8.10610773e+01   7.00000000e+14   4.00000000e+00   3.00000000e-01
              38                1   5.36401685e+04   1.80627102e-01   1.21496903e-01   1.12516414e+00   7.47064379e-01   2.34316244e+00   6.00000000e-01   1.65242672e-01   9.64654652e-02  -5.37461752e+00   1.84427791e+01   1.67201389e+02   5.62924514e+02   7.00000000e+14   4.00000000e+00   3.00000000e-01
              39                1   1.75552959e+05   1.65678233e-01   1.21200380e-01   1.33464861e+00   4.42762708e+00   2.77673254e+00   6.00000000e-01  -7.13324409e-03   1.85345137e-01  -1.15781909e+01   9.43934641e+00   5.29955744e+01   4.22410960e+02   7.00000000e+14   4.00000000e+00   3.00000000e-01
              40                1   2.47457301e+04   8.45408383e-02   1.60364631e-01   2.78872165e+00   5.93017275e+00   2.99538050e+00   6.00000000e-01   2.01323856e-01  -6.32144117e-02  -2.67072444e+00  -1.32098672e+01   2.08661293e+02   1.98814411e+01   7.00000000e+14   4.00000000e+00   3.00000000e-01
              41                1   5.15228653e+04   1.36051473e-01   1.42211565e-01   1.85070265e+00   2.23291756e-01   5.06304401e+00   6.00000000e-01  -7.19418878e-03   2.53492295e-01  -5.63067935e+00   4.87519595e+00   1.48316988e+02   3.50167806e+02   7.00000000e+14   4.00000000e+00   3.00000000e-01
              42                1   1.04274524e+04   1.10801497e-01   1.95892478e-01   1.90674920e+00   3.39889651e+00   2.43549710e+00   6.00000000e-01   1.05534215e-01   1.56544440e-01  -9.38030176e+00   1.54683264e+01   9.83291844e+01   5.17327196e+02   7.00000000e+14   4.00000000e+00   3.00000000e-01
              43                1   1.57997946e+04   9.64001345e-02   1.48069079e-01   2.71693540e+00   3.67452976e+00   2.21818940e+00   6.00000000e-01  -9.58941175e-02   1.02472248e-01   1.99301916e+01  -6.56732514e+00   5.80024646e+02   1.49893321e+02   7.00000000e+14   4.00000000e+00   3.00000000e-01
              44                1   2.82723253e+04   1.03021810e-01   1.51123181e-01   8.61319653e-01   3.22934984e+00   2.89176323e+00   6.00000000e-01  -1.48323168e-01  -3.66867684e-02  -1.40125382e+01  -1.80210994e+00   7.59900063e+00   2.24489599e+02   7.00000000e+14   4.00000000e+00   3.00000000e-01
              45                1   1.06844097e+04   8.44241674e-02   1.02807688e-01   1.95509498e+00   3.41475978e+00   2.31345632e+00   6.00000000e-01   1.60612492e-02   1.69463336e-01   1.44162437e+01  -1.32825244e+01   4.94790829e+02   3.69487901e+01   7.00000000e+14   4.00000000e+00   3.00000000e-01
              46                1   5.40450531e+05   1.61774687e-01   1.75123821e-01   1.93025267e+00   2.71705575e+00   3.55685997e+00   6.00000000e-01  -3.06293114e-02  -1.87404744e-01  -8.72476580e+00  -6.47698828e+00   9.50580353e+01   1.36650627e+02   7.00000000e+14   4.00000000e+00   3.00000000e-01
              47                1   1.50290254e+04   1.28817723e-01   1.00333078e-01   1.60513909e+00   3.84428178e+00   3.22925424e+00   6.00000000e-01   1.73728254e-01  -1.21318885e-01   4.38875114e+00   1.14149835e+01   3.36364102e+02   4.64223649e+02   7.00000000e+14   4.00000000e+00   3.00000000e-01
              48                1   3.19353951e+04   1.10246839e-01   1.08733465e-01   7.24353494e-01   4.45263961e+00   8.02141988e+00   6.00000000e-01   2.79774336e-01   1.83261514e-01  -1.49845955e+00   4.81629515e+00   2.27106321e+02   3.50976113e+02   7.00000000e+14   4.00000000e+00   3.00000000e-01
