NUMBER,FLUX_AUTO,MAG_AUTO,KRON_RADIUS,PETRO_RADIUS,BACKGROUND,THRESHOLD,X_IMAGE,Y_IMAGE,A_IMAGE,B_IMAGE,THETA_IMAGE,ELLIPTICITY,CLASS_STAR,FLUX_RADIUS
1,0.8214316,0.2136,4.94,3.5,0.01034026,0.02767048,500.6378,2.5998,1.044,0.467,-9.05,0.552,0.942,1.779
2,0.8868424,0.1304,6.73,7.92,0.009320458,0.02767048,2762.2146,2.3765,0.758,0.449,17.34,0.408,0.984,2.029
3,0.6799237,0.4188,4.16,7.92,0.006384701,0.02767048,4152.2124,2.6195,0.766,0.444,-18.24,0.42,0.108,1.374
4,0.5640678,0.6217,5.29,7.26,0.007038453,0.02767048,4046.1348,1.8979,0.855,0.673,43.5,0.213,0.291,1.424
5,0.735043,0.3342,3.5,5.94,0.008489846,0.02767048,3282.8906,2.286,0.933,0.673,69.27,0.278,0.008,1.257
6,0.7702476,0.2834,3.5,3.5,0.008807961,0.02767048,1306.0249,5.2772,0.726,0.693,8.47,0.047,0.845,1.423
7,0.6067063,0.5426,3.5,8.58,0.008975807,0.02767048,2941.4204,4.7793,0.758,0.448,-70.24,0.408,0.544,1.296
8,0.6144761,0.5287,6.55,5.28,0.00858716,0.02767048,889.5912,6.7928,0.743,0.453,71.13,0.39,0.042,1.438
9,0.2748623,1.4022,6.97,5.28,0.009343496,0.02767048,1443.8416,6.8424,0.752,0.571,46.93,0.241,0.449,0.687
10,0.6257004,0.5091,5.23,3.5,0.009832525,0.02767048,1569.8282,7.141,0.773,0.568,-50.58,0.266,0.733,1.485
11,0.6492291,0.469,7.55,3.5,0.008773214,0.02767048,3083.3423,6.8192,0.749,0.657,24.16,0.123,0.233,1.406
12,1.761653,-0.6148,5.36,5.28,0.009764584,0.02767048,587.4951,2.9061,1.338,1.231,-72.95,0.08,0.047,2.275
13,1.251426,-0.2435,3.5,3.5,0.009087864,0.02767048,1378.0774,2.8128,1.309,0.86,-75.7,0.343,0.005,2.074
14,1.148883,-0.1507,3.5,6.6,0.008365271,0.02767048,3592.4727,2.5093,1.253,1.027,-46.33,0.18,0.014,2.031
15,1.185287,-0.1846,6,4.62,0.01069872,0.02767048,2016.3553,5.8209,1.154,0.673,37.7,0.417,0.014,1.711
16,1.562223,-0.4844,6.22,5.94,0.01069733,0.02767048,2144.1609,7.8333,1.392,0.715,1.62,0.487,0.003,2.381
17,0.9960833,0.0043,4.51,3.5,0.008606074,0.02767048,955.0692,3.4093,1.255,0.978,43.05,0.221,0.01,1.625
18,0.7541192,0.3064,6.64,4.62,0.007858915,0.02767048,3914.5828,10.1994,0.75,0.449,-70.11,0.402,0.938,1.581
19,1.157726,-0.159,5.69,3.5,0.01228639,0.02767048,210.3979,7.2324,1.57,0.81,-20.62,0.484,0.012,1.988
20,2.596787,-1.0361,3.5,3.5,0.01014113,0.02767048,1648.6973,3.3369,1.822,1.521,21.53,0.165,0,2.545
21,1.171143,-0.1715,3.5,3.5,0.008404871,0.02767048,3415.6736,6.159,1.223,1.032,-81.42,0.156,0.001,1.929
22,0.9208853,0.0895,3.5,7.92,0.009722041,0.02767048,2626.9863,10.9965,1.454,0.555,13.48,0.618,0.779,2.145
23,0.3699008,1.0798,5.13,5.94,0.01052834,0.02767048,472.7831,13.3926,0.745,0.453,-17.91,0.392,0.122,0.872
24,1.608047,-0.5157,3.5,5.94,0.009060414,0.02767048,1371.4147,4.7231,1.484,1.347,-40,0.092,0,2.272
25,1.484814,-0.4292,6.21,4.62,0.01293969,0.02767048,111.9368,9.5715,1.35,0.902,-0.09,0.332,0.003,2.082
26,1.19033,-0.1892,6.79,5.28,0.01225831,0.02767048,214.4268,9.98,1.363,0.799,-21.72,0.414,0.008,2.27
27,0.6637537,0.445,7.28,3.96,0.008662921,0.02767048,1127.0098,10.539,0.844,0.688,89.92,0.185,0.057,1.216
28,1.344972,-0.3218,5.39,5.28,0.009521505,0.02767048,2694.5193,3.9502,1.979,0.669,60.72,0.662,0.011,2.958
29,1.028357,-0.0304,3.5,7.26,0.01069664,0.02767048,2007.6448,8.9306,1.445,0.639,-56.51,0.558,0.009,1.713
30,0.7028278,0.3829,3.5,4.62,0.009781073,0.02767048,2606.9546,12.5128,0.793,0.706,86.67,0.11,0.013,1.108
31,1.508225,-0.4462,7.2,7.26,0.00839568,0.02767048,3460.0127,12.5017,1.105,0.74,47.73,0.331,0.009,4.902
32,2.628613,-1.0493,6.69,3.5,0.008696684,0.02767048,1236.2655,7.7202,1.301,0.97,-78.54,0.255,0.013,3.944
33,0.909973,0.1024,5.65,6.6,0.009047584,0.02767048,1367.9639,15.0152,0.885,0.537,-45.81,0.394,0.004,1.496
34,2.840033,-1.1333,7.64,5.28,0.0128687,0.02767048,122.8988,5.8788,1.408,1.299,-89.75,0.078,0.001,2.666
35,1.833884,-0.6584,3.5,6.6,0.00926566,0.02767048,2778.29,11.1363,1.859,1.116,-16.94,0.4,0.001,2.749
36,0.9966677,0.0036,4.97,3.5,0.009694618,0.02767048,1534.8131,13.3263,1.135,0.884,-26.81,0.221,0.006,1.624
37,0.575149,0.6005,3.67,5.94,0.0114221,0.02767048,338.6468,16.3355,0.879,0.522,45.85,0.407,0.002,1.35
38,0.467147,0.8264,3.5,4.62,0.008818026,0.02767048,3048.2053,18.5926,0.747,0.451,-19.07,0.396,0.064,1.035
39,0.5690968,0.612,5.23,6.6,0.006611822,0.02767048,4123.1973,18.6201,0.751,0.45,-17.68,0.402,0.539,1.034
40,4.870558,-1.7189,3.77,5.28,0.009126585,0.02767048,1388.262,3.9705,2.478,1.779,24.46,0.282,0,2.754
41,1.740049,-0.6014,3.5,4.62,0.01069803,0.02767048,1806.6034,6.6056,1.633,1.121,58.22,0.313,0.003,2.421
42,1.081506,-0.0851,3.5,3.5,0.008675645,0.02767048,1165.5339,14.5224,1.316,0.925,-20.87,0.297,0.003,1.964
43,1.080849,-0.0844,3.5,0,0.01348504,0.02767048,29.9051,12.8365,1.189,0.713,79.23,0.401,0.007,1.925
44,0.6748673,0.427,6.35,5.94,0.009070285,0.02767048,2869.5022,15.2999,1.131,0.662,37.35,0.415,0,1.339
45,1.251993,-0.244,3.69,3.5,0.008556329,0.02767048,3235.1311,15.3853,1.247,0.96,-16.71,0.23,0.009,2.048
46,0.8899981,0.1265,3.5,3.96,0.008332509,0.02767048,3754.9727,15.4885,0.938,0.777,-22.08,0.172,0.168,1.764
47,0.4740022,0.8105,3.5,4.62,0.01069039,0.02767048,2034.9917,17.9658,0.621,0.609,-88.95,0.02,0.121,0.865
48,0.6159174,0.5262,5.1,7.92,0.009717263,0.02767048,2626.1863,21.6106,0.752,0.451,-18,0.401,0.001,1.284
49,1.022841,-0.0245,3.5,4.62,0.008391744,0.02767048,3480.4395,17.3756,1.089,0.776,34.93,0.287,0.009,2.035
50,1.247627,-0.2402,3.5,3.96,0.008405074,0.02767048,3417.0066,15.0091,1.343,0.868,-46.79,0.354,0.007,2.343
51,0.8352001,0.1955,4.91,3.5,0.01066196,0.02767048,1786.0837,19.8321,0.974,0.71,-11.91,0.271,0.055,1.833
52,0.745361,0.3191,4.02,4.62,0.006882803,0.02767048,4078.8423,21.3385,0.757,0.655,63.6,0.135,0.044,1.476
53,1.533528,-0.4642,3.5,6.6,0.008385657,0.02767048,3508.218,16.1036,1.391,1.194,-25.44,0.142,0.012,2.229
54,1.998004,-0.7515,3.5,5.94,0.008665986,0.02767048,1131.9384,18.5825,2.703,0.97,-1.51,0.641,0.009,2.646
55,1.256266,-0.2477,3.5,5.28,0.01069595,0.02767048,2049.7964,9.5519,2.06,0.993,77.73,0.518,0,1.802
56,1.494831,-0.4365,3.5,3.5,0.009074346,0.02767048,691.1127,14.6454,1.525,1.267,-76,0.169,0.001,1.955
57,1.044265,-0.047,8.68,6.6,0.009660355,0.02767048,2646.2593,16.9884,1.276,0.481,-68.14,0.623,0.001,2.328
58,1.301569,-0.2862,3.5,5.28,0.009058584,0.02767048,1370.8967,19.8091,1.85,0.642,-18.58,0.653,0,2.573
59,1.05009,-0.0531,3.5,6.6,0.01022908,0.02767048,517.8974,20.3748,1.036,0.745,-74.48,0.281,0.011,1.537
60,1.764256,-0.6164,4.19,5.28,0.01068692,0.02767048,1839.015,23.3252,2.175,0.671,10.69,0.691,0.005,2.951
61,1.373019,-0.3442,3.5,3.5,0.008422608,0.02767048,3335.2278,18.7671,1.267,1.108,68.47,0.126,0.005,2.101
62,1.580328,-0.4969,3.5,6.6,0.00896164,0.02767048,2945.6216,17.7169,1.684,1.157,-21.09,0.313,0,2.017
63,1.395238,-0.3616,3.5,3.5,0.008902009,0.02767048,717.1444,17.3333,1.658,0.812,62.33,0.51,0.004,2.351
64,1.691827,-0.5709,3.5,5.28,0.01318921,0.02767048,74.2024,16.157,1.499,1.249,59.83,0.167,0.001,2.105
65,1.760577,-0.6141,8.34,3.96,0.007002042,0.02767048,4060.4019,23.1346,1.217,0.677,-38.07,0.443,0.171,3.261
66,0.71505,0.3642,3.5,8.58,0.008783152,0.02767048,3071.3911,25.7852,0.76,0.446,-71.18,0.413,0.04,1.368
67,0.5698599,0.6106,6.51,4.62,0.008331836,0.02767048,3779.7615,28.6004,0.756,0.449,18.77,0.406,0.08,1.203
68,2.680754,-1.0706,5.07,5.28,0.008597879,0.02767048,909.3141,16.6771,2.339,1.392,-5.43,0.405,0,3.151
69,2.577151,-1.0278,5.1,6.6,0.008458887,0.02767048,3304.2417,19.5397,1.772,1.041,-53,0.413,0,3.215
70,0.7437516,0.3214,3.5,5.28,0.009082016,0.02767048,2856.0042,27.0001,0.897,0.529,44.67,0.411,0.008,1.225
71,0.9426448,0.0641,3.5,3.96,0.01040254,0.02767048,2400.2153,18.7288,2.046,0.87,64.9,0.575,0,1.583
72,1.226153,-0.2214,3.75,3.5,0.008623665,0.02767048,984.103,25.1162,1.183,0.81,-21.86,0.315,0.384,1.313
73,0.901439,0.1127,3.5,0,0.01032333,0.02767048,503.9163,28.1498,0.849,0.666,41.11,0.216,0.023,1.754
74,1.824835,-0.6531,3.5,3.5,0.008905143,0.02767048,2988.5657,10.1119,2.63,0.833,87.24,0.683,0.005,2.808
75,2.703626,-1.0799,3.5,4.62,0.008869882,0.02767048,3012.0962,16.0908,1.924,1.535,-85.31,0.202,0.001,2.513
76,4.805208,-1.7043,3.5,4.62,0.01042324,0.02767048,2395.1018,10.8113,2.158,1.773,-64.78,0.178,0,3.045
77,1.682293,-0.5648,5.78,4.62,0.009110516,0.02767048,2837.7007,21.7912,1.647,1.057,-54.44,0.358,0.001,2.276
78,0.8289639,0.2037,3.5,7.26,0.008562559,0.02767048,3229.4963,28.9834,0.806,0.5,88.28,0.38,0.156,1.619
79,2.856581,-1.1396,6.41,6.6,0.01068762,0.02767048,1980.8022,22.0908,1.6,1.469,-12,0.082,0,3.297
80,0.9683467,0.0349,6.32,7.26,0.008663007,0.02767048,1117.5697,24.5017,1.267,0.624,-75.78,0.508,0.006,1.933
81,0.9368953,0.0708,3.5,3.5,0.009778103,0.02767048,2603.894,29.6614,1.395,0.551,13.5,0.605,0.217,1.867
82,4.103636,-1.5329,5.92,4.62,0.009010912,0.02767048,2913.3772,12.7591,3.39,1.268,37.08,0.626,0,4.186
83,7.053319,-2.121,6.4,3.5,0.008398994,0.02767048,3445.2742,13.5773,2.468,1.789,-41.3,0.275,0,4.424
84,1.92209,-0.7094,6.87,6.6,0.008599883,0.02767048,902.676,25.3926,2.265,1.143,-5.26,0.495,0,2.945
85,10.08401,-2.5091,3.5,5.28,0.008370436,0.02767048,3572.1838,6.7101,2.715,2.375,11.25,0.125,0.001,3.337
86,24.55325,-3.4753,3.92,5.28,0.007372296,0.02767048,3993.3521,4.7844,3.81,2.471,-2.51,0.351,0.007,3.689
87,3.010767,-1.1967,3.5,5.94,0.009727434,0.02767048,593.1781,12.6126,2.486,1.725,76.51,0.306,0.002,3.024
88,3.919709,-1.4831,5.71,5.28,0.008771606,0.02767048,737.197,22.1737,2.31,1.717,8.78,0.257,0,3.52
89,0.8904915,0.1259,5.17,4.62,0.01345482,0.02767048,31.6965,34.4375,1.01,0.478,8.58,0.527,0.019,1.75
90,1.291046,-0.2774,3.5,6.6,0.008666913,0.02767048,1129.8416,26.9177,1.493,0.81,-41.7,0.457,0.001,2.219
91,0.9141502,0.0975,3.5,6.6,0.01040997,0.02767048,2394.8123,29.506,1.001,0.728,89.08,0.272,0,1.691
92,0.6573104,0.4556,3.5,4.62,0.009262711,0.02767048,2774.2866,31.9823,0.734,0.672,86.06,0.084,0.01,0.95
93,5.702515,-1.8902,3.5,4.62,0.0093996,0.02767048,642.4567,10.5098,2.802,2.163,-70.63,0.228,0,3.33
94,1.243906,-0.237,3.5,5.28,0.008694716,0.02767048,1226.4224,25.2303,1.427,0.981,84.75,0.313,0,1.751
95,9.493211,-2.4435,6.5,5.28,0.008632528,0.02767048,1022.4306,17.856,4.145,1.483,18.99,0.642,0,6.609
96,7.363327,-2.1677,4.61,6.6,0.008431185,0.02767048,3323.5054,8.639,2.633,2.024,53.75,0.231,0,3.649
97,0.8679779,0.1537,5.96,5.28,0.008401791,0.02767048,3436.9182,31.33,0.947,0.689,69.2,0.272,0.009,1.7
98,3.868408,-1.4688,3.5,4.62,0.008567199,0.02767048,802.1213,20.2339,2.323,1.593,67.92,0.314,0,3.33
99,1.797083,-0.6364,5.56,5.28,0.01068484,0.02767048,1834.0817,26.3562,1.717,0.806,-75.61,0.53,0.009,3.214
100,1.012407,-0.0134,6.97,5.94,0.008604216,0.02767048,912.921,27.5655,1.613,0.685,76.78,0.575,0.044,1.968
101,1.167587,-0.1682,8.01,5.94,0.008708017,0.02767048,1271.147,32.2882,0.952,0.673,-71.19,0.293,0.008,1.76
102,1.504128,-0.4432,7.86,5.94,0.01010309,0.02767048,1642.5959,32.6595,1.609,0.877,-16.03,0.455,0.001,2.558
103,1.07253,-0.076,3.5,4.62,0.009618186,0.02767048,1517.3928,33.6525,1.099,0.973,34.17,0.114,0.171,1.631
104,1.255977,-0.2475,6.44,5.28,0.01054602,0.02767048,2350.0254,30.4855,1.196,0.903,-81.23,0.244,0.01,1.775
105,0.574536,0.6017,5.33,4.62,0.01181586,0.02767048,278.6486,35.7138,0.739,0.461,71.85,0.376,0.316,1.034
106,1.430041,-0.3884,3.67,5.28,0.009119675,0.02767048,684.8149,26.365,2.134,0.833,-41.62,0.61,0.007,2.451
107,1.376166,-0.3467,3.5,4.62,0.008381533,0.02767048,3538.1699,32.3547,1.987,0.689,34.77,0.653,0.01,2.4
108,1.07244,-0.0759,3.76,3.5,0.00791398,0.02767048,3910.3323,34.3286,1.068,0.828,-31.7,0.225,0.007,1.674
109,0.8627768,0.1603,4.94,5.28,0.008570771,0.02767048,3222.4829,38.0164,0.803,0.499,-87.97,0.378,0.006,1.656
110,0.9633988,0.0405,3.5,0,0.008900824,0.02767048,2982.6233,35.8161,1.038,0.948,-57.96,0.087,0.007,1.894
111,1.474705,-0.4218,3.5,3.5,0.008970672,0.02767048,2936.1135,26.5231,2.155,0.77,-69.92,0.643,0,2.252
112,1.056351,-0.0595,5.51,9.9,0.009095051,0.02767048,1380.983,35.5258,1.061,0.662,-63.71,0.376,0.012,2.252
113,0.6650488,0.4429,5.61,7.26,0.009696846,0.02767048,2628.8203,38.1841,0.767,0.564,-42.75,0.264,0.069,1.292
114,1.173429,-0.1736,3.5,5.94,0.008374434,0.02767048,3574.7371,34.371,1.374,0.967,63.97,0.296,0.008,2.179
115,14.357,-2.8927,3.85,5.28,0.01069664,0.02767048,1990.9492,9.2384,3.274,2.975,-32.78,0.091,0,4.361
116,2.969867,-1.1818,6.76,3.5,0.008348465,0.02767048,3701.4978,30.9721,2.049,1.045,-76.03,0.49,0,3.64
117,2.821123,-1.1261,6.7,4.62,0.008344647,0.02767048,3700.9951,17.0102,1.866,0.911,-42.86,0.512,0.004,4.387
118,1.124715,-0.1276,5.63,3.5,0.008906662,0.02767048,1332.0762,37.7446,1.255,0.865,-26.34,0.311,0.002,1.909
119,0.7866092,0.2606,6.74,3.5,0.01048143,0.02767048,1742.7678,43.4492,1.026,0.476,9.2,0.536,0.049,1.83
120,17.7372,-3.1222,3.54,5.28,0.009423538,0.02767048,2726.0703,10.3089,3.182,2.62,-73.02,0.177,0.001,3.617
121,0.8354661,0.1952,3.5,6.6,0.008352406,0.02767048,3691.9958,39.481,1.21,0.495,63.88,0.591,0.17,1.726
122,5.52091,-1.855,4.43,3.5,0.008989192,0.02767048,703.6842,18.1399,2.962,2.113,46.62,0.287,0,3.19
123,1.239816,-0.2334,3.5,4.62,0.007694752,0.02767048,3948.6633,41.7916,1.514,0.724,3.04,0.522,0.001,2.058
124,3.589692,-1.3876,7.46,6.6,0.006635887,0.02767048,4127.499,34.5006,1.469,1.386,-44.67,0.056,0,3.405
125,1.727328,-0.5934,4.55,5.94,0.008631421,0.02767048,1001.5604,31.6227,2.108,1.043,-53.02,0.505,0.003,2.08
126,0.6622859,0.4474,3.5,6.6,0.01005173,0.02767048,1630.8059,44.3975,0.766,0.44,-20.01,0.426,0.207,1.201
127,0.6190546,0.5207,3.5,5.28,0.00836068,0.02767048,3657.0039,44.505,0.791,0.5,1.74,0.369,0.668,1.248
128,0.50072,0.751,5.1,6.6,0.008538419,0.02767048,3244.5061,43.1511,1.122,0.579,-26.92,0.484,0.004,1.252
129,0.9788862,0.0232,6.91,5.94,0.01067443,0.02767048,2021.2222,40.6565,1.127,0.678,-72.81,0.398,0.008,1.917
130,0.9342746,0.0738,5.78,3.5,0.008958482,0.02767048,2942.198,34.2827,1.754,0.947,64.46,0.46,0.008,1.282
131,2.27596,-0.8929,3.5,6.6,0.008676496,0.02767048,3145.9961,33.9868,2.314,0.692,59.93,0.701,0.014,2.453
132,4.57731,-1.6515,3.5,3.5,0.01064648,0.02767048,2316.9983,28.9968,2.813,2.339,58.22,0.168,0,4.455
133,0.7387635,0.3287,6.98,5.94,0.01067235,0.02767048,2068.3962,44.2121,0.757,0.449,71.42,0.407,0.005,1.451
134,1.686257,-0.5673,3.5,3.5,0.008676954,0.02767048,3147.833,22.1712,3.726,1.798,-46.45,0.518,0,2.287
135,1.31001,-0.2932,4.81,5.94,0.008376588,0.02767048,3570.9202,42.2343,1.136,0.95,-21.99,0.164,0.018,1.918
136,0.7828121,0.2659,3.5,4.62,0.01067097,0.02767048,2129.1514,45.8972,0.838,0.662,45.15,0.21,0.173,1.28
137,4.462311,-1.6239,6.53,7.26,0.007928788,0.02767048,3907.7061,37.0004,2.321,1.422,24.79,0.387,0,4.417
138,2.659502,-1.062,3.5,3.96,0.01065277,0.02767048,2314.218,32.5907,2.864,1.39,-34.33,0.515,0,2.944
139,1.344371,-0.3213,3.5,3.5,0.008393219,0.02767048,3486.1907,44.4578,1.683,0.897,15.16,0.467,0.012,1.714
140,1.851331,-0.6687,3.66,3.5,0.01065,0.02767048,2313.5195,37.4904,2.051,1.075,-39.95,0.476,0.001,2.422
141,1.945014,-0.7223,6.71,5.94,0.008446489,0.02767048,3311.6543,45.6367,1.73,0.909,11.88,0.475,0.001,3.228
142,1.36405,-0.3371,3.5,4.62,0.01067443,0.02767048,1874.5221,41.4747,1.326,0.873,65.9,0.342,0.009,2.044
143,4.220229,-1.5633,3.5,3.5,0.00756204,0.02767048,3966.7998,23.5542,3.005,1.463,77.12,0.513,0,3.355
144,5.59369,-1.8692,6.94,7.92,0.008627719,0.02767048,989.4938,32.2023,2.296,1.113,-87.47,0.515,0,6.546
145,1.446644,-0.4009,4.04,5.28,0.00637243,0.02767048,4176.9541,44.1657,1.328,1.017,-47.32,0.234,0,2.127
146,5.208405,-1.7918,5,3.5,0.006462066,0.02767048,4151.0151,25.4869,3.19,1.941,78.49,0.391,0,4.729
147,0.8717811,0.149,4.43,3.5,0.01090783,0.02767048,415.9228,33.312,1.269,0.615,51.69,0.515,0.008,1.711
148,1.090037,-0.0936,3.5,3.96,0.009665129,0.02767048,1530.2463,43.0115,1.697,0.734,-55.93,0.568,0,2.216
149,1.148875,-0.1507,3.5,3.5,0.008515129,0.02767048,3262.001,43.1852,1.862,0.772,39.54,0.585,0.013,2.228
150,3.737611,-1.4315,4.49,4.62,0.01067166,0.02767048,2175.823,45.0707,2.328,1.167,5.96,0.499,0.008,2.594
151,1.821435,-0.651,6.79,4.62,0.008706217,0.02767048,1264.0266,40.7595,1.73,0.855,88.23,0.506,0.001,2.803
152,0.5070466,0.7374,6.74,7.92,0.006856539,0.02767048,4096.9863,50.9991,1.003,0.393,30.25,0.608,0.899,1.501
153,0.5451797,0.6587,4.4,5.28,0.008352064,0.02767048,3713.9722,53.4755,0.782,0.499,1.16,0.361,0.536,1.032
154,1.86293,-0.6755,6.4,3.5,0.007387421,0.02767048,4002.6899,46.0466,1.667,1.028,-9.92,0.384,0.01,2.448
155,4.953106,-1.7372,4.3,3.5,0.007968049,0.02767048,3901.0928,35.4238,2.713,2.075,-7.88,0.235,0,3.978
156,3.869967,-1.4693,7.2,10.56,0.008366688,0.02767048,3618.9172,39.2572,1.975,1.236,-0.48,0.374,0,5.615
157,0.7662782,0.289,3.5,7.92,0.009297158,0.02767048,660.2175,51.7214,0.941,0.638,7.64,0.322,0.003,1.564
158,0.8145173,0.2227,3.5,6.6,0.008559952,0.02767048,3228.022,54.4924,0.786,0.499,2.1,0.364,0.01,1.23
159,2.663574,-1.0637,3.87,3.5,0.008348959,0.02767048,3703.7366,34.6446,2.313,1.595,-53.31,0.31,0,2.734
160,2.139106,-0.8256,3.5,5.28,0.008943192,0.02767048,712.9484,44.1438,1.589,1.402,-86.69,0.117,0.002,2.354
161,0.818158,0.2179,3.5,5.94,0.009673553,0.02767048,1532.5364,51.5177,1.066,0.498,88.96,0.533,0.011,1.239
162,8.371974,-2.3071,5.28,8.58,0.0106786,0.02767048,2160.3789,35.154,4.047,2.552,-19.63,0.369,0,6.434
163,2.180518,-0.8464,5.75,3.96,0.01067097,0.02767048,1962.9824,45.9582,1.634,1.23,84.03,0.247,0,3.335
164,4.092223,-1.5299,5.01,10.56,0.006597052,0.02767048,4131.4971,30.4912,2.413,1.628,-60.78,0.325,0,3.911
165,1.697832,-0.5747,6.15,3.5,0.00852435,0.02767048,3255.0488,46.4709,1.57,0.961,61.78,0.388,0.002,2.722
166,0.6148257,0.5281,3.5,4.62,0.009930979,0.02767048,2548.8413,48.6995,1.568,0.853,-36.82,0.456,0.223,1.157
167,2.234805,-0.8731,7.23,4.62,0.008776681,0.02767048,3070.208,46.6017,1.547,0.925,-19.13,0.402,0.004,3.517
168,11.05315,-2.6087,4.55,5.94,0.009195672,0.02767048,1406.3416,9.447,3.477,2.87,-46.76,0.174,0,4.35
169,10.24217,-2.526,3.5,4.62,0.01068276,0.02767048,1797.3053,28.9781,2.859,2.722,2.04,0.048,0,3.609
170,4.658794,-1.6707,4.45,3.96,0.008372336,0.02767048,3593.2625,42.066,2.53,1.581,48.6,0.375,0,3.713
171,1.98619,-0.7451,4.04,4.62,0.01067443,0.02767048,1901.0884,41.0128,1.851,1.53,78.22,0.173,0.003,2.09
172,2.276969,-0.8934,3.5,0,0.01107847,0.02767048,390.3383,52.3255,2.021,1.021,-11.83,0.495,0,2.705
173,0.7550419,0.3051,3.5,4.62,0.00720222,0.02767048,4037.5847,54.3811,1.166,0.491,87.51,0.579,0.009,1.787
174,0.6859344,0.4093,3.5,4.62,0.0124482,0.02767048,181.9636,56.6885,0.739,0.666,11.62,0.098,0.006,1.131
175,6.39011,-2.0138,4.1,6.6,0.008661081,0.02767048,1103.116,35.8362,2.663,2.141,-47.82,0.196,0,4.415
176,1.233202,-0.2276,6,5.28,0.01062339,0.02767048,458.5587,55.5668,1.176,0.771,-49.26,0.344,0.012,1.75
177,0.8996286,0.1148,5.63,3.96,0.008354382,0.02767048,3709.1055,57.8588,0.859,0.667,43.48,0.223,0.02,1.716
178,0.5506505,0.6478,4.14,4.62,0.01065986,0.02767048,1820.2181,61.5847,0.745,0.453,-19.22,0.392,0.288,1.03
179,2.70611,-1.0809,6.28,7.26,0.008636376,0.02767048,1010.8041,39.1571,2.737,1.447,71.46,0.471,0,3.67
180,81.92826,-4.7836,3.5,5.94,0.01183778,0.02767048,277.4171,9.0759,5.505,4.163,6.4,0.244,0.028,5.292
181,2.727618,-1.0895,6.69,7.92,0.008411456,0.02767048,3392.1575,52.2922,1.788,1.425,-26.63,0.203,0,3.307
182,2.487,-0.9892,3.5,5.28,0.009879013,0.02767048,1586.7223,54.3074,1.903,1.305,21.49,0.314,0,2.266
183,1.063037,-0.0664,5.5,4.62,0.01060411,0.02767048,1778.0323,59.7994,1.275,0.869,-27.05,0.319,0.005,1.764
184,0.7119042,0.3689,3.5,3.5,0.006654603,0.02767048,4136.8989,59.6934,0.935,0.683,-70.36,0.269,0.008,1.374
185,0.7170883,0.3611,4.74,4.62,0.008702474,0.02767048,1246.8906,61.6131,1.081,0.573,23.61,0.47,0.52,1.45
186,1.264949,-0.2552,3.5,4.62,0.01066056,0.02767048,2047.1096,60.514,1.358,0.777,-19.6,0.428,0.003,1.952
187,4.809983,-1.7054,6.38,5.94,0.008380027,0.02767048,3559.2239,48.5126,2.194,1.908,-16.91,0.13,0,3.906
188,4.310316,-1.5863,3.5,6.6,0.008890796,0.02767048,1328.4399,45.6826,2.415,2.105,-87.6,0.128,0,4.016
189,2.493763,-0.9921,5.37,3.96,0.01054722,0.02767048,2344.571,50.3511,1.991,1.385,55.59,0.304,0.062,3.237
190,6.745693,-2.0726,4.93,6.6,0.007503083,0.02767048,3986.1755,55.8231,1.92,1.308,-41.51,0.319,0.016,2.54
191,0.893088,0.1228,7.37,3.5,0.007118156,0.02767048,4056.3269,61.5246,0.918,0.469,-89.55,0.489,0.066,1.685
192,0.727472,0.3455,3.5,6.6,0.008393149,0.02767048,3498.1418,63.8774,0.826,0.679,48.2,0.177,0.009,1.34
193,4.090113,-1.5293,4.41,6.6,0.009135055,0.02767048,1391.5295,50.8584,2.937,1.445,27.32,0.508,0,4.136
194,1.456795,-0.4085,6.25,3.5,0.006943904,0.02767048,4084.9541,57.7524,1.783,0.631,57.78,0.646,0.007,2.846
195,0.7672445,0.2877,5.55,5.94,0.01024256,0.02767048,516.7986,64.786,0.995,0.348,-44.36,0.65,0.026,2.092
196,0.6691601,0.4362,8.16,10.56,0.009047356,0.02767048,2862.6201,64.8015,0.762,0.447,72.18,0.413,0.303,1.636
197,6.137723,-1.97,3.5,6.6,0.01010108,0.02767048,538.2597,47.0463,3.007,2.136,29.85,0.29,0,3.586
198,0.9801575,0.0218,3.5,6.6,0.008740523,0.02767048,3094.5059,53.498,1.135,0.638,-60.39,0.438,0.009,1.773
199,1.963661,-0.7327,4.75,5.28,0.00841722,0.02767048,3361.1238,58.597,2.117,0.777,34.8,0.633,0.009,2.768
200,3.454303,-1.3459,5.88,5.28,0.009422372,0.02767048,2716.1128,53.8556,2.654,1.108,-37.39,0.583,0.009,4.869
201,0.6754378,0.426,3.5,5.28,0.009453849,0.02767048,2703.1755,64.8078,1.122,0.857,-38.7,0.236,0.008,1.277
202,0.9950919,0.0053,3.5,5.94,0.008358085,0.02767048,3699.2346,65.3409,0.949,0.759,-41.01,0.2,0.007,1.5
203,0.6841829,0.4121,3.5,7.26,0.008262709,0.02767048,3853.7939,70.4005,0.743,0.452,-18.74,0.392,0.255,1.271
204,1.167578,-0.1682,6.04,6.6,0.01013306,0.02767048,2478.1104,66.783,0.952,0.771,-62.89,0.191,0.089,1.786
205,2.428368,-0.9633,7.41,4.62,0.008348672,0.02767048,3750.7603,64.1638,1.582,1.078,-12.77,0.318,0.001,3.023
