NUMBER,FLUX_AUTO,MAG_AUTO,KRON_RADIUS,PETRO_RADIUS,BACKGROUND,THRESHOLD,X_IMAGE,Y_IMAGE,A_IMAGE,B_IMAGE,THETA_IMAGE,ELLIPTICITY,CLASS_STAR,FLUX_RADIUS
1,0.8370168,0.1932,4.24,4.62,0.007208448,0.02778631,1719.868,3.1299,0.849,0.674,46.5,0.206,0.817,1.786
2,1.093187,-0.0967,3.5,7.26,0.007302957,0.02778631,1613.5448,5.4894,1.08,0.5,0.47,0.537,0.002,1.785
3,0.9914837,0.0093,3.5,5.94,0.007146749,0.02778631,1964.0903,3.9738,1.929,0.57,-13.51,0.705,0.093,1.726
4,0.6901697,0.4026,3.5,5.28,0.007153946,0.02778631,2443.7725,4.3719,0.954,0.637,-16.36,0.332,0.009,1.226
5,0.6566227,0.4567,4.89,7.26,0.007311221,0.02778631,1606.4968,2.4665,0.961,0.414,71.15,0.569,0.095,1.268
6,1.534173,-0.4647,5.73,3.5,0.008220082,0.02778631,586.9617,2.3401,1.26,1.004,1.34,0.203,0.006,1.928
7,1.434781,-0.392,4.45,4.62,0.007274373,0.02778631,1647.1956,2.2742,1.211,0.941,-4.25,0.223,0.009,2.011
8,0.4516079,0.8631,4.88,5.94,0.007151575,0.02778631,2701.9741,5.2182,0.805,0.505,55.46,0.373,0.066,0.914
9,0.9800594,0.0219,6.45,6.6,0.007110712,0.02778631,3089.5125,3.5519,1.289,0.543,44.28,0.579,0.006,1.666
10,0.8182074,0.2178,3.5,4.62,0.006734618,0.02778631,3870.5771,3.6274,1.083,0.319,-68.64,0.705,0.011,2.015
11,0.7545103,0.3058,5.61,5.94,0.006135186,0.02778631,4047.4854,4.4783,1.101,0.5,89.45,0.546,0.013,1.584
12,1.573111,-0.4919,3.5,3.96,0.006952563,0.02778631,3591.5349,2.9232,1.313,1.04,88.21,0.208,0.004,1.625
13,0.6249298,0.5104,3.5,5.28,0.007437236,0.02778631,1462.5984,7.8144,0.743,0.452,71.23,0.392,0.179,1.013
14,0.7081501,0.3747,3.5,5.94,0.007140767,0.02778631,2879.1301,8.1917,0.823,0.676,-39.9,0.178,0.001,1.185
15,0.7621819,0.2949,4.26,4.62,0.007151474,0.02778631,2521.801,10.4016,0.758,0.448,-19.04,0.409,0.062,1.565
16,1.300812,-0.2855,5.62,5.28,0.00624594,0.02778631,4014.8562,5.9316,1.372,0.735,32.59,0.464,0.093,2.443
17,0.8072234,0.2325,6.98,3.5,0.006935357,0.02778631,3634.7812,11.4081,0.765,0.447,-19.27,0.416,0.464,1.812
18,0.547348,0.6543,3.5,9.9,0.007149694,0.02778631,2671.8069,12.42,0.754,0.45,-19.63,0.403,0.05,1.18
19,1.890808,-0.6916,6.61,5.94,0.007589187,0.02778631,1233.9355,8.3079,1.261,0.868,-26.73,0.312,0.099,2.951
20,1.942237,-0.7208,5.6,5.28,0.007081275,0.02778631,3289.6953,2.2884,1.834,1.197,48.51,0.347,0,2.233
21,1.565496,-0.4866,7.89,3.5,0.007151941,0.02778631,2693.9163,3.9793,1.354,0.737,82.09,0.456,0.097,2.475
22,0.7331631,0.337,3.55,6.6,0.007499977,0.02778631,860.0983,9.6696,1.046,0.752,-76.01,0.28,0,1.468
23,0.9210224,0.0893,6.24,3.96,0.007452521,0.02778631,1444.979,9.5078,0.818,0.698,89.4,0.147,0.011,1.378
24,0.458806,0.8459,6.66,4.62,0.007488091,0.02778631,810.3911,12.1868,0.762,0.445,71.15,0.415,0.898,1.17
25,0.5756033,0.5997,3.5,3.5,0.006417499,0.02778631,3965.5769,11.7934,0.763,0.447,70.14,0.414,0.076,1.369
26,1.785916,-0.6297,3.5,3.5,0.007147717,0.02778631,2015.683,4.7952,1.596,1.237,-28,0.225,0,2.296
27,1.162255,-0.1633,3.5,0,0.009019262,0.02778631,389.5534,8.0726,1.137,0.901,68.94,0.208,0.001,1.76
28,1.39869,-0.3643,6.84,5.94,0.007081161,0.02778631,3290.4929,6.9945,1.426,0.85,80.91,0.404,0.009,2.484
29,1.237533,-0.2314,4.28,5.94,0.007518816,0.02778631,1372.8719,6.4046,1.614,0.971,-61.88,0.398,0,1.995
30,1.31424,-0.2967,6.5,5.94,0.007015647,0.02778631,3460.4507,11.798,1.098,0.732,40.32,0.333,0.032,2.323
31,0.4995948,0.7535,4.99,5.94,0.005629276,0.02778631,4198.7725,13.8007,0.754,0.562,45.09,0.255,0.044,0.973
32,1.525115,-0.4583,4.68,7.26,0.007152855,0.02778631,2425.2175,8.0483,1.778,0.758,39.73,0.574,0.011,2.335
33,1.047527,-0.0504,4.86,0,0.008617799,0.02778631,488.0113,14.9767,0.628,0.62,88.5,0.013,0.052,2.036
34,1.311793,-0.2947,3.5,4.62,0.007136393,0.02778631,2896.9712,14.8125,1.798,0.586,12.46,0.674,0.02,2.537
35,1.053684,-0.0568,6.58,3.5,0.00709318,0.02778631,3206.6465,8.1797,2.093,0.648,-37.1,0.69,0.01,2.209
36,1.368742,-0.3408,5.11,7.26,0.007003587,0.02778631,3485.957,11.0817,1.317,0.861,44.77,0.346,0.014,2.426
37,0.5776616,0.5958,3.5,3.5,0.007369468,0.02778631,1535.7972,13.7918,1.098,0.69,31.58,0.372,0.077,0.936
38,0.7586617,0.2999,3.5,3.5,0.007504294,0.02778631,880.9679,16.3155,0.746,0.68,-8.81,0.088,0.444,1.571
39,1.665999,-0.5542,4.51,4.62,0.007149296,0.02778631,2645.4746,13.5034,1.14,0.828,-43.09,0.274,0.015,2.776
40,0.3365738,1.1823,7,3.5,0.008880265,0.02778631,423.2729,17.0063,0.745,0.684,80.35,0.082,0.033,0.911
41,0.8885142,0.1283,8.08,3.5,0.007373434,0.02778631,1531.5112,13.5,1.248,0.658,88.03,0.473,0.317,1.866
42,0.8503971,0.1759,6.02,7.26,0.006868457,0.02778631,3786.7109,15.5624,0.89,0.854,-44.16,0.041,0.39,1.498
43,0.7160966,0.3626,3.5,6.6,0.007035461,0.02778631,3417.9648,17.9854,0.632,0.609,-1.02,0.037,0.512,1.445
44,1.096434,-0.1,3.5,3.5,0.008486507,0.02778631,520.2195,18.8857,1.159,0.727,-8.96,0.373,0.167,1.661
45,1.000848,-9e-04,4.52,5.94,0.007566776,0.02778631,1157.0105,19.0167,1.109,0.718,0.2,0.353,0,1.758
46,0.6494796,0.4686,3.5,4.62,0.007088238,0.02778631,3237.126,18.6929,0.871,0.596,30.66,0.316,0.009,1.102
47,1.195191,-0.1936,3.5,3.5,0.007195718,0.02778631,1730.4878,14.5798,1.402,0.737,-50.55,0.474,0.205,2.39
48,8.064246,-2.2664,3.5,5.28,0.007504457,0.02778631,1389.5334,4.0095,3.425,1.921,0.7,0.439,0,3.576
49,2.309432,-0.9088,6.31,3.5,0.007521866,0.02778631,1364.2383,17.4441,2.563,0.73,-9.89,0.715,0.008,4.251
50,1.333153,-0.3122,4.31,5.94,0.006023083,0.02778631,4084.0984,18.4397,1.145,0.579,63.24,0.494,0.007,2.692
51,3.696256,-1.4194,3.5,3.5,0.00714177,0.02778631,1806.7795,7.8827,2.381,1.973,-82.73,0.171,0,5.018
52,2.941219,-1.1713,4.24,3.96,0.007124953,0.02778631,2987.5659,8.1071,1.859,1.282,56.71,0.311,0,3.057
53,1.908358,-0.7016,3.5,4.62,0.007149739,0.02778631,2626.8008,13.4284,1.936,1.19,27.49,0.386,0,2.33
54,3.216663,-1.2685,8.23,5.28,0.007510515,0.02778631,908.0118,15.506,1.602,1.134,5.76,0.292,0,5.919
55,1.676584,-0.5611,5.52,3.5,0.006909993,0.02778631,3698.4456,18.6199,1.629,0.949,-5.22,0.417,0.008,2.668
56,1.27865,-0.2669,8.48,5.28,0.007143282,0.02778631,2030.6647,21.1647,1.071,0.716,6.23,0.331,0.038,3.756
57,2.277777,-0.8938,7.56,4.62,0.00641637,0.02778631,3967.7507,19.0146,1.099,0.786,-68.18,0.285,0.011,4.834
58,2.573353,-1.0262,8.22,3.96,0.007509491,0.02778631,903.3336,14.6576,1.548,0.864,57.27,0.442,0,3.596
59,0.817196,0.2192,3.55,3.5,0.006921534,0.02778631,3675.2988,21.9673,0.742,0.684,-84.4,0.079,0.004,1.688
60,2.382726,-0.9427,4.88,3.5,0.007147015,0.02778631,2048.8401,9.8658,1.797,1.704,68.72,0.052,0,2.88
61,1.657879,-0.5489,3.5,3.5,0.007512493,0.02778631,912.5468,10.4167,2.293,0.808,57.56,0.648,0.004,2.628
62,1.389329,-0.357,3.5,5.94,0.007517105,0.02778631,937.9317,18.0623,1.647,0.701,-48.35,0.574,0,2.45
63,1.184547,-0.1839,3.5,5.94,0.007145269,0.02778631,2077.0938,18.1982,1.42,0.932,-52.72,0.343,0.001,2.003
64,0.7307276,0.3406,3.5,3.96,0.007489995,0.02778631,819.9061,20.6312,0.937,0.683,-68,0.27,0.013,1.273
65,1.524719,-0.458,6.27,6.6,0.00707878,0.02778631,3305.0513,20.5975,1.44,0.851,-11.34,0.409,0,2.167
66,4.104172,-1.5331,5.88,4.62,0.01010572,0.02778631,123.4962,6.586,2.242,1.714,39.08,0.236,0,3.569
67,0.9742353,0.0283,5.29,4.62,0.007348029,0.02778631,1557.4926,21.1861,1.388,0.845,-28.77,0.391,0.007,1.616
68,0.5869712,0.5785,4.86,5.94,0.007830011,0.02778631,681.9788,23.9946,0.646,0.594,-0.1,0.08,0.797,1.206
69,2.113376,-0.8124,7.01,5.28,0.005790731,0.02778631,4152.9185,18.9508,1.654,0.795,-38.91,0.519,0.006,4.057
70,5.702445,-1.8902,6.86,10.56,0.007134906,0.02778631,2910.718,12.5042,2.434,1.621,-32.66,0.334,0,5.635
71,1.860944,-0.6743,6.98,4.62,0.006081091,0.02778631,4068.3435,22.2369,1.754,0.925,1.71,0.473,0.052,2.68
72,1.413068,-0.3754,6.56,6.6,0.00751012,0.02778631,911.4772,23.6917,1.02,0.995,1.75,0.024,0.001,2.004
73,0.9510786,0.0545,3.5,3.5,0.007443057,0.02778631,1447.517,26.0015,1.053,0.663,-25.86,0.37,0.015,1.84
74,0.6868435,0.4079,4.28,4.62,0.007146156,0.02778631,2576.1494,26.1493,0.842,0.669,-41.65,0.205,0.055,1.174
75,6.20229,-1.9814,3.5,5.28,0.007998456,0.02778631,641.1517,9.715,3.671,2.104,-1.48,0.427,0,3.816
76,2.693605,-1.0758,5.5,3.96,0.007149471,0.02778631,2777.5625,10.1222,2.448,1.378,-62.48,0.437,0.001,3.198
77,2.354993,-0.93,3.5,5.94,0.008687188,0.02778631,471.3366,14.2791,2.075,1.148,-89.1,0.447,0,3.052
78,1.480493,-0.426,5.05,3.5,0.006992999,0.02778631,3510.5215,14.9202,2.012,0.89,-76.7,0.558,0,2.758
79,0.5170926,0.7161,3.5,4.62,0.008932508,0.02778631,408.9539,24.9597,1.219,0.567,44.41,0.535,0.01,1.223
80,1.67168,-0.5579,3.5,5.94,0.007560977,0.02778631,1129.5784,18.1417,1.657,1.161,84.24,0.299,0.003,1.898
81,3.115749,-1.2339,5.08,4.62,0.006905974,0.02778631,3703.6885,15.5453,2.665,1.268,32.86,0.524,0,3.614
82,1.350522,-0.3263,6.13,6.6,0.007469281,0.02778631,1419.0403,25.3976,1.208,0.903,11.25,0.252,0,2.253
83,0.8883713,0.1285,3.5,4.62,0.007145247,0.02778631,2616.6541,28.1121,0.924,0.693,23.48,0.25,0.063,1.472
84,1.835538,-0.6594,6.09,3.96,0.007099438,0.02778631,3150.7983,25.6117,1.376,0.831,16.52,0.396,0.001,2.223
85,31.55915,-3.7478,3.5,5.94,0.00631995,0.02778631,3992.9963,5.0861,4.788,2.617,3.97,0.453,0.001,4.527
86,1.651814,-0.5449,3.97,4.62,0.01017557,0.02778631,101.9933,21.7257,1.49,1.066,-63.1,0.285,0.415,2.487
