NUMBER,FLUX_AUTO,MAG_AUTO,KRON_RADIUS,PETRO_RADIUS,BACKGROUND,THRESHOLD,X_IMAGE,Y_IMAGE,A_IMAGE,B_IMAGE,THETA_IMAGE,ELLIPTICITY,CLASS_STAR,FLUX_RADIUS
65,12.16633,-2.7129,3.5,5.94,0.004381686,0.025656,1867.9263,10.9886,3.161,2.55,13.35,0.193,0,3.3
66,58.58025,-4.4194,3.5,6.6,0.004537769,0.025656,3255.075,26.6266,5.344,4.289,-89.21,0.197,0.001,5.477
67,8.546887,-2.3295,3.5,5.28,0.004746973,0.025656,3493.7114,33.5565,3.063,2.315,76.25,0.244,0,3.54
68,3.531535,-1.3699,5.41,3.5,0.004067224,0.025656,414.4448,11.892,2.947,1.641,81.46,0.443,0,3.494
69,2.500914,-0.9952,3.5,5.28,0.004314112,0.025656,519.6772,11.258,1.888,1.697,58.98,0.101,0,2.409
70,1.104567,-0.108,5.82,3.5,0.004140964,0.025656,445.4334,13.3736,1.405,0.801,-3.85,0.43,0.001,2.089
71,16.79578,-3.063,3.54,5.94,0.004760681,0.025656,3543.0383,5.7384,3.176,2.896,44.98,0.088,0.001,3.631
72,2.020388,-0.7636,4.54,3.96,0.004381686,0.025656,1805.5111,11.4005,1.575,1.166,-38.83,0.259,0,2.175
73,4.70064,-1.6804,5.79,6.6,0.004492057,0.025656,3294.0081,9.5667,2.226,1.821,38.57,0.182,0,4.381
74,1.023851,-0.0256,3.5,3.96,0.004876774,0.025656,945.7253,10.4897,1.541,0.791,68.91,0.487,0.036,1.822
75,11.33246,-2.6358,3.62,4.62,0.004876643,0.025656,936.465,5.8789,2.791,2.546,22.43,0.088,0.001,3.364
76,1.770307,-0.6201,4.42,4.62,0.004822271,0.025656,737.4064,10.8811,1.436,0.976,36.92,0.321,0,2.285
77,1.171598,-0.1719,3.5,7.26,0.004038756,0.025656,403.2854,10.3028,1.731,0.637,68.4,0.632,0,2.597
78,2.845845,-1.1355,3.5,3.96,0.005131846,0.025656,3862.0046,5.4635,2.475,1.486,57.96,0.4,0,3.066
79,3.912668,-1.4812,5.05,3.5,0.00449528,0.025656,599.3519,6.4091,2.478,1.954,-67.37,0.211,0,3.2
80,3.296788,-1.2952,4.29,5.94,0.005141135,0.025656,3828.3313,18.3344,2.089,1.487,36.59,0.288,0,2.452
81,60.39773,-4.4526,3.51,6.6,0.004819766,0.025656,1299.6338,6.0744,5.183,3.962,-11.64,0.236,0.025,4.986
82,1.013061,-0.0141,3.5,3.5,0.004397684,0.025656,2348.5596,7.3112,1.15,0.675,35.5,0.413,0.009,2.025
83,5.803001,-1.9091,3.87,7.92,0.004381686,0.025656,2209.6731,58.3147,2.846,2.087,13.92,0.267,0,4.095
84,4.451291,-1.6212,3.5,5.28,0.004880915,0.025656,894.0027,3.7855,2.533,2.028,33.65,0.199,0,3.348
85,3.092201,-1.2257,5.49,5.28,0.004796242,0.025656,1324.6477,3.4016,2.272,1.636,25.3,0.28,0,2.953
86,0.9153912,0.096,3.5,5.28,0.004859333,0.025656,1081.9205,5.3268,1.922,0.435,67.99,0.774,0.002,2.019
87,2.220086,-0.8659,5.61,7.26,0.004785685,0.025656,4144.0098,14.9901,1.611,1.032,-87.99,0.359,0,3.332
88,4.406297,-1.6102,5.59,5.28,0.004740266,0.025656,4181.1958,3.6554,2.425,1.6,-5.95,0.34,0,2.867
89,2.625778,-1.0481,6.02,3.96,0.004564572,0.025656,2807.5027,7.1171,1.915,1.254,47.06,0.345,0.001,4.476
90,2.840621,-1.1335,6.02,4.62,0.004442406,0.025656,2471.9231,3.3279,1.776,1.393,-4.3,0.215,0.008,2.96
91,1.498041,-0.4388,3.82,3.5,0.00451327,0.025656,1646.2249,12.8692,1.356,1.054,48.74,0.223,0,2.521
92,22.47761,-3.3794,4.24,6.6,0.004412591,0.025656,2389.5669,18.3639,4.079,3.371,6.91,0.174,0,4.949
93,0.957157,0.0475,4.94,6.6,0.004493308,0.025656,2612.2473,1.7868,1.161,0.691,-2.04,0.405,0.004,1.613
94,0.7512807,0.3105,5.52,5.94,0.004762181,0.025656,1363.3296,2.1205,0.935,0.68,-20.94,0.273,0.029,1.442
95,8.233745,-2.289,7.51,3.5,0.005078817,0.025656,3775.2385,31.9945,2.389,2.144,58.6,0.103,0,7.759
96,3.42582,-1.3369,5.74,5.28,0.005056316,0.025656,3757.8386,27.4543,2.44,1.57,50.16,0.356,0,4.03
97,3.526062,-1.3682,6.05,3.96,0.004381686,0.025656,1853.2756,23.2004,2.189,1.373,-31.98,0.373,0,3.596
98,1.246589,-0.2393,4.66,3.5,0.004523718,0.025656,3195.9407,18.2352,1.291,0.986,43.16,0.236,0,2.126
99,4.543968,-1.6436,3.5,6.6,0.004707569,0.025656,1436.4761,31.6841,2.448,1.829,39.35,0.253,0,3.181
100,3.617962,-1.3962,3.83,3.5,0.004779547,0.025656,4148.8667,28.239,2.375,1.709,-35.81,0.28,0,3.236
101,4.067699,-1.5234,7.22,3.5,0.004236275,0.025656,478.2873,29.4283,1.939,1.494,-57.73,0.23,0.002,4.116
102,0.4992818,0.7541,9.07,4.62,0.004707851,0.025656,1428.6085,14.2145,0.747,0.455,-72.71,0.39,0.65,1.191
103,0.5944465,0.5647,3.5,7.26,0.004836474,0.025656,3595.217,11.4268,0.746,0.449,20.37,0.398,0.915,1.271
104,4.446584,-1.6201,8.17,3.5,0.004393321,0.025656,2336.8696,38.9387,1.854,1.76,82.05,0.05,0,4.354
105,2.050958,-0.7799,6.38,3.5,0.00492194,0.025656,4033.2261,22.6874,1.872,0.938,-46.07,0.499,0,2.855
106,1.218439,-0.2145,3.5,6.6,0.00448131,0.025656,2578.6406,17.2097,1.03,0.924,56.84,0.103,0.009,1.867
107,0.7369506,0.3314,3.54,3.96,0.00416664,0.025656,446.7424,29.5979,0.979,0.627,16.59,0.359,0.009,1.474
108,35.17257,-3.8655,3.89,6.6,0.004592182,0.025656,3000.2427,65.4788,4.39,3.778,6.37,0.139,0.001,5.028
109,2.301888,-0.9052,3.63,6.6,0.004522314,0.025656,1646.2521,79.4604,1.779,1.616,6.25,0.092,0,2.452
110,7.704337,-2.2168,6.17,6.6,0.004443346,0.025656,1726.1511,40.4267,2.351,2.249,50.37,0.043,0,4.987
111,0.5356747,0.6777,8.09,4.62,0.004782096,0.025656,718.6009,16.2109,0.764,0.447,-71.08,0.416,0.011,1.253
112,2.533761,-1.0094,5.43,3.96,0.004182141,0.025656,457.5612,22.1259,1.968,1.262,13.03,0.359,0.001,3.28
113,32.37466,-3.7755,3.5,5.28,0.004381686,0.025656,1907.0767,68.2203,3.368,3.181,-49.1,0.055,0.027,3.638
114,2.791146,-1.1145,6.35,3.96,0.00327693,0.025656,53.0345,34.3551,2.473,1.045,-40.1,0.578,0,4.078
115,17.34948,-3.0982,4.59,5.28,0.004381686,0.025656,1854.2294,76.0966,3.915,3.009,-86.14,0.232,0,4.935
116,5.408907,-1.8328,3.5,5.94,0.004566596,0.025656,2896.6953,37.0235,2.443,2.147,25.83,0.121,0,3.073
117,4.083721,-1.5276,4.71,5.28,0.004565372,0.025656,1593.1331,38.2519,2.354,1.962,51.45,0.167,0,2.805
118,19.24072,-3.2106,3.72,5.94,0.004406047,0.025656,2371.5156,66.7275,3.328,3.038,-53.86,0.087,0.001,3.669
119,10.22775,-2.5245,3.92,5.94,0.004381686,0.025656,2176.6079,46.7039,2.679,2.332,-64.11,0.129,0.001,3.278
120,3.496303,-1.359,3.53,5.28,0.004381686,0.025656,1858.7119,41.2975,2.68,1.907,-89.02,0.288,0,3.051
121,4.008962,-1.5076,7.65,3.5,0.005078631,0.025656,3775.5032,27.5054,1.408,1.154,28.42,0.18,0,6.184
122,3.284029,-1.291,7,6.6,0.004388958,0.025656,2325.4009,31.4219,1.77,1.474,16.39,0.167,0,4.214
123,2.995042,-1.191,4.81,3.5,0.004844897,0.025656,1284.3306,29.4463,2.582,1.627,-2.26,0.37,0,3.325
124,0.9119102,0.1001,3.5,3.96,0.004686207,0.025656,1456.6134,24.5463,1.139,0.848,47.47,0.255,0.068,1.357
125,0.7365777,0.332,3.5,3.96,0.004450405,0.025656,2493.9907,25.6882,1.19,0.43,56.16,0.638,0.008,1.635
126,2.869009,-1.1443,5.51,6.6,0.003618716,0.025656,200.3886,37.7918,2.101,1.45,-86.02,0.31,0,3.824
127,0.4582166,0.8473,3.5,5.94,0.004381686,0.025656,2099.0193,23.0065,0.637,0.596,-0.14,0.064,0.442,1.067
128,2.785977,-1.1124,3.5,5.28,0.003829848,0.025656,294.5976,35.9766,2.518,1.535,10.86,0.39,0,3.648
129,1.606671,-0.5148,3.5,6.6,0.00347457,0.025656,140.7165,32.7488,1.749,1.257,49.97,0.281,0,2.68
130,1.257252,-0.2486,5.02,3.5,0.004124254,0.025656,428.5013,28.7396,1.533,1.128,-9.34,0.264,0.009,2.321
131,0.5680377,0.6141,7.18,3.96,0.004423909,0.025656,561.8779,24.1221,0.854,0.679,46.8,0.205,0.576,1.604
132,3.455997,-1.3464,3.5,4.62,0.004628606,0.025656,647.7968,34.9784,2.308,1.571,15.19,0.319,0,2.903
133,3.858573,-1.4661,7.29,5.28,0.00338596,0.025656,99.6627,34.8146,1.912,1.234,-45.43,0.354,0,4.506
134,0.932717,0.0756,3.5,3.5,0.005011112,0.025656,3722.364,25.3078,1.195,0.717,-7.57,0.4,0.003,2.13
135,0.8584349,0.1657,3.5,8.58,0.003937508,0.025656,350.4925,24.5039,0.964,0.787,-15.28,0.184,0.011,1.112
136,0.9321548,0.0763,5.81,6.6,0.004437455,0.025656,566.1884,28.9751,1.022,0.662,-59.35,0.352,0.046,1.658
137,1.299551,-0.2845,3.5,3.5,0.004419136,0.025656,2408.2266,38.3837,2.093,0.7,-71.7,0.666,0.001,2.525
138,5.823754,-1.913,3.59,5.94,0.004448951,0.025656,2490.0786,50.3923,2.513,2.182,61.26,0.132,0,2.891
139,2.589728,-1.0331,5.67,5.94,0.005089293,0.025656,3783.1616,34.9466,1.891,1.426,-2.89,0.246,0.001,3.81
140,0.8883658,0.1285,7.55,9.24,0.004892599,0.025656,3621.3271,30.4747,0.941,0.469,89.54,0.502,0.582,2.185
141,23.50602,-3.4279,3.5,5.94,0.00448531,0.025656,2589.9009,67.4857,5.091,3.286,6.51,0.355,0,5.046
142,8.746209,-2.3545,8.1,6.6,0.00453294,0.025656,2721.2778,36.0805,2.009,1.291,16.43,0.358,0,8.821
143,0.717746,0.3601,3.5,3.5,0.004733128,0.025656,1407.6498,31.9752,1.105,0.677,-54.92,0.388,0.008,1.737
144,6.418904,-2.0187,6.74,6.6,0.004443783,0.025656,1726.4419,47.3793,3.097,1.692,-50.08,0.454,0,5.637
145,2.780826,-1.1104,5.9,5.28,0.005083922,0.025656,3777.2532,39.9631,2.1,1.299,-0.62,0.381,0,4.995
146,10.20102,-2.5216,3.5,5.28,0.004901541,0.025656,842.3871,56.7749,2.711,2.652,23.99,0.022,0,3.362
147,24.03475,-3.4521,3.78,5.28,0.005039175,0.025656,3685.6682,113.3886,3.664,2.826,5.01,0.229,0.004,4.01
148,4.974896,-1.742,3.5,5.94,0.004893435,0.025656,922.5285,55.3618,2.558,1.88,-70.43,0.265,0,3.264
149,5.289497,-1.8085,3.9,4.62,0.004594087,0.025656,3226.8982,51.9755,2.709,1.858,30.29,0.314,0.001,3.078
150,5.919544,-1.9307,4.75,7.26,0.005045023,0.025656,3737.9231,50.5209,2.163,2.028,84.08,0.062,0,3.358
151,2.752244,-1.0992,3.7,9.24,0.004685185,0.025656,3425.0061,43.201,1.568,1.178,88.59,0.249,0.014,1.998
152,1.577517,-0.4949,3.5,3.96,0.004574537,0.025656,3229.1875,42.5743,1.605,1.223,46.4,0.238,0.001,3.033
153,2.294924,-0.9019,3.5,4.62,0.004573887,0.025656,3188.8354,43.4885,2.052,1.132,-39.58,0.449,0,2.496
154,3.010173,-1.1965,7.55,4.62,0.00488307,0.025656,990.1573,42.7832,1.711,1.147,84.68,0.329,0,3.938
155,0.6618424,0.4481,3.5,6.6,0.004557091,0.025656,3109.4954,32.9981,0.798,0.499,-87.77,0.374,0.001,1.291
156,0.6274247,0.5061,4.84,7.26,0.004909464,0.025656,3634.9338,30.4921,0.801,0.499,-2.36,0.377,0.582,1.204
157,14.96901,-2.938,5.39,7.92,0.005101753,0.025656,3785.1116,69.2565,3.902,2.805,-40.12,0.281,0,5.943
158,4.812263,-1.7059,5.77,3.5,0.003250746,0.025656,5.563,65.2328,2.608,1.874,77.58,0.282,0,4.531
159,3.698579,-1.4201,5.95,3.96,0.004427862,0.025656,2432.0603,45.5642,2.199,1.219,-41.85,0.446,0,4.408
160,0.786837,0.2603,3.5,4.62,0.004771045,0.025656,710.9485,34.0176,0.802,0.787,-57.11,0.019,0.007,1.451
161,0.8475642,0.1796,3.5,6.6,0.00474318,0.025656,1398.9948,37.4974,0.797,0.715,86.79,0.102,0.116,1.437
162,1.265804,-0.2559,6.01,3.5,0.004416227,0.025656,2399.9004,34.7322,1.295,0.7,-5.13,0.46,0.011,2.4
163,5.11244,-1.7716,5.46,4.62,0.004403865,0.025656,2365.9724,58.7602,2.595,1.745,-71.19,0.327,0,4.616
164,3.708731,-1.4231,3.5,3.5,0.004381686,0.025656,1828.6852,59.4638,2.552,1.95,-13.88,0.236,0,3.746
165,2.777276,-1.109,4.39,6.6,0.004861266,0.025656,1247.7076,50.9265,2.35,1.713,-60.49,0.271,0,3.379
166,0.7447864,0.3199,6.6,4.62,0.004562994,0.025656,3048.5947,35.8094,0.757,0.445,70.26,0.411,0.649,1.789
167,8.112214,-2.2728,4.98,5.94,0.004598595,0.025656,3121.0999,58.8197,2.782,2.479,32.1,0.109,0,4.391
168,1.730292,-0.5953,4.31,5.94,0.004468584,0.025656,2544.1165,47.1958,1.99,0.88,56.23,0.558,0,2.262
169,2.469275,-0.9814,5.85,3.5,0.004572258,0.025656,1588.033,50.0433,1.865,1.657,-83.08,0.111,0,3.051
170,2.460344,-0.9775,3.5,5.94,0.004863586,0.025656,1196.4768,45.3471,2.546,1.22,21.81,0.521,0,2.827
171,1.32681,-0.307,4.1,4.62,0.004740833,0.025656,3474.3726,43.444,1.397,1.067,-41.04,0.236,0.013,2.037
172,0.9967377,0.0035,3.5,3.96,0.004088501,0.025656,404.7733,43.279,1.172,0.867,-54.34,0.26,0.015,1.55
173,47.32835,-4.1878,3.91,5.94,0.004469649,0.025656,1703.7134,113.114,4.866,3.923,78.02,0.194,0.003,4.795
174,11.32014,-2.6346,5.87,5.94,0.004470766,0.025656,2550.0566,66.119,3.106,2.581,43.13,0.169,0,5.598
175,0.7956764,0.2482,5.48,5.28,0.004913487,0.025656,3623.8992,44.8331,1.16,0.725,79.06,0.375,0.002,1.442
176,1.038824,-0.0414,6.53,4.62,0.004572896,0.025656,3127.6118,42.5633,0.971,0.831,-71.36,0.144,0.003,1.903
177,1.307195,-0.2909,5.45,4.62,0.004381686,0.025656,1889.0754,43.4697,1.355,0.881,26.57,0.35,0.006,1.996
178,0.7095377,0.3726,3.93,3.5,0.004571282,0.025656,2944.9036,44.6494,0.93,0.693,-69.89,0.255,0,1.542
179,13.38247,-2.8163,3.5,7.26,0.004682636,0.025656,662.1586,73.7435,3.103,2.934,44.96,0.054,0,3.955
180,8.356769,-2.3051,4.3,5.28,0.005088883,0.025656,3897.1765,71.5423,2.868,2.253,-84.84,0.214,0,3.942
181,3.731992,-1.4299,3.5,5.28,0.004908334,0.025656,793.1932,66.2509,3.107,1.7,63.77,0.453,0,3.27
182,1.34738,-0.3237,5.2,6.6,0.004623773,0.025656,3274.4814,63.1478,2.103,1.112,-52.43,0.471,0.011,1.995
183,6.492221,-2.031,3.93,7.92,0.004883551,0.025656,1057.426,61.7179,2.338,1.015,85.24,0.566,0.024,2.273
184,118.5236,-5.1845,3.75,5.28,0.004440224,0.025656,2466.3955,151.2153,5.485,5.233,13.54,0.046,0.028,5.815
185,0.8296714,0.2027,3.5,3.5,0.004434044,0.025656,2448.8708,51.9726,1.439,0.777,-49.97,0.46,0.002,1.705
186,0.7729064,0.2797,4.38,7.92,0.004381686,0.025656,2110.2495,47.4481,1.243,0.448,-11.49,0.64,0.058,1.676
187,4.720446,-1.685,3.5,5.94,0.00490888,0.025656,3592.7087,68.2106,2.647,1.894,-85.17,0.284,0,3.104
188,911.2295,-7.3991,3.5,3.96,0.005022266,0.025656,1101.155,423.6849,11.234,8.205,86.59,0.27,0.029,8.033
189,17.17219,-3.0871,3.54,5.28,0.004659937,0.025656,3138.1213,93.8056,3.191,2.924,12.62,0.084,0.001,3.923
190,0.5341794,0.6808,6.49,8.58,0.004307025,0.025656,501.1953,45.5958,0.774,0.444,-19.31,0.427,0.479,1.519
191,26.2259,-3.5468,4.35,5.94,0.004462403,0.025656,2527.3833,91.216,3.786,3.659,-35.53,0.034,0,5.37
192,6.796103,-2.0806,4.64,5.94,0.004387653,0.025656,526.0184,71.2125,2.533,2.313,-33.87,0.087,0,4.22
193,0.8746331,0.1454,6.47,6.6,0.004571351,0.025656,2864.3755,53.9748,1.369,0.801,-51.47,0.415,0,1.626
194,9.698923,-2.4668,4.51,9.24,0.004537664,0.025656,587.1893,93.6576,3.315,2.402,-86.5,0.275,0,4.951
195,5.136134,-1.7766,7.92,5.94,0.004724812,0.025656,3413.7671,66.1267,2.515,1.613,23.08,0.359,0,6.518
196,178.9555,-5.6319,3.93,5.94,0.004940871,0.025656,829.3239,198.6222,7.351,6.39,-65.59,0.131,0.028,7.351
197,45.51221,-4.1453,3.75,6.6,0.004381686,0.025656,2262.7617,102.3182,3.945,3.83,38.29,0.029,0.027,4.36
198,4.058602,-1.5209,6.26,5.94,0.004464559,0.025656,1704.8354,63.366,2.183,1.658,-34.07,0.24,0,3.547
199,3.683742,-1.4157,5.39,4.62,0.003933127,0.025656,319.0734,65.5206,2.252,1.759,-51.9,0.219,0,3.015
200,8.060439,-2.2659,6.03,5.28,0.004381686,0.025656,1899.4545,78.7882,3.142,1.977,48.1,0.371,0,4.988
201,7.187466,-2.1414,3.5,5.94,0.003379948,0.025656,52.778,75.8766,2.655,2.391,-11.9,0.1,0,3.232
202,1.026359,-0.0282,4.22,4.62,0.004425904,0.025656,1745.5961,61.8904,1.752,1.072,-70.91,0.388,0,1.627
203,3.754006,-1.4362,3.5,5.28,0.003395866,0.025656,31.3292,100.6547,2.497,1.743,-39.37,0.302,0,3.043
204,12.35056,-2.7292,3.59,5.94,0.004381686,0.025656,1805.017,86.169,3.051,2.867,-56.75,0.06,0,3.762
205,7.885031,-2.242,3.5,6.6,0.004894233,0.025656,3559.0354,81.3634,2.64,2.338,51.88,0.114,0,3.228
206,3.725561,-1.428,5.56,3.5,0.004904332,0.025656,850.7255,70.212,2.257,1.41,62.89,0.375,0,3.903
207,1.360541,-0.3343,7.9,4.62,0.004580473,0.025656,2974.8904,55.3012,0.937,0.689,66.66,0.264,0.235,2.646
208,0.7188959,0.3583,5.27,3.96,0.004890511,0.025656,965.0245,58.023,1.393,0.575,68.83,0.587,0.009,1.541
