id,x,y,luminosity_counts,xx,yy,xy,area_pixel
1,178.990486303316,9.88756350413512,49.6150576843837,10.832222380751,12.39461861613,0.307449471064681,535
2,350.088106984834,9.24538591962225,143.422908682009,22.6088359268794,25.4057345818177,-4.92404696138058,909
3,1699.197271555,4.2826270575123,80.4984789998689,21.6617329949879,14.9870531685808,-0.514624128328559,585
4,3750.0517214959,6.97014859482904,102.910291158267,26.4897581925815,18.1685260294582,-0.401345119887838,784
5,3408.14262831176,33.4431666703135,446.400567557485,42.5611308345749,29.3697153512442,-6.96497393575197,2096
6,829.368842303144,28.5572451174827,53.8547580693015,8.28344000861697,8.15945008829951,0.265599959634802,630
7,1790.49666933816,49.3378993878594,134.812053991239,34.7515853600502,32.8670704368716,10.4746323684621,1241
8,2752.79847655666,64.1912211011615,1403.43527772095,32.4487094682274,46.610416521834,9.05487147132636,2944
9,3847.14916171466,53.5563143546292,215.538154294391,47.8269085325938,26.916018252261,-2.65462582210876,1743
10,2280.69218915538,63.3151878860681,290.478606924872,44.3457909834409,48.4520527250534,-6.24917695879394,1994
11,1054.51182571001,71.8723865247641,106.71637182126,18.2492873310802,27.4132995147877,-1.14216822448124,1004
12,2420.0676314744,63.7720261444327,38.4001957165673,8.72955898612153,9.25537567692243,0.556588680452179,538
13,709.725280298179,71.7904416976267,98.9067917529041,18.9048375180238,23.2152907404401,1.32751558201912,907
14,1906.09668932208,67.01198135823,35.224170214045,8.44811817263538,8.2387033240388,-0.0731675052650881,612
15,183.940895495258,86.7531758814888,167.617416044707,55.3925325276592,36.7793202739758,17.6488164651591,1462
16,2261.70382724026,101.432358188816,38.9465228934167,7.91580057414327,7.92380735964224,0.157363261233179,699
17,1702.8379845186,112.006265293441,46.2482129488482,11.4924267513248,14.2700986660633,0.792724123652637,769
18,2527.08913287144,109.292435010032,230.798981084134,26.706985865965,43.0195624840189,-0.0617987720118367,1918
19,3785.45286747211,149.488909311686,81.2052700067387,22.563645321853,20.960892352087,0.834228313159367,1132
20,2465.26659418059,150.337283359508,133.350809351774,29.9447748824943,29.0935549505417,0.402651708285364,1192
21,2693.42888787955,161.768780498393,106.724752089095,28.7228382924384,24.734640590474,-0.39492845886665,1135
22,1492.14778190776,182.891686820096,124.855298816717,29.1140860340575,28.91768452574,-0.240018274920739,1163
23,828.238629108206,197.534207236641,191.043316443341,45.1817326478564,46.9555421618924,-4.66750314042299,1804
24,3346.15517226266,203.179683199571,625.188519140349,32.4133811462023,73.6472465110359,1.6874445347438,2957
25,1209.77953103189,192.740316032894,56.6196677001316,12.1211323851885,14.9689479140072,-0.537590917451077,639
26,1631.22096872392,204.051957180888,831.448812903116,49.9920890486861,42.8369409250197,-3.88886235081192,2910
27,2608.69130589249,216.097792144455,215.825310052845,26.5896361245272,35.4129460060351,-8.93217824565041,1655
28,761.446066039111,233.760888139645,796.17895587805,46.318406008818,40.7711799950095,8.85433908245471,2637
29,1191.79301388244,235.027473543794,91.4650563677054,18.6628240675884,36.8803524017254,7.24828947126056,847
30,1590.23871249628,260.714690278575,45.0165806332839,8.44136163353847,8.28899832495038,0.0651559825415935,523
