#    object_id         halo_id            flux            radius          h_over_r     inclination.rad     theta.rad            mu            redshift         shear.g1         shear.g2          pos.x            pos.y         image_pos.x      image_pos.y       halo_mass        halo_conc      halo_redshift   
             150                7   3.77359353e+05   1.43327570e-01   1.01662243e-01   1.19085635e+00   2.98405089e-01   2.16242319e+00   6.00000000e-01  -1.00488426e-01   3.03038757e-02  -1.30642798e+01   1.01756284e+00   2.13707348e+01   2.74813968e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             151                7   1.40738507e+04   9.25336220e-02   1.08641787e-01   1.81832120e+00   5.52782348e+00   2.07962480e+00   6.00000000e-01   9.66584360e-02  -9.96423143e-02  -6.90762648e+00  -1.23469779e+01   1.33833353e+02   3.72405496e+01   4.00000000e+14   4.00000000e+00   3.00000000e-01
             152                7   2.01937434e+05   6.43438920e-02   1.75715295e-01   4.79405319e-01   5.84177844e+00   1.96979521e+00   6.00000000e-01   7.34146006e-02  -1.05873544e-01  -8.97715771e+00  -1.30053657e+01   1.00489935e+02   3.04854851e+01   4.00000000e+14   4.00000000e+00   3.00000000e-01
             153                7   1.95411030e+04   1.73972772e-01   1.36616497e-01   1.36624726e+00   4.59156600e+00   1.91632996e+00   6.00000000e-01   1.23933385e-01   8.57980670e-02   5.56128052e+00  -1.57975088e+01   3.51951505e+02  -1.46418661e+01   4.00000000e+14   4.00000000e+00   3.00000000e-01
             154                7   3.90371545e+04   8.73454971e-02   1.44257967e-01   2.18085796e+00   4.83325502e+00   1.91106748e+00   6.00000000e-01   1.38396049e-01  -4.29804099e-02  -3.76644887e+00  -1.64201725e+01   1.91938461e+02  -2.49618334e+01   4.00000000e+14   4.00000000e+00   3.00000000e-01
             155                7   1.92714706e+04   1.52279506e-01   1.57484404e-01   2.63087939e+00   2.06165353e+00   2.12592342e+00   6.00000000e-01  -6.14734173e-02  -8.32166836e-02   1.24868665e+01   5.24929305e+00   4.79972404e+02   3.50444476e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             156                7   1.09227546e+05   8.98276428e-02   1.24639636e-01   1.28346696e+00   1.39118566e+00   3.17241813e+00   6.00000000e-01   1.42876651e-01   1.28174324e-01  -2.67648118e+00   6.28577019e+00   2.04773856e+02   3.77979896e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             157                7   1.62455106e+04   1.59449792e-01   1.13102975e-01   2.11334753e+00   4.63911623e+00   2.11547055e+00   6.00000000e-01   1.30324892e-01   9.13851216e-02  -4.55761374e+00   1.28953755e+01   1.75072097e+02   4.86893237e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             158                7   1.37817022e+04   1.04020360e-01   1.14586360e-01   1.90675319e+00   2.25795261e-01   2.13303400e+00   6.00000000e-01   1.59046784e-01  -4.97647704e-03   7.60203608e-01   1.34356505e+01   2.70120454e+02   4.97224537e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             159                7   1.82489194e+05   9.93723894e-02   1.58124981e-01   1.93349777e+00   3.78464744e+00   2.02519035e+00   6.00000000e-01  -1.32360440e-02  -1.08755507e-01   1.22168050e+01   8.57314521e+00   4.71267226e+02   4.07212942e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             160                7   5.12546421e+04   6.35804507e-02   1.73396084e-01   8.46709275e-01   3.68960578e+00   1.92798117e+00   6.00000000e-01   9.12079553e-02  -9.52729281e-02   8.21473332e+00   1.43476589e+01   3.97894477e+02   5.03456249e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             161                7   1.18017843e+05   1.99290480e-01   1.94927084e-01   1.28416594e+00   2.66801842e+00   2.66591359e+00   6.00000000e-01  -6.75779095e-02   1.23497977e-01  -8.17097106e+00   3.76899993e+00   1.02022015e+02   3.27755609e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             162                7   1.26717785e+05   8.63575986e-02   1.32989228e-01   3.25569312e-01   5.29177666e+00   2.04679894e+00   6.00000000e-01  -9.17996578e-02  -2.71477749e-02   1.44472426e+01   2.15377095e+00   5.11532227e+02   2.94519781e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             163                7   1.05822991e+04   6.66124033e-02   1.50203066e-01   2.44512791e+00   1.88223942e+00   1.85069450e+00   6.00000000e-01   1.55163537e-02  -1.07504908e-01  -1.35161796e+01  -1.19839315e+01   2.85102332e+01   5.43560644e+01   4.00000000e+14   4.00000000e+00   3.00000000e-01
             164                7   1.03023608e+05   1.35456721e-01   1.98953348e-01   2.45684553e+00   3.12985072e+00   2.91535999e+00   6.00000000e-01  -1.07584591e-01  -6.67760919e-02   7.53006191e+00   1.96108766e+00   4.00697888e+02   2.94054100e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             165                7   2.34082522e+04   1.32827503e-01   1.43598654e-01   6.08029205e-01   5.91777868e+00   2.01749724e+00   6.00000000e-01  -5.50756904e-02   1.02939281e-01  -1.37569729e+01   6.08125903e+00   1.50245013e+01   3.63244054e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
