#    object_id         halo_id            flux            radius          h_over_r     inclination.rad     theta.rad            mu            redshift         shear.g1         shear.g2          pos.x            pos.y         image_pos.x      image_pos.y       halo_mass        halo_conc      halo_redshift   
             129                6   2.35841440e+04   1.72442569e-01   1.43703993e-01   2.70498842e+00   2.07846292e+00   2.52594538e+00   6.00000000e-01   1.64827960e-01  -4.11557449e-02   1.75986199e+00   9.70459034e+00   2.89450017e+02   4.38199709e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             130                6   9.96247394e+04   1.85121008e-01   1.83820162e-01   3.03162715e+00   3.56450403e+00   1.77384839e+00   6.00000000e-01  -8.37029201e-02   2.41605028e-02  -1.98350679e+01   1.23819776e+00  -7.01941113e+01   2.76893775e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             131                6   2.66833734e+04   1.88549319e-01   1.70539530e-01   2.15202788e+00   1.05872884e+00   3.93085112e+00   6.00000000e-01   1.05459382e-01  -1.57496001e-01  -2.72762349e+00  -4.24830906e+00   2.02996914e+02   1.73168248e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             132                6   2.19463051e+04   1.78854556e-01   1.00251029e-01   1.21369434e+00   3.97695831e+00   6.04569678e+00   6.00000000e-01   2.53902133e-01   3.64044426e-02  -1.80940448e-01   3.03190475e+00   2.52907324e+02   3.16700202e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             133                6   4.18244460e+04   7.01035314e-02   1.78738452e-01   2.11532745e+00   1.53637579e+00   1.87505802e+00   6.00000000e-01   9.49969077e-05  -1.05792973e-01   1.38651945e+01   1.07644479e+01   4.91959181e+02   4.39302202e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             134                6   2.78704071e+04   9.72418406e-02   1.16289715e-01   2.41274487e+00   3.52474241e+00   1.76560796e+00   6.00000000e-01  -8.40378614e-02   1.50407787e-02   2.00830460e+01  -4.49924627e-01   5.86349311e+02   2.49110318e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             135                6   5.53415256e+04   7.61335273e-02   1.84703314e-01   1.80854188e+00   1.09989871e+00   2.47596247e+00   6.00000000e-01   1.24978786e-01  -9.67749985e-02  -4.15926481e+00  -9.32717715e+00   1.78940333e+02   8.25719661e+01   4.00000000e+14   4.00000000e+00   3.00000000e-01
             136                6   1.81509847e+05   1.69952166e-01   1.70740716e-01   2.32430906e+00   8.52019514e-01   1.73690370e+00   6.00000000e-01   1.03026276e-01   9.48280255e-02  -8.67483914e+00   1.89816978e+01   1.15472126e+02   5.65087680e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             137                6   1.03148282e+04   1.99605158e-01   1.10435330e-01   1.15791412e+00   5.10084301e+00   2.03450873e+00   6.00000000e-01   1.07281110e-01  -8.99781660e-02   6.48702188e+00   1.32871172e+01   3.70746149e+02   4.90505990e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             138                6   2.36130717e+04   6.06909126e-02   1.53849360e-01   1.40068464e+00   6.27068217e+00   1.99960971e+00   6.00000000e-01   1.50045769e-01  -2.29413695e-02  -2.02158275e+00  -1.51844783e+01   2.21143791e+02  -9.06696478e+00   4.00000000e+14   4.00000000e+00   3.00000000e-01
