#    object_id         halo_id            flux            radius          h_over_r     inclination.rad     theta.rad            mu            redshift         shear.g1         shear.g2          pos.x            pos.y         image_pos.x      image_pos.y       halo_mass        halo_conc      halo_redshift   
             139                6   7.19394171e+04   8.73338609e-02   1.75040085e-01   2.99671030e+00   6.81106791e-01   1.78427885e+00   6.00000000e-01  -3.37869857e-02  -8.58318558e-02   1.72789415e+01   9.26965148e+00   5.42086831e+02   4.09709060e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             140                6   5.98866040e+04   1.64090145e-01   1.55321521e-01   2.34002465e+00   3.95443311e+00   2.42197712e+00   6.00000000e-01  -4.71209515e-02   1.28624851e-01  -9.32318911e+00   5.08229117e+00   8.34747527e+01   3.50820160e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             141                6   7.58089516e+04   1.96546007e-01   1.37215877e-01   3.87530448e-01   3.91022987e+00   1.98570267e+00   6.00000000e-01   4.81977063e-02   1.32845437e-01  -1.01266640e+01   1.17884852e+01   7.99066672e+01   4.62072921e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             142                6   1.59694163e+04   1.50515560e-01   1.64211040e-01   5.81226750e-01   6.70693005e-01   2.35520199e+00   6.00000000e-01   1.15315682e-01  -9.94301668e-02  -4.87615504e+00  -1.00451934e+01   1.66597607e+02   7.12952808e+01   4.00000000e+14   4.00000000e+00   3.00000000e-01
             143                6   2.53837254e+04   7.42837435e-02   1.35798197e-01   2.50683630e+00   1.68153936e+00   2.55799417e+00   6.00000000e-01  -1.05622307e-01   6.48729962e-02  -9.47114092e+00   1.85337227e+00   7.87410901e+01   2.91284979e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             144                6   1.27976483e+04   1.64784292e-01   1.97385223e-01   1.42239499e+00   4.00934543e+00   2.13378031e+00   6.00000000e-01   1.14638379e-01  -8.92007195e-02  -5.60563538e+00  -1.22239126e+01   1.56052838e+02   3.74601873e+01   4.00000000e+14   4.00000000e+00   3.00000000e-01
             145                6   2.88238681e+05   8.76863274e-02   1.18620800e-01   7.11148292e-01   5.70773485e+00   1.93174366e+00   6.00000000e-01  -6.41390656e-02  -6.80417236e-02  -1.54863472e+01  -5.59078219e+00  -1.02957945e+01   1.60183085e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             146                6   1.27287011e+04   1.92715220e-01   1.22473980e-01   1.13509471e+00   1.51755037e+00   2.31354923e+00   6.00000000e-01  -1.06811708e-01  -6.60449851e-03   1.15155244e+01   6.93474781e-01   4.67858275e+02   2.69228177e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             147                6   1.62089844e+04   9.72432582e-02   1.71612679e-01   3.46409337e-01   2.60574544e+00   1.74898492e+00   6.00000000e-01  -1.74820856e-02   1.12679674e-01  -1.72821485e+01   1.10894267e+01  -2.56937057e+01   4.37575080e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             148                6   8.97525584e+05   1.17477129e-01   1.89184065e-01   1.34544266e-01   3.47824950e+00   3.56222747e+00   6.00000000e-01  -3.12670062e-02   1.73698278e-01   4.73605350e+00  -3.30351280e+00   3.48877363e+02   1.92064537e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
             149                6   9.36597407e+05   1.60194346e-01   1.55149286e-01   1.03033071e+00   4.82902325e+00   1.84334117e+00   6.00000000e-01  -3.43640088e-02  -8.90086191e-02  -1.60112526e+01  -8.70251815e+00  -1.30078928e+01   1.10015687e+02   4.00000000e+14   4.00000000e+00   3.00000000e-01
