OBJ_ID,X,Y,BRIGHTNESS,MAGNITUDE,SEMI_MAJOR,SEMI_MINOR,GEO_SEMI_MAJOR,GEO_SEMI_MINOR,SN,ELLIPTICITY,POSITION_ANGLE,SKY,STD,AREA,UPPERLIMIT
1,122.441,29.891,89.035,22.126,12.234,8.085,15.993,10.407,25.164,0.339,77.087,-7.542e-05,0.0543,1963,2.713
2,276.249,11.575,94.515,22.061,8.991,6.97,13.163,8.625,29.693,0.225,-26.737,-5.832e-05,0.05428,1339,2.6078
3,643.368,16.917,15.763,24.006,11.461,7.738,12.332,7.869,7.617,0.325,-50.747,-5.208e-05,0.05414,797,1.5794
4,738.033,17.453,7.67,24.788,8.264,3.49,8.784,3.743,5.685,0.578,73.688,-3.91e-05,0.05412,351,1.0952
5,995.262,15.037,319.62,20.738,14.34,9.822,24.368,12.98,58.503,0.315,22.272,-0.0001919,0.054,3377,3.7471
6,1129.557,22.186,13.804,24.15,10.661,7.56,11.049,7.786,6.68,0.291,-25.837,-0.0003181,0.05397,815,1.6089
7,1385.362,9.51,11.752,24.325,9.837,6.37,10.814,6.114,7.16,0.352,25.366,-0.0006835,0.05405,494,1.1113
8,1408.566,15.816,12.905,24.223,9.338,5.506,9.589,6.011,6.864,0.41,80.191,-0.0007309,0.0541,646,1.3463
9,1649.7,18.194,11.156,24.381,11.204,5.26,10.719,5.239,6.143,0.531,-70.127,-2.959e-05,0.05433,625,1.4477
10,1797.712,22.638,27.721,23.393,12.148,10.082,13.161,10.582,10.795,0.17,-6.418,0.0004975,0.05435,1214,2.1113
11,1987.771,16.411,25.706,23.475,11.535,6.319,12.114,7.185,11.002,0.452,-47.91,0.0001822,0.05418,997,1.8518
12,2208.229,21.033,1557.2,19.019,26.581,16.743,37.809,23.715,143.395,0.37,-21.272,-0.0002465,0.05426,9831,7.3401
13,2396.195,11.013,6.7563,24.926,6.538,3.968,6.995,4.351,5.188,0.393,-0.832,-0.0002065,0.05426,308,0.89872
14,2729.098,13.867,28.25,23.372,9.758,7.403,11.988,8.22,12.904,0.241,-37.383,-0.0002301,0.05443,816,1.5398
15,2911.717,12.835,8.4628,24.681,6.691,4.71,6.833,5.099,5.831,0.296,75.08,-0.0001843,0.05448,400,1.1503
16,2942.271,18.343,11.119,24.385,10.331,5.414,10.566,5.643,5.966,0.476,86.21,-0.0001518,0.05448,647,1.5803
