OBJ_ID,X,Y,BRIGHTNESS,MAGNITUDE,SEMI_MAJOR,SEMI_MINOR,GEO_SEMI_MAJOR,GEO_SEMI_MINOR,SN,ELLIPTICITY,POSITION_ANGLE,SKY,STD,AREA,UPPERLIMIT
1,181.929,16.983,64.503,22.476,12.778,6.769,15.149,8.631,23.106,0.47,53.871,0.006907,0.05019,1362,2.8607
2,351.445,12.179,140.88,21.628,7.302,6.668,12.459,9.793,42.527,0.087,7.966,0.006854,0.05024,1325,2.8859
3,442.652,27.114,53.407,22.681,25.815,12.803,25.723,13.079,15.042,0.504,12.647,0.006837,0.05026,2769,NA
4,517.532,10.257,5.4011,25.169,5.83,4.024,6.513,4.223,4.905,0.31,-8.148,0.006823,0.05026,263,1.0157
5,613.782,14.595,42.446,22.93,14.499,6.823,16.8,7.899,15.9,0.529,6.315,0.006749,0.05026,1410,3.1197
6,651.892,7.341,4.9168,25.271,6.478,3.763,6.371,4.004,4.661,0.419,-36.944,0.006654,0.05026,251,1.122
7,869.599,7.257,2.5624,25.978,4.692,3.659,4.927,3.701,3.133,0.22,23.196,0.006246,0.05025,153,0.87089
8,891.448,18.002,42.135,22.938,10.886,7.184,12.756,7.848,17.452,0.34,-38.202,0.006156,0.05025,1108,2.7244
9,936.494,8.054,18.413,23.837,6.859,4.389,8.898,5.147,11.898,0.36,-20.971,0.006119,0.05025,446,1.4205
10,1053.777,19.456,10.269,24.471,10.856,4.283,11.674,4.516,7.046,0.605,27.025,0.005992,0.05025,457,1.424
11,1207.509,29.888,50.528,22.741,11.874,8.533,14.761,9.407,18.245,0.281,-73.412,0.005953,0.05025,1476,3.2292
12,1254.082,7.765,3.9065,25.521,4.249,3.475,4.454,3.811,4.09,0.182,-19.256,0.005989,0.05025,200,0.9708
13,1278.014,8.212,23.181,23.587,6.55,5.909,7.426,6.041,13.611,0.098,-12.77,0.006076,0.05026,526,1.8237
14,1300.781,7.889,62.176,22.516,5.897,5.584,8.128,6.935,27.43,0.053,6.66,0.006092,0.05026,670,1.8549
15,1328.802,7.281,5.2504,25.2,6.677,3.75,6.605,4.104,4.472,0.438,24.993,0.006131,0.05026,288,1.1297
16,1699.311,8.768,86.023,22.163,10.649,6.636,15.77,7.798,29.705,0.377,-30.146,0.006397,0.05031,1262,2.6969
17,1793.786,45.586,147.2,21.58,16.135,8.609,21.938,11.934,38.526,0.466,-69.16,0.006385,0.05028,2271,4.49
18,1871.182,13.807,23.316,23.581,7.5,5.952,8.614,7.128,12.546,0.206,8.825,0.006381,0.05027,682,1.7562
19,2285.91,60.779,345.53,20.654,17.399,14.194,23.296,21.118,58.174,0.184,-36.206,0.006384,0.05025,5416,NA
20,2384.298,20.066,32.946,23.206,15.682,6.645,17.977,7.334,13.123,0.576,-30.179,0.006384,0.05025,1323,2.6422
21,2754.012,65.159,1519.3,19.046,15.553,10.503,33.636,22.028,153.657,0.325,62.338,0.006782,0.05021,7572,NA
22,3038.792,18.57,19.307,23.786,20.273,5.119,21.323,5.455,8.842,0.747,22.372,0.007553,0.05021,1054,2.6153
23,3265.426,23.41,79.781,22.245,20.564,8.869,23.481,10.868,23.025,0.569,-16.86,0.007408,0.05011,2296,3.8426
24,3375.545,22.236,51.394,22.723,10.899,8.248,13.141,9.035,19.445,0.243,-58.445,0.00709,0.05011,1347,2.9782
25,3410.897,34.97,476.6,20.305,13.565,9.629,23.635,15.69,78.733,0.29,-31.199,0.006983,0.05014,4195,NA
26,3542.303,7.451,18.844,23.812,4.868,4.656,6.392,5.43,12.603,0.043,-37.181,0.006948,0.05024,393,1.4579
27,3603.901,14.254,8.6117,24.662,9.525,6.266,9.6,6.39,5.519,0.342,29.859,0.006933,0.05026,539,1.6767
28,3752.581,10.95,107.83,21.918,10.878,6.477,16.194,8.037,33.351,0.405,10.643,0.006909,0.05029,1560,3.0117
