OBJ_ID,X,Y,BRIGHTNESS,MAGNITUDE,SEMI_MAJOR,SEMI_MINOR,GEO_SEMI_MAJOR,GEO_SEMI_MINOR,SN,ELLIPTICITY,POSITION_ANGLE,SKY,STD,AREA,UPPERLIMIT
1,182.364,12.574,60.51,22.545,9.208,5.258,12.872,7.128,24.357,0.429,16.923,-9.456e-05,0.04956,959,1.7892
2,350.468,12.304,163.31,21.467,8.103,7.032,13.716,10.822,45.899,0.132,-22.841,-9.456e-05,0.04956,1510,2.1641
3,442.835,22.203,42.693,22.924,27.647,9.103,27.727,9.314,13.378,0.671,8.974,-7.88e-05,0.04956,2335,2.7597
4,521.758,13.777,6.9099,24.901,7.704,3.317,8.056,3.596,5.913,0.569,78.669,-2.568e-05,0.04956,296,0.72625
5,612.914,28.955,78.702,22.26,19.983,13.647,21.837,14.389,21.303,0.317,-31.971,1.003e-05,0.04957,2838,2.9702
6,896.561,5.546,6.7895,24.92,6.17,3.575,7.031,3.627,5.885,0.421,5.406,-0.0002112,0.04973,282,0.89299
7,933.776,9.686,21.561,23.666,9.847,6.652,11.739,7.654,11.488,0.324,-30.772,-0.0002128,0.04974,737,1.4748
8,1058.364,19.101,13.476,24.176,12.695,6.045,12.901,6.419,7.437,0.524,-20.443,-0.0001822,0.04978,743,1.5782
9,1297.136,7.98,98.76,22.014,13.33,5.58,18.05,6.655,32.344,0.581,0.902,-1.915e-05,0.05001,1396,2.0809
10,1445.718,25.491,24.869,23.511,14.274,8.626,15.019,9.278,10.401,0.396,-34.12,0.0001448,0.05007,1258,2.1896
11,1700.64,7.793,92.999,22.079,8.203,6.76,13.257,9.012,32.841,0.176,-7.238,0.0002435,0.05007,1115,2.1634
12,1814.527,12.213,8.4932,24.677,7.658,6.304,7.693,6.595,5.833,0.177,-25.276,0.0002451,0.05013,479,1.0814
13,1863.335,17.297,26.264,23.452,11.69,5.704,12.538,6.668,12.464,0.512,-50.326,0.0002474,0.05017,930,1.5523
14,2390.073,22.225,41.639,22.951,10.59,9.017,12.016,10.502,15.668,0.148,79.679,0.0002526,0.05022,1450,2.3145
15,2474.407,7.598,5.615,25.127,7.636,3.539,7.83,3.765,4.823,0.537,28.507,0.0002501,0.05021,300,0.91261
16,2753.772,65.175,1633.6,18.967,10.368,7.367,23.58,15.609,170.857,0.289,64.774,0.0002208,0.05018,4250,3.3065
