X_INPUT,Y_INPUT,MAG_INPUT,RAD_INPUT,ELLIP_INPUT,THETA_INPUT,A35_INPUT,B35_INPUT,AREA35_INPUT,X_OUTPUT,Y_OUTPUT,MAG_OUTPUT,XX_OUTPUT,YY_OUTPUT,XY_OUTPUT,AREA_OUTPUT,Separation
126.6,859.1,20.4228383873159,6.861,0.0600000000000001,-55.1,200.335666644094,188.315526645448,118520.718983156,124.295711152979,857.581594448837,20.5941029130181,1375.48266989248,314.248047142585,620.90016230756,-999,0.6495652426747874
2040.6,2568.6,21.4933590256555,4.591,0.0600000000000001,45.1,128.607464206861,120.89101635445,48843.8711255073,2039.56118647732,2567.80230612712,21.9505889027611,13.8092710227355,13.3865166304432,-0.747514728392294,-999,0.9512406675060517
1606.4,2102.0,21.7212126260515,5.009,0.01,-25.5,125.117115783683,123.865944625846,48687.6167159285,1605.49086790856,2101.05250793021,22.1661588451132,15.9826685211858,14.1568781552312,-0.0159652539028078,-999,0.9278366356108682
3260.2,117.3,21.7406581874751,5.974,0.29,-16.5,161.452151821139,114.631027793009,58142.7938809414,3259.4351710531,115.740777663202,22.0790230640935,18.0540112690454,14.9583310834986,-1.9624402061678,-999,0.7606615913871089
1675.5,1334.4,21.6894673370465,4.684,0.32,-6.6,146.637293446269,99.7133595434631,45935.4163930858,1674.64809822766,1333.50182682543,22.0997067143857,17.7009162466438,11.5792225066394,-0.661910565191133,-999,0.8570211248249707
2633.5,2238.6,21.559791757707,7.209,0.34,69.3,192.166506357841,126.829894196175,76568.3339641578,2632.23509065031,2237.84077462511,21.9965497290896,20.4095199148971,23.8866280663571,1.4238956570883,-999,0.9220047653928196
4031.0,3762.0,22.0259340202772,5.025,0.32,34.7,141.54632489839,96.2515009309052,42801.2035254762,4030.06938377139,3761.06802677798,22.474753290511,17.4489521151678,13.9027791361403,2.45518705295099,-999,0.9354890568004396
924.3,3330.8,22.2460365595608,5.751,0.34,-22.1,146.732744786431,96.8436115590445,44642.4366816074,923.547921842303,3329.67156887273,22.6961335379399,22.5841107573143,12.4541355626678,-2.90915679163614,-999,0.9401659257488291
2721.1,3884.8,21.8650479053984,6.728,0.12,16.3,150.014686900259,132.012924472228,62215.7161655174,2719.57792089316,3883.2867375983,22.1904531219051,29.7220416708387,24.347055000602,9.35103262323683,-999,0.7796406472056996
3328.3,2727.7,22.2394006896392,4.622,0.0,-73.7,106.612806959594,106.612806959594,35708.2550720426,3327.05901735151,2726.33917136749,22.5281264058637,16.3563013895026,15.7876112985289,0.613095800562273,-999,0.6849272873205036
952.3,875.6,22.1562011326326,5.787,0.09,-9.6,127.917870000375,116.405261700341,46779.298349993,953.266806728561,874.392914964498,22.1344147062351,35.6246787483602,15.8000421750355,-1.43475107769103,-999,0.31235870633405455
2866.6,1522.9,22.0956889382931,5.604,0.33,-55.2,148.626970479926,99.5800702215507,46496.4639793242,2865.76323803621,1522.07779336005,22.5598983659077,16.8241686505538,15.4723693013266,-2.27362178239109,-999,0.9576103006643778
3564.3,1551.5,21.9604539629097,4.372,0.0,55.2,109.976175232392,109.976175232392,37996.8063943898,3563.29534981082,1550.40109027037,22.4289641619508,12.2419659996297,12.8062644356496,0.255365080725492,-999,0.9832029977538089
2815.2,643.2,21.9847567172854,5.536,0.31,-14.7,149.156402568849,102.917917772506,48226.1690293843,2813.34212758669,643.057182281798,22.1626890540875,24.1224469383482,23.6022319038021,-8.49611955531949,-999,0.5152824665830481
3790.2,3566.5,22.1811406544743,4.338,0.17,-5.0,114.626606849691,95.1400836852435,34260.9056193067,3791.08711321822,3567.35648935662,21.9840257953811,31.6649726674207,28.8697526762166,15.0822641281316,-999,0.46501859240300136
1293.1,2717.3,22.24141479174,4.546,0.13,84.7,113.261373248833,98.5373947264845,35061.6839988436,1291.58537463739,2716.64704246478,22.3797782502788,14.7035343077863,13.9984883059942,-1.00498192461766,-999,0.4305753364879025
1650.0,3531.2,22.1913546024073,4.291,0.08,54.1,108.010267313589,99.3694459285016,33718.4639353096,1649.04723380738,3530.03343299618,22.6319521092917,11.5138545267155,13.0332393187562,-0.639416101342387,-999,0.9312603154714708
30.3,869.7,22.1573381105913,5.804,0.11,23.6,129.508973327963,115.262986261887,46896.4102637801,29.1454195617821,868.941756156053,22.6323381834704,17.5207485264248,15.6130115303686,1.35878883294054,-999,0.9893535948067524
308.0,1073.3,22.2129302240812,5.965,0.19,28.8,135.955768344976,110.12417235943,47035.9769405217,306.894646314663,1072.83926962332,22.6901419487874,17.9360140308096,17.3349767405312,0.26579237553359,-999,0.9840168141851069
434.3,433.1,21.8159921343895,6.252,0.19,-84.6,152.221819647179,123.299673914215,58964.2406340105,433.327368423414,432.213056607831,22.2381755496736,19.8888273132548,27.7549990804308,-1.49444013432557,-999,0.8844557978785133
3549.7,2625.2,22.039886145235,4.398,0.05,29.3,111.273434576751,105.709762847913,36953.5754022712,3548.61039762169,2624.28153202453,22.4908342428702,14.0554423267627,13.6739236799875,-1.03764335414399,-999,0.9458549433187188
2928.2,832.0,21.9814634143184,6.056,0.22,-2.8,147.071245712796,114.71557165598,53002.9469972512,2927.01929090386,831.439512126723,22.3944217906907,17.8440474222314,20.7382783898081,-3.0119390639255,-999,0.8662924999366911
3723.3,3495.8,22.1423998757452,4.554,0.15,-8.5,117.19732703219,99.6177279773616,36677.87885553,3722.39349631294,3494.94596413778,22.6212067974844,13.351300478817,13.3254640284885,0.162096754857964,-999,0.9894827932128465
2177.0,62.6,22.3355026469904,3.532,0.09,-89.0,94.9117508886882,86.3696933087063,25753.2020570518,2176.13417494125,61.6517555039903,22.6637319763235,11.9987864765002,13.514475033767,-0.0132622389143057,-999,0.7049047318952464
3153.4,41.6,23.2288942184501,3.377,0.26,66.7,84.5909403444498,62.5972958548928,16635.2486970125,3152.10419283321,40.2219105098316,23.495898142859,12.4510790163401,14.159191074512,3.14694357434122,-999,0.6544340803472362
