NUMBER,X_IMAGE,Y_IMAGE,FLUX_AUTO,MAG_AUTO,A_IMAGE,B_IMAGE,KRON_RADIUS,PETRO_RADIUS,FLUX_RADIUS,ELLIPTICITY,THETA_IMAGE,BACKGROUND,THRESHOLD,ISOAREA_IMAGE,CLASS_STAR
1,795.0773,112.2077,642.5709,19.9802,7.087,5.856,3.5,5.28,7.503,0.174,73.74,0.007335772,0.08236369,1040,0.003
2,1918.0555,52.8091,333.5112,20.6922,6.338,5.128,3.7,5.94,7.017,0.191,-61.88,0.007773116,0.08236369,700,0.001
3,2177.0173,62.0912,84.36551,22.1846,4.165,3.224,5.36,10.56,6.019,0.226,-77.99,0.009670321,0.08236369,216,0
4,3153.5852,41.5375,31.45765,23.2557,3.2,2.635,4.99,7.26,5.004,0.177,66.45,0.007101515,0.08236369,113,0
5,2199.5022,15.3737,1178.822,19.3214,9.818,7.556,3.51,5.28,10.186,0.23,-43.4,0.01241146,0.08236369,1705,0.001
6,123.3603,29.6481,91.18365,22.1002,4.894,3.679,5.22,7.92,7.168,0.248,64.98,0.005960303,0.08236369,277,0
7,2247.5483,11.8367,347.7777,20.6467,7.116,5.458,3.93,5.94,8.147,0.233,-57.35,0.009768615,0.08236369,750,0.001
8,1797.7703,28.618,17.64627,23.8834,2.444,2.048,5.73,9.24,4.68,0.162,1.96,0.004860901,0.08236369,56,0
9,995.3646,11.9674,333.4511,20.6924,6.755,6.111,3.92,5.94,8.293,0.095,26.31,0.007364153,0.08236369,774,0.001
10,277.044,8.7813,106.5174,21.9314,5.003,3.895,4.25,6.6,6.09,0.221,9.95,0.002293757,0.08236369,332,0
11,2725.9287,10.1911,25.18456,23.4972,2.796,2.472,4.5,6.6,4.262,0.116,-86.29,0.004913759,0.08236369,92,0
12,2394.4695,11.6422,7.361207,24.8326,1.538,1.015,7.69,10.56,3.846,0.34,72.82,0.006064756,0.08236369,14,0
13,1990.6033,9.0767,20.05818,23.7443,2.623,2.36,5.75,7.26,5.2,0.1,82.63,0.009079031,0.08236369,64,0
14,1405.8969,9.2677,11.07471,24.3892,2.229,1.595,5.87,10.56,4.173,0.284,-50.14,0.01078075,0.08236369,30,0
15,3324.1013,9.0621,8.03836,24.7371,2.091,1.061,6.94,7.92,4.119,0.493,-10.64,0.006923945,0.08236369,16,0
16,641.7774,9.3829,6.695204,24.9356,1.55,1.229,6.41,3.5,3.511,0.207,-29.74,0.00521711,0.08236369,13,0
17,211.3863,8.8658,4.635448,25.3348,1.086,0.8,8.47,3.5,3.306,0.263,-66.4,0.005895886,0.08236369,6,0
18,3993.2222,4.6063,31.45124,23.2559,3.758,2.208,4.36,6.6,4.36,0.412,8.14,0.007362005,0.08236369,120,0
19,3571.3313,6.4257,11.73966,24.3259,2.134,1.811,4.97,6.6,3.508,0.151,-23.2,0.007168406,0.08236369,46,0
