NUMBER,X_IMAGE,Y_IMAGE,FLUX_AUTO,MAG_AUTO,A_IMAGE,B_IMAGE,KRON_RADIUS,PETRO_RADIUS,FLUX_RADIUS,ELLIPTICITY,THETA_IMAGE,BACKGROUND,THRESHOLD,ISOAREA_IMAGE,CLASS_STAR
2378,3495.2034,3351.2058,3.187547,25.7414,1.002,0.348,8.44,10.56,2.871,0.653,-45.62,0.003816398,0.0815822,3,0.005
2379,4097.2764,3347.0684,134.6658,21.6769,5.352,3.581,5.16,9.9,7.063,0.331,68.11,0.004199101,0.0815822,334,0
2380,1674.9918,3336.7502,17.44911,23.8956,2.337,1.885,5.13,8.58,3.692,0.193,-62.16,0.002902617,0.0815822,59,0
2381,3700.5007,3143.5034,5.601792,25.1292,0.86,0.816,8.39,4.62,3.952,0.051,-77.35,0.002780465,0.0815822,7,0
2382,1784.0931,3261.8643,50.52705,22.7412,3.282,2.973,5.21,7.92,5.114,0.094,65.77,0.004119398,0.0815822,147,0
2383,2762.1702,3346.0942,32.99788,23.2038,2.746,2.547,4.73,7.92,4.27,0.072,-11.44,0.005014881,0.0815822,104,0
2384,2346.3291,3326.8052,7.270005,24.8462,1.556,1.437,6.96,3.5,3.759,0.076,72.54,0.001514649,0.0815822,17,0.001
2385,925.308,3330.5918,73.47481,22.3347,4.37,3.301,5.44,10.56,7.023,0.245,-16.7,0.001341248,0.0815822,204,0
2386,178.1803,3355.9199,19.31075,23.7855,2.29,1.761,6.81,7.92,4.995,0.231,-8.06,0.002801672,0.0815822,49,0
2387,3129.344,3306.5154,10.81053,24.4154,2.123,1.343,6.17,10.56,4.094,0.368,51.87,0.005384132,0.0815822,32,0
2388,2131.8008,3868.7634,16.2202,23.9749,2.338,1.666,6.25,8.58,4.481,0.288,-85.82,0.001929211,0.0815822,48,0
2389,859.4092,3366.1948,2.867315,25.8563,0.75,0.453,8.03,7.26,2.622,0.396,71.35,0.0007873189,0.0815822,3,0.001
2390,1203.6759,3331.28,21.79048,23.6543,2.294,2.179,6.46,10.56,5.343,0.05,49.68,0.001227071,0.0815822,54,0
2391,197.9162,3285.6809,10.63657,24.433,1.542,1.192,7.56,10.56,4.754,0.227,-23.21,0.001671078,0.0815822,16,0
2392,1295.5078,3309.8489,17.11992,23.9162,2.19,1.914,6.17,10.56,4.546,0.126,-56.24,0.002535956,0.0815822,47,0
2393,1711.8081,3252.4097,5.379237,25.1732,1.733,0.855,7.75,5.28,3.593,0.506,-62.77,0.002548317,0.0815822,7,0
2394,650.0069,3990.6775,60.27474,22.5497,3.822,2.856,5.7,6.6,5.991,0.253,58.49,0.001753186,0.0815822,165,0
2395,384.9496,3332.4661,9.093346,24.6032,1.63,1.143,7.16,10.56,4.139,0.299,-74.18,0.004179823,0.0815822,20,0
2396,3847.1511,3340.0623,15.79483,24.0037,2.121,1.744,5.84,10.56,3.805,0.177,32.28,0.002035011,0.0815822,53,0
2397,4165.6304,3225.1892,10.26372,24.4717,1.893,1.617,5.79,10.56,3.658,0.146,-18.17,0.00207644,0.0815822,31,0
2398,1846.8979,3317.7388,4.644929,25.3326,1.176,0.951,7.64,6.6,2.841,0.191,1.94,0.002163334,0.0815822,10,0
2399,2850.6772,3836.6833,5.796442,25.0921,1.599,0.859,7.56,8.58,3.544,0.462,89.54,0.005332194,0.0815822,11,0
2400,1060.7084,3373.6599,86.83526,22.1533,4.041,3.642,5.11,7.92,6.06,0.099,44.78,0.002216775,0.0815822,245,0
2401,398.7417,3285.5317,516.7808,20.2167,6.85,5.813,3.95,5.94,6.885,0.151,-86.77,0.005408098,0.0815822,1019,0.028
2402,3298.7637,3313.3464,18.71602,23.8195,2.257,2.007,5.28,8.58,3.874,0.111,-13.61,0.007704818,0.0815822,60,0
2403,190.2819,3291.2437,20.4012,23.7259,2.111,2.064,6.87,10.56,5.318,0.022,14.52,0.001961466,0.0815822,51,0
2404,3195.5498,3301.1104,582.3082,20.0871,8.284,5.642,4.04,5.94,7.729,0.319,27.35,0.006511858,0.0815822,1173,0.024
2405,1837.6155,3346.7913,1.813401,26.3538,0.755,0.45,6.7,8.58,1.814,0.405,72.18,0.001423676,0.0815822,3,0
2406,3780.1086,3222.5913,452.4529,20.3611,6.909,5.555,4.1,6.6,7.03,0.196,-37.31,0.003947087,0.0815822,936,0.02
2407,4044.6604,3279.5125,12.48821,24.2587,1.838,1.46,7.16,10.56,4.626,0.206,-15.16,0.002615274,0.0815822,29,0
2408,1730.5508,3219.3303,12.33635,24.272,1.652,1.236,7.55,10.56,5.129,0.252,37.79,0.002925741,0.0815822,23,0
2409,705.8733,3100.1274,10.61491,24.4352,1.763,1.432,6.86,10.56,4.172,0.188,23.02,0.00120632,0.0815822,27,0
2410,63.8868,3256.668,9.694977,24.5336,2.203,1.088,7.07,9.9,4.369,0.506,-20.73,0.002841322,0.0815822,23,0
2411,1297.5118,3248.4387,36.58273,23.0918,2.82,2.572,5.4,6.6,4.814,0.088,67.82,0.002630894,0.0815822,112,0
2412,3535.5999,3324.5222,15.52532,24.0224,2.088,1.029,7.83,10.56,6.334,0.507,-31.52,0.003320886,0.0815822,21,0
2413,2929.2141,3286.7966,15.21464,24.0443,2.35,1.509,6.32,8.58,4.622,0.358,-53.6,0.001764982,0.0815822,42,0
2414,839.0616,3099.4817,4.031186,25.4864,1.243,0.856,6.69,7.92,2.603,0.312,14.98,0.00231583,0.0815822,11,0
2415,3471.6462,3287.0991,114.0302,21.8575,4,3.639,4.84,7.92,5.598,0.09,54.76,0.002761947,0.0815822,272,0.001
2416,1316.3479,3221.1416,7.200347,24.8566,1.173,0.881,8.2,10.56,3.986,0.25,-2.35,0.003080755,0.0815822,13,0
2417,622.1299,3300.803,16.19429,23.9766,2.569,1.765,6.07,10.56,4.552,0.313,-8.64,0.001503164,0.0815822,53,0
2418,2032.8315,4036.8298,27.12744,23.4165,2.34,1.829,7.69,10.56,8.097,0.219,43.12,0.002434105,0.0815822,46,0
2419,566.2758,3322.3022,3.873749,25.5297,1.539,0.502,7.53,9.9,3.067,0.674,-56.96,0.001679757,0.0815822,7,0
2420,1840.9175,3193.1248,14.02424,24.1328,2.054,1.784,4.74,9.24,3.784,0.132,-1.99,0.007531324,0.0815822,47,0
