NUMBER,X_IMAGE,Y_IMAGE,FLUX_AUTO,MAG_AUTO,A_IMAGE,B_IMAGE,KRON_RADIUS,PETRO_RADIUS,FLUX_RADIUS,ELLIPTICITY,THETA_IMAGE,BACKGROUND,THRESHOLD,ISOAREA_IMAGE,CLASS_STAR
1,795.0687,112.2058,639.6169,19.9852,6.982,5.812,3.5,5.28,7.479,0.168,74.98,0.001612209,0.08181227,1003,0.004
2,1918.0946,52.6664,329.3527,20.7058,6.125,5.098,3.59,5.94,6.912,0.168,-60.12,0.001457525,0.08181227,685,0.001
3,1206.7816,54.909,47.64901,22.8049,3.428,3.074,5.54,7.92,5.935,0.103,15.77,0.004070609,0.08181227,150,0
4,3986.6321,54.8026,38.78942,23.0282,4.31,2.937,5.41,8.58,6.597,0.319,68,0.00159207,0.08181227,117,0
5,3153.9895,41.4751,28.84865,23.3497,3.123,2.485,4.74,7.26,4.854,0.204,89.42,0.001020976,0.08181227,101,0
6,2199.6062,15.4475,1181.717,19.3187,9.829,7.605,3.5,5.28,10.2,0.226,-43.61,0.005928776,0.08181227,1717,0.001
7,123.5049,29.9952,91.15666,22.1005,5.119,3.702,4.73,7.92,7.017,0.277,60.75,0.0008992866,0.08181227,287,0
8,2247.6104,11.8278,337.7001,20.6787,7.048,5.431,3.77,5.94,7.894,0.229,-65.88,0.005998964,0.08181227,732,0.001
9,995.2681,12.0337,335.8315,20.6847,6.841,6.21,3.81,5.94,8.329,0.092,30,0.001555593,0.08181227,795,0
10,1797.2922,29.3625,19.55173,23.772,2.3,2.182,6.97,10.56,6.064,0.051,-69.74,0.001240851,0.08181227,43,0
11,704.4495,18.2397,6.642618,24.9442,1.841,0.737,7.63,10.56,3.565,0.6,-81.54,-5.853404e-05,0.08181227,12,0.002
12,276.8806,8.478,100.4337,21.9953,4.431,3.786,4.44,6.6,5.87,0.145,3.35,-0.0009908433,0.08181227,286,0
13,2726.1406,10.4115,20.55387,23.7178,2.666,2.235,4.89,7.92,4.031,0.162,80.32,0.0009285668,0.08181227,78,0
14,1990.8353,9.605,17.6617,23.8824,2.64,1.899,5.93,10.56,4.698,0.281,69.62,-2.505582e-05,0.08181227,59,0
15,641.8997,10.3446,10.51123,24.4459,2.044,1.139,7.37,9.9,4.933,0.443,85.2,0.0004059208,0.08181227,20,0
16,2913.1794,12.2072,3.074648,25.7805,0.977,0.344,8.41,10.56,2.804,0.647,-44.76,-0.001862402,0.08181227,3,0.009
17,2394.9912,11.1055,4.608714,25.3411,1.346,0.763,6.93,8.58,3.167,0.434,-22.59,0.001619035,0.08181227,8,0
18,1406.4718,9.7308,8.79947,24.6389,1.624,1.158,7.57,10.56,4.373,0.287,-38.54,0.006339678,0.08181227,18,0
19,3993.5474,4.6665,32.71399,23.2132,3.86,2.271,4.22,6.6,4.566,0.412,0.88,0.001408746,0.08181227,122,0
20,3572.4189,6.5096,12.65275,24.2445,2.071,1.698,6,9.9,4.048,0.18,-82.73,0.001045007,0.08181227,37,0
21,3322.8328,9.6026,8.304221,24.7018,2.206,0.862,8.08,10.56,4.387,0.609,6.1,0.001022826,0.08181227,11,0
22,1389.4941,3.4905,4.884884,25.2779,1.133,0.868,7.42,10.56,2.977,0.234,-45.85,0.006482258,0.08181227,10,0
23,1681.6976,47.4578,63.56262,22.492,3.235,3.146,3.75,5.94,4.269,0.028,0.9,0.001416189,0.08181227,183,0
24,450.634,31.7351,20.40899,23.7254,2.26,1.96,6.47,10.56,5.153,0.133,-53.16,0.001645289,0.08181227,57,0
25,3601.1897,52.2155,58.44406,22.5831,3.802,3.509,4.75,7.92,5.983,0.077,7.26,0.001378846,0.08181227,192,0
26,2177.248,62.5201,78.87994,22.2576,3.855,3.299,5.13,6.6,5.609,0.144,-85.29,0.004495273,0.08181227,212,0
27,2448.6274,42.7659,28.94287,23.3461,3.383,2.451,5.26,7.92,5.339,0.275,-41.46,0.002028219,0.08181227,104,0
28,2106.1084,92.0052,62.57367,22.509,5.94,3.37,5.54,7.92,9.234,0.433,50.82,0.003505263,0.08181227,192,0
29,2945.2122,23.2193,2.139472,26.1742,1.348,0.319,7.84,7.92,2.205,0.763,30.99,-3.572688e-05,0.08181227,4,0
30,2962.8809,128.9138,158.1609,21.5023,7.911,3.993,3.78,6.6,7.828,0.495,83.07,0.005326026,0.08181227,494,0
31,1409.5521,56.9355,44.98219,22.8674,3.92,3.042,4.84,8.58,6.186,0.224,-23.15,0.004911195,0.08181227,162,0
32,2405.7136,44.6711,12.42874,24.2639,2.199,1.737,5.21,8.58,3.66,0.21,52.41,0.001520755,0.08181227,45,0
33,2745.5376,46.351,12.22188,24.2822,2.111,1.605,6.62,9.24,4.381,0.24,87.87,0.001161666,0.08181227,35,0
34,971.7589,38.2952,9.151697,24.5962,1.676,1.093,7.81,10.56,4.439,0.348,75.64,0.00139717,0.08181227,17,0
35,2519.2048,28.6063,6.330455,24.9964,1.13,0.673,8.32,10.56,4.354,0.404,-6.45,0.002490063,0.08181227,4,0
36,3823.9519,36.0558,8.509248,24.6753,1.426,1.066,8.04,10.56,4.561,0.253,37.11,0.0008503468,0.08181227,14,0
37,3987.6606,48.8816,33.72381,23.1802,2.806,2.191,7.11,10.56,6.751,0.219,-35.79,0.00155901,0.08181227,56,0
38,3903.425,33.7859,3.184604,25.7424,0.757,0.451,8.28,7.92,2.996,0.404,-70.64,0.001666848,0.08181227,3,0
39,3704.1433,36.1402,3.583266,25.6143,0.833,0.681,7.49,6.6,2.742,0.183,-46.42,0.001238574,0.08181227,6,0
40,1462.8926,58.4526,15.71752,24.009,2.816,1.863,5.84,7.26,4.86,0.338,-34.2,0.003870422,0.08181227,45,0
41,3420.731,56.5826,15.54903,24.0207,2.519,1.619,6.93,8.58,5.229,0.357,24.79,0.001670895,0.08181227,41,0
42,3914.1787,99.5698,33.92617,23.1737,4.025,2.529,6.33,10.56,7.163,0.372,23.85,0.002680174,0.08181227,102,0
43,538.2106,47.4648,7.81211,24.7681,1.228,0.888,8.26,10.56,4.578,0.276,0.28,0.001177765,0.08181227,10,0
44,424.8435,165.905,739.6586,19.8274,8.74,7.274,3.53,5.94,9.601,0.168,-47.84,0.00170715,0.08181227,1432,0.001
45,1191.077,129.6487,257.6996,20.9722,5.845,5.161,3.6,5.94,7.007,0.117,-89.33,0.002981558,0.08181227,606,0.001
46,2921.6262,75.0435,44.38445,22.8819,3.223,2.823,4.3,5.94,4.577,0.124,23.54,0.001373904,0.08181227,143,0
47,3575.4915,73.0014,11.29588,24.3677,2.256,1.028,7.24,10.56,5.001,0.544,43.35,0.001079543,0.08181227,13,0
48,804.3373,77.0693,34.12215,23.1674,2.851,2.193,7.66,10.56,9.535,0.231,-70.39,0.000284098,0.08181227,57,0
49,2381.1155,68.1076,16.52423,23.9547,2.319,1.931,6.58,6.6,4.804,0.167,68.81,0.001405803,0.08181227,48,0
50,2465.5432,59.7481,9.918031,24.5089,2.131,1.27,7.24,3.5,4.778,0.404,11.11,0.00198332,0.08181227,21,0
51,795.3848,76.0263,34.12894,23.1672,2.873,2.375,6.68,10.56,7.228,0.173,-24.57,0.0003420542,0.08181227,85,0
52,2390.103,82.3487,21.1481,23.6868,2.545,2.176,6,7.26,4.856,0.145,74.13,0.001325766,0.08181227,68,0
53,4156.5435,68.1196,10.21947,24.4764,1.794,1.275,6.85,10.56,4.3,0.289,-24.99,-0.00255891,0.08181227,20,0
54,3645.5591,103.2231,85.95857,22.1643,4.339,3.86,4.2,6.6,6.019,0.11,-22.83,0.001455655,0.08181227,264,0
55,3360.5771,76.5776,6.782651,24.9215,1.994,1.078,7.06,9.9,3.872,0.459,60.54,0.002417397,0.08181227,15,0.001
56,2585.7112,66.4302,4.436819,25.3823,0.962,0.543,8.42,10.56,3.272,0.436,-59.05,6.72612e-05,0.08181227,4,0.002
57,3425.5242,72.4149,15.69574,24.0105,2.115,1.166,8.17,10.56,6.432,0.449,-10.82,0.002026451,0.08181227,13,0
58,3260.395,116.7104,145.3274,21.5941,5.542,4.45,4.05,5.94,7.115,0.197,-10.42,0.003133473,0.08181227,424,0
59,1473.8093,73.3142,7.947842,24.7494,1.468,1.137,7.11,10.56,4.111,0.225,66.09,0.002932977,0.08181227,15,0
60,734.02,90.682,31.92953,23.2395,3.915,2.376,6.29,10.56,7.776,0.393,-5.75,0.001950827,0.08181227,84,0
61,3325.8457,78.9813,12.16624,24.2871,1.71,1.503,7.12,10.56,4.038,0.121,-74.52,0.001967177,0.08181227,30,0
62,2012.9285,110.353,44.81253,22.8715,4.757,2.641,5.42,8.58,6.703,0.445,39.79,0.00379928,0.08181227,156,0
63,245.4515,96.0492,22.07277,23.6404,2.595,2.25,5.41,9.24,4.514,0.133,33.25,9.056945e-05,0.08181227,74,0
64,3162.6479,86.8023,6.398619,24.9848,1.602,0.656,7.94,10.56,3.854,0.59,-50.96,0.00144848,0.08181227,9,0.002
65,1060.2974,74.0304,5.279026,25.1936,0.745,0.681,8.88,5.28,3.87,0.085,-89.83,0.001668758,0.08181227,5,0.004
66,3551.8298,77.6752,4.134535,25.4589,1.742,0.508,7.41,10.56,2.986,0.708,25.04,0.000834737,0.08181227,11,0
67,1780.9346,104.7275,39.04935,23.021,3.261,3.139,5.07,7.92,5.52,0.038,0.96,0.002608735,0.08181227,133,0
68,2104.6868,106.9016,30.24746,23.2983,3.117,2.661,5.23,5.94,5.032,0.146,87.01,0.003422827,0.08181227,106,0
69,1262.5524,91.2247,10.47625,24.4495,1.814,1.588,6.13,9.9,4.089,0.125,61.27,0.002882703,0.08181227,31,0
70,2673.0271,107.3871,23.5911,23.5681,2.854,2.153,6.42,10.56,5.892,0.246,85.9,0.0008788981,0.08181227,67,0
71,550.2601,112.3073,38.29331,23.0422,2.778,2.559,4.66,7.26,4.127,0.079,-7.94,0.001922713,0.08181227,121,0
72,2743.7195,99.5661,11.40392,24.3574,2.311,1.437,6.64,7.92,4.551,0.378,-26.55,0.001397503,0.08181227,31,0
73,3134.9958,118.5944,36.75331,23.0868,3.113,2.93,4.81,7.92,5.278,0.059,-3.78,0.003236303,0.08181227,123,0
74,2719.5994,98.8085,6.58998,24.9528,1.389,0.643,8.86,10.56,4.463,0.537,-46.78,0.00158591,0.08181227,6,0
75,3003.9612,106.5294,26.65792,23.4354,2.492,1.84,7.7,10.56,7.794,0.262,-7.44,0.004058835,0.08181227,42,0
