795.1 112.3 704.55080 7.801 0.79 77.0 4.5 633
1918.5 52.7 350.91570 6.566 0.77 -59.1 4.4 447
2199.7 14.6 1537.30800 12.999 0.62 -62.4 4.5 1037
2247.8 10.8 535.85740 12.856 0.53 -70.8 4.5 949
995.3 11.3 442.45780 11.165 0.81 71.4 4.5 645
1191.1 129.9 256.00830 5.476 0.85 -78.8 3.8 323
424.8 166.0 859.46340 12.397 0.82 -41.6 4.5 853
3260.5 116.8 126.92030 4.782 0.76 -21.2 2.4 181
2963.1 129.8 156.08450 6.335 0.54 -89.3 4.1 409
3502.7 419.1 1545.35400 8.086 0.92 87.1 3.8 563
3381.9 179.1 170.97630 6.932 0.87 -87.9 3.7 323
2043.0 360.8 2876.38500 7.408 0.94 16.8 3.8 607
1492.0 216.7 151.00150 6.169 0.93 48.1 4.5 329
387.5 454.3 7490.01500 10.603 0.55 -40.9 4 1243
1705.2 443.2 1203.45500 7.684 0.99 79.7 4.2 553
3377.6 262.8 236.05560 9.442 0.55 -27.2 4.5 639
311.4 263.3 199.94420 6.071 0.89 47.2 4.5 409
1967.1 324.2 456.47600 6.576 0.91 -30.5 4.1 419
200.4 395.9 1361.04700 9.492 0.81 85.5 4.3 711
694.9 321.7 145.60640 5.988 0.59 31.3 4.5 407
3163.9 376.7 195.19600 6.802 0.50 -55.3 3.6 419
2977.1 380.9 428.67240 7.012 0.84 -43.7 3.4 373
2419.3 362.6 233.43820 7.784 0.72 32.0 4.5 481
3899.9 464.7 357.14120 8.053 0.71 -77.3 3.5 439
274.3 428.8 288.80260 5.266 0.74 -69.9 3.7 333
502.9 425.6 215.54310 13.712 0.77 53.9 4.5 717
2551.6 510.1 134.25280 6.406 0.60 -66.4 3.5 331
1839.7 576.5 635.83500 5.352 0.97 -54.9 3.8 353
2089.2 724.9 4233.80500 10.647 0.52 -49.5 3.8 1069
1747.8 542.2 142.63460 3.656 0.98 -45.7 3.2 175
1889.9 627.3 402.70970 5.414 0.99 69.6 3.6 311
1766.7 603.5 161.35470 6.388 0.52 -28.4 3.6 387
2327.9 596.5 124.89770 4.580 0.99 -28.8 3.2 197
