#    object_id         halo_id            flux            radius          h_over_r     inclination.rad     theta.rad            mu            redshift         shear.g1         shear.g2          pos.x            pos.y         image_pos.x      image_pos.y       halo_mass        halo_conc      halo_redshift   
             438               19   2.34417218e+04   9.87833665e-02   1.18613602e-01   1.06513025e+00   2.27089963e+00   1.28942127e+00   6.00000000e-01   8.63353504e-02  -2.57117427e-03   1.97471598e+00   1.80672498e+01   2.89760553e+02   5.60810452e+02   1.00000000e+14   4.00000000e+00   3.00000000e-01
             439               19   2.75285972e+04   1.82572793e-01   1.92604352e-01   2.67024583e+00   3.49709686e+00   1.32076722e+00   6.00000000e-01  -2.49026272e-02   3.40310057e-02   1.59010667e+01  -3.32985610e+00   5.31230907e+02   1.98968363e+02   1.00000000e+14   4.00000000e+00   3.00000000e-01
             440               19   1.11936783e+04   6.47016221e-02   1.82161873e-01   1.93014371e+00   2.59950014e-01   1.48953483e+00   6.00000000e-01   6.84871716e-02  -4.62850483e-02  -4.58743842e+00  -8.72169117e+00   1.70600891e+02   9.31876164e+01   1.00000000e+14   4.00000000e+00   3.00000000e-01
             441               19   2.08713347e+04   1.81086955e-01   1.27824235e-01   1.58643718e+00   3.67140484e+00   1.25669230e+00   6.00000000e-01   8.68388407e-03   6.12983407e-02  -1.71487660e+01   1.14644577e+01  -2.31721262e+01   4.43469096e+02   1.00000000e+14   4.00000000e+00   3.00000000e-01
             442               19   2.28801271e+04   1.41507601e-01   1.98612969e-01   2.48697289e+00   1.60202107e+00   1.31677917e+00   6.00000000e-01   7.40246221e-02  -3.01510599e-02  -5.93297660e+00  -1.53667786e+01   1.54298229e+02  -8.20894638e+00   1.00000000e+14   4.00000000e+00   3.00000000e-01
             443               19   1.18120701e+04   1.03714881e-01   1.10265100e-01   1.40752212e+00   3.59155755e+00   1.52240166e+00   6.00000000e-01   2.63084474e-02  -5.94715161e-02   6.57934474e+00   6.24756820e+00   3.80785142e+02   3.74517817e+02   1.00000000e+14   4.00000000e+00   3.00000000e-01
             444               19   2.78099079e+04   1.64986839e-01   1.23139290e-01   1.83248153e+00   1.63973108e+00   1.64165873e+00   6.00000000e-01   6.55846221e-02  -5.45039381e-02  -3.50706151e+00  -5.95806471e+00   1.88773301e+02   1.41440696e+02   1.00000000e+14   4.00000000e+00   3.00000000e-01
             445               19   7.45978449e+04   9.29872786e-02   1.06551625e-01   1.42543739e+00   5.02212521e+00   1.29140036e+00   6.00000000e-01  -1.35808808e-02   4.83539439e-02   1.68779283e+01  -6.37611428e+00   5.41276929e+02   1.48917469e+02   1.00000000e+14   4.00000000e+00   3.00000000e-01
             446               19   2.19913766e+05   1.66141048e-01   1.43517385e-01   2.77699004e+00   4.27865547e+00   1.40465458e+00   6.00000000e-01   1.58768769e-02   7.28932690e-02  -9.70516183e+00   7.78525558e+00   8.03595507e+01   3.97795781e+02   1.00000000e+14   4.00000000e+00   3.00000000e-01
             447               19   8.31599556e+04   1.21922386e-01   1.79234278e-01   1.35002223e+00   3.70353963e+00   1.28076289e+00   6.00000000e-01  -5.72895898e-03   5.48262708e-02  -1.69101393e+01   8.15718377e+00  -2.60754119e+01   3.92809910e+02   1.00000000e+14   4.00000000e+00   3.00000000e-01
             448               19   3.93910560e+04   5.28162815e-02   1.92049720e-01   2.02613212e+00   1.35676519e+00   1.25567388e+00   6.00000000e-01   6.27166776e-02  -3.47404703e-02   9.35435128e+00   1.84804846e+01   4.08886692e+02   5.57555608e+02   1.00000000e+14   4.00000000e+00   3.00000000e-01
             449               19   6.75457899e+05   9.51022516e-02   1.30115101e-01   1.79236956e+00   1.03778520e+00   1.35136596e+00   6.00000000e-01  -1.79367586e-02  -2.88537061e-02  -1.38227100e+01  -4.89855160e+00   1.26770272e+01   1.70092963e+02   1.00000000e+14   4.00000000e+00   3.00000000e-01
             450               19   1.22320057e+04   6.05520720e-02   1.05625224e-01   1.94568706e+00   2.78981456e+00   1.35507746e+00   6.00000000e-01  -2.83378703e-03  -4.25058854e-02  -1.26736872e+01  -7.02456112e+00   3.24359852e+01   1.32309514e+02   1.00000000e+14   4.00000000e+00   3.00000000e-01
             451               19   1.17324003e+04   5.53900968e-02   1.98837245e-01   1.96327371e+00   5.24055624e+00   1.30121553e+00   6.00000000e-01  -1.63852918e-02  -2.59378574e-02   1.64701744e+01   5.63366903e+00   5.36737708e+02   3.52356089e+02   1.00000000e+14   4.00000000e+00   3.00000000e-01
             452               19   1.08474354e+05   1.37591855e-01   1.91636940e-01   2.15314474e+00   4.51639803e+00   1.44853518e+00   6.00000000e-01   7.71400339e-02   5.65805969e-02   4.16537677e+00  -1.01664056e+01   3.33464206e+02   6.86540065e+01   1.00000000e+14   4.00000000e+00   3.00000000e-01
             453               19   1.16242561e+05   8.25073250e-02   1.37814291e-01   1.88781609e+00   9.95093226e-01   1.44259540e+00   6.00000000e-01   2.69912593e-02  -5.62047379e-02  -8.06888279e+00  -7.72045916e+00   1.07735195e+02   1.14159030e+02   1.00000000e+14   4.00000000e+00   3.00000000e-01
             454               19   6.23598369e+04   1.56075316e-01   1.11810650e-01   2.90382914e+00   6.35956643e-01   1.62762785e+00   6.00000000e-01  -4.16971251e-02   2.51814382e-02   7.08514589e+00  -7.42968877e-01   3.93054247e+02   2.42180527e+02   1.00000000e+14   4.00000000e+00   3.00000000e-01
             455               19   1.57058839e+05   7.16243187e-02   1.35580057e-01   1.85546568e+00   2.95077578e+00   1.39478853e+00   6.00000000e-01  -3.24744818e-02   2.39180022e-02  -1.27342038e+01   1.40230926e+00   2.64583872e+01   2.81832521e+02   1.00000000e+14   4.00000000e+00   3.00000000e-01
             456               19   5.66896158e+05   1.17250748e-01   1.24880555e-01   8.99557988e-01   1.47810737e+00   1.86963834e+00   6.00000000e-01   8.75915061e-02  -4.56885617e-02   1.68020661e+00   4.17311701e+00   2.89584900e+02   3.38672727e+02   1.00000000e+14   4.00000000e+00   3.00000000e-01
             457               19   1.10966205e+05   1.92541322e-01   1.52305802e-01   1.24258690e+00   4.08016106e+00   1.57849256e+00   6.00000000e-01   9.16734293e-02  -2.60083369e-02   2.06447771e+00   7.67128165e+00   2.95968717e+02   4.03159682e+02   1.00000000e+14   4.00000000e+00   3.00000000e-01
             458               19   1.59933069e+05   1.09512894e-01   1.69696696e-01   6.23242504e-01   3.56111419e+00   1.27354097e+00   6.00000000e-01   4.71916379e-02  -4.41269172e-02  -1.13825191e+01  -1.55870622e+01   6.76066648e+01  -2.16788716e+00   1.00000000e+14   4.00000000e+00   3.00000000e-01
             459               19   2.36237768e+04   1.13968244e-01   1.70436992e-01   7.19366755e-01   2.32038535e-01   1.40102722e+00   6.00000000e-01   8.52967631e-02   4.23153424e-02  -3.28186304e+00   1.21398878e+01   1.97037075e+02   4.76458368e+02   1.00000000e+14   4.00000000e+00   3.00000000e-01
