1 181.344 11.636 22.535
2 3861.543 7.417 24.973
3 1247.121 17.36 24.404
4 72.164 22.5 23.648
5 4145.856 22.089 24.399
6 887.415 19.91 22.769
7 4193.946 11.653 23.257
8 3937.24 11.642 24.485
9 3582.962 22.373 24.058
10 1213.375 28.237 22.526
11 3196.229 15.538 24.673
12 3542.697 6.249 23.661
13 3694.488 22.898 23.807
14 1062.815 19.944 24.828
15 1594.029 38.48 23.067
16 3491.102 30.944 23.981
17 3254.893 25.777 22.162
18 1351.06 31.335 23.933
19 196.011 36.071 24.544
20 1439.377 27.053 23.468
21 1551.07 39.383 24.476
22 1109.412 48.729 24.757
23 560.045 29.869 24.532
24 3337.895 53.13 24.624
25 3622.846 44.592 23.761
26 1905.528 69.205 22.788
27 1055.369 71.65 21.742
28 3135.116 43.737 22.511
29 2428.832 57.338 22.359
30 1703.992 71.473 23.837
31 2816.543 49.307 24.853
32 2594.76 73.739 22.858
33 784.886 71.843 23.861
34 922.448 55.389 24.956
35 2689.107 80.253 24.596
36 522.753 76.541 23.956
37 3558.325 82.227 24.349
38 3212.797 96.866 23.788
39 2115.356 82.105 24.287
40 3418.069 93.126 24.755
41 3167.379 100.426 23.701
42 1577.153 118.381 24.385
43 3393.331 102.401 24.472
44 1990.043 89.176 22.498
45 344.569 113.044 23.879
46 3348.732 116.746 24.573
47 605.792 26.916 22.126
48 3026.369 11.436 24.439
49 3427.596 131.748 22.7
50 1908.437 121.839 23.234
51 2625.149 126.647 24.108
52 4075.104 26.202 24.179
53 376.58 131.489 24.73
54 991.49 42.715 24.188
55 1256.142 136.875 24.836
56 794.6 149.741 24.915
57 3192.624 41.966 24.713
58 1991.206 164.924 23.701
59 3534.215 85.068 23.901
60 2753.484 65.41 18.938
61 1260.508 190.392 22.579
62 3054.494 122.98 22.795
63 3038.565 96.981 24.137
64 3073.078 90.462 23.695
65 2620.586 27.775 24.076
66 1492.008 182.179 21.529
67 1520.644 148.939 22.645
68 1725.588 42.812 24.031
69 2924.905 189.539 23.404
70 2930.427 98.842 23.874
71 2490.823 51.975 23.954
72 2282.266 64.489 20.64
73 2258.533 104.287 22.467
74 2307.316 43.799 24.378
75 233.687 196.783 24.434
76 2371.807 66.44 23.155
77 3593.124 67.856 24.865
78 1856.13 81.262 23.172
79 2527.292 109.373 20.813
80 1366.907 73.559 24.542
81 3752.309 83.93 24.783
82 3651.924 95.546 24.42
83 1347.258 98.676 24.759
84 294.438 106.562 24.78
85 578.822 94.633 23.364
86 1956.875 204.575 23.543
87 1948.545 225.195 23.66
88 2806.811 116.413 24.182
89 2666.035 93.73 24.603
90 1761.699 100.288 24.857
91 2159.607 226.923 24.056
92 1459.352 119.54 23.206
93 481.034 124.559 24.582
94 3533.551 128.283 22.365
95 350.743 11.955 21.465
96 335.201 37.3 24.209
97 2933.122 129.841 21.629
98 1811.292 10.716 24.294
99 762.005 131.713 23.116
100 1705.161 111.485 22.429
101 1678.534 121.484 23.115
102 3225.908 125.532 24.974
103 1187.697 235.718 21.845
104 1440.676 164.703 23.611
105 1417.671 142.815 23.626
106 3396.321 145.587 23.719
107 642.381 129.926 24.826
108 3252.101 140.271 24.94
109 4054.711 135.949 24.972
110 2525.787 249.802 24.497
111 3206.36 144.175 24.592
112 2550.418 262.569 24.748
113 4032.892 169.502 24.258
114 999.355 166.457 23.038
115 948.714 165.067 24.344
116 2214.278 172.784 22.254
117 2430.715 180.097 23.714
118 1137.714 188.422 24.841
119 3727.208 183.129 22.776
120 530.917 166.174 23.979
121 2465.745 150.612 21.522
122 2511.326 185.308 23.192
123 1784.517 174.992 24.525
124 2078.057 206.193 24.878
125 3644.705 135.788 24.945
126 2951.942 175.859 24.691
127 518.143 221.711 24.644
128 1602.874 165.165 24.326
129 2329.753 222.037 24.409
130 187.755 171.399 24.798
131 2281.407 175.647 24.879
132 1266.781 235.73 23.835
133 2297.401 239.515 24.61
134 2848.923 188.616 24.396
135 3054.966 219.975 24.745
136 4075.15 166.323 22.642
137 4129.16 114.982 22.65
138 117.662 247.166 22.921
139 136.857 217.059 22.911
140 133.851 172.522 23.607
141 80.164 162.258 22.953
142 686.226 113.674 24.751
143 1807.869 236.018 23.166
144 235.878 117.001 24.97
145 340.452 231.842 24.832
146 1070.25 186.592 22.737
147 681.847 266.281 22.428
148 655.424 287.765 23.765
149 669.42 244.042 23.966
150 2891.164 173.571 24.564
151 2079.038 298.251 20.938
152 3851.573 54.701 20.796
153 3804.69 58.719 22.754
154 3812.499 23.295 23.087
155 2035.76 185.282 23.941
156 601.343 220.006 23.286
157 629.767 200.337 22.918
158 472.355 241.135 23.944
159 459.19 247.902 23.999
160 3688.964 198.78 23.789
161 2967.219 288.077 24.769
162 4029.467 225.682 23.475
163 1518.601 220.933 23.664
164 326.634 276.164 21.805
165 2863.98 217.392 24.623
166 1427.495 224.507 24.964
167 3426.637 224.321 23.829
168 2914.608 229.924 24.917
169 67.248 245.929 24.396
170 709.78 303.358 23.029
171 724.859 319.615 22.882
172 2582.363 310.539 24.245
173 1597.118 261.258 22.352
174 1511.793 324.613 24.579
175 899.068 351.228 23.448
176 3622.408 292.247 22.807
177 2984.383 346.08 24.112
178 3347.776 202.53 19.696
179 1939.736 278.934 24.933
180 172.811 73.298 20.871
181 1330.849 144.281 24.84
182 4160.129 299.386 22.338
183 614.523 312.848 23.822
184 1791.856 53.244 21.376
185 319.728 341.317 24.246
186 544.274 352.992 24.575
187 1789.363 373.869 22.293
188 1757.616 353.887 23.478
189 1700.414 6.555 22.122
190 87.939 368.613 23.248
191 2177.062 45.635 23.75
192 330.74 380.318 24.485
193 808.216 365.19 22.586
194 1295.629 8.934 21.977
195 1923.654 359.118 24.888
196 403.727 390.249 24.398
197 2801.553 376.865 23.951
198 2755.559 394.915 23.899
199 2549.418 60.855 23.404
200 3312.282 397.335 24.55
201 2315.759 392.205 23.251
202 1237.579 65.326 24.059
203 447.056 27.727 22.741
204 2024.889 408.336 23.358
205 4024.592 337.043 16.836
206 4002.028 283.737 23.507
207 4008.401 268.524 24.179
208 3967.986 343.634 23.949
209 4087.815 408.249 23.988
210 1649.462 24.933 24.165
211 1177.084 79.496 23.309
212 1528.559 272.33 24.84
213 856.117 415.256 23.609
214 767.209 281.338 24.844
215 999.106 419.445 24.101
216 1425.862 416.079 23.81
217 1643.379 87.817 23.539
218 359.724 299.855 23.765
219 1165.202 428.689 24.75
220 4050.243 99.705 24.1
221 3363.975 313.419 24.96
222 448.065 315.202 20.526
223 476.75 339.234 23.717
224 3780.967 110.279 24.744
225 1130.316 125.015 24.08
226 3066.978 437.511 22.317
227 2896.212 464.481 23.051
228 2889.082 435.019 24.649
229 2996.752 65.806 22.673
230 3008.274 49.194 23.888
231 2989.675 33.555 23.8
232 2647.216 449.374 22.926
233 1998.955 441.948 24.39
234 3712.886 308.551 22.745
235 3742.027 314.586 23.097
236 261.614 43.013 24.601
237 2512.484 359.642 23
238 2500.088 370.14 23.412
239 2497.359 334.755 22.743
240 1326.105 314.535 24.74
241 2210.719 57.254 23.907
242 1778.03 463.883 23.09
243 262.046 255.417 19.976
244 228.855 266.915 23.61
245 3341.293 482.63 24.116
246 3491.658 488.338 24.229
247 2097.292 371.656 23.216
248 943.526 263.251 24.678
249 710.214 72.354 21.85
250 2051.757 474.061 23.303
251 3069.05 273.673 24.316
252 408.993 77.499 24.656
253 2478.824 98.043 24.699
254 3059.7 182.124 23.387
255 3082.849 143.565 23.345
256 2700.858 275.646 24.607
257 2101.724 480.588 22.36
258 3750.869 9.858 21.781
259 3747.509 47.912 22.017
260 2047.634 100.377 24.971
261 1302.149 481.065 23.822
262 1657.433 141.428 24.51
263 2159.625 115.123 23.996
264 3922.141 123.225 24.48
265 1916.927 166.526 23.63
266 2187.203 513.389 23.206
267 1703.259 500.86 23.07
268 1681.679 516.761 24.604
269 615.378 140.681 23.866
270 690.824 139.6 24.462
271 455.046 501.162 23.551
272 1365.611 360.8 22.559
273 1352.951 340.909 24.415
274 57.768 539.319 23.197
275 3962.298 158.96 22.981
276 3810.879 351.261 24.854
277 1509.34 386.266 20.236
278 1476.933 362.437 23.38
279 513.961 8.495 24.587
280 2869.687 537.615 24.27
281 1858.672 364.353 24.891
282 1266.543 315.809 21.178
283 1255.798 334.122 24.751
284 3858.871 392.154 23.635
285 1863.463 23.464 22.992
286 245.63 321.527 24.001
287 3783.438 420.752 24.712
288 4096.153 19.081 23.803
289 2610.446 430.565 24.941
290 1091.701 277.121 21.109
291 1044.84 318.173 22.576
292 310.906 449.676 24.699
293 829.035 29.773 22.382
294 754.681 345.939 23.826
295 1135.738 527.403 21.561
296 2896.295 38.547 24.429
297 3409.273 34.675 20.173
298 3373.538 22.637 23.051
299 2734.802 341.94 24.568
300 2985.097 263.074 24.769
301 2992.674 251.199 24.933
302 1751.545 180.702 22.973
303 1730.91 187.255 24.024
304 2446.154 350.79 24.247
305 846.195 59.222 23.611
306 1827 60.008 24.942
307 3486.012 357.128 24.293
308 491.195 472.306 23.969
309 16.479 46.194 23.698
310 3138.272 94.105 23.414
311 605.108 490.954 24.152
312 762.316 234.623 19.566
313 828.82 200.389 20.974
314 710.463 183.11 22.1
315 744.793 196.313 24.149
316 734.706 163.299 23.76
317 3225.125 51.338 24.076
318 3547.624 189.043 22.781
319 31.231 98.37 24.69
320 2367.442 183.014 24.78
321 4159.426 389.701 23.109
322 323.722 64.685 24.18
323 672.916 205.175 24.641
324 1855.445 210.401 24.595
325 517.163 390.598 23.477
326 2487.566 495.113 23.612
327 2465.759 492.864 24.658
328 2175.741 391.803 24.884
329 3898.584 87.751 22.946
330 2278.535 396.733 24.67
331 1632.751 570.207 23.226
332 1615.321 554.374 22.763
333 57.334 77.131 23.743
334 2560.124 412.3 23.56
335 2844.51 89.07 23.897
336 3611.495 98.872 24.434
337 1272.97 428.636 24.759
338 3684.93 113.273 22.922
339 3686.76 147.216 23.856
340 726.127 119.445 24.243
341 2987.51 449.303 23.13
342 3286.829 118.019 24.824
343 2691.288 114.002 24.544
344 1802.499 442.938 24.631
345 3877.896 129.968 23.48
346 1290.352 543.738 21.765
347 1775.798 132.561 23.569
348 3216.252 244.267 23.435
349 3190.499 253.8 24.132
350 2589.866 139.715 24.929
351 1986.045 544.581 24.835
352 3100.642 239.006 24.247
353 3383.182 462.079 22.799
354 1101.565 424.073 19.387
355 1069.993 436.797 24.456
356 18.472 468.348 24.65
357 358.577 164.083 23.608
358 3584.95 266.762 24.374
359 151.828 327.361 23.082
360 117.474 307.788 23.078
361 138.958 270.039 24.082
362 3836.584 489.386 24.533
363 1166.877 169.302 23.952
364 3188.563 404.059 23.369
365 198.725 496.693 24.338
