601.9 2457.8 16970.97927 8.111 0.94 -71.6 1 159
4024.7 337 11588.60987 8.934 0.8 78.6 1 181
2912.7 675 10035.16279 11.472 0.75 -49.9 1 231
3266.9 1575.1 7135.24387 9.215 0.61 34.4 1 207
550.2 3450.1 6800.3484 10.633 0.83 -50.4 1 199
647.2 1664.5 5041.23251 7.921 0.82 -77.5 1 153
3643.5 1383.9 3835.76284 8.704 0.75 -46.9 1 171
620.5 1435.8 4164.75367 10.958 0.71 -25.9 1 213
2329.2 3768.1 3367.02001 7.129 0.76 -41.4 1 141
111.1 2197.2 4857.47048 9.736 0.7 -81 1 197
3056.7 2544.2 2449.05195 10.521 0.82 37.4 1 185
3937.5 2567.8 2174.3157 10.649 0.73 28.9 1 197
3445.6 3793.3 2239.77568 6.618 0.82 -87 1 125
1501 3817.4 2152.43566 6.956 0.74 8.9 1 137
1175.1 1775.5 2277.79432 6.563 0.73 18.9 1 131
1513.2 1693.8 2689.94254 8.619 0.84 44.6 1 155
2753.8 65.1 1619.11277 6.826 0.67 65.2 1 137
3132.7 919.9 1644.71827 7.501 0.63 -82.5 1 155
2087.6 2687.9 1743.31123 10.47 0.86 -76.9 1 175
3568.6 3363 1819.11698 6.908 0.68 30.4 1 139
1685.4 1520.5 1673.84023 7.872 0.97 70.8 1 129
1685.8 1217 1530.6958 8.453 0.54 64.5 1 183
843 2935.6 1597.22014 8.979 0.56 -30.1 1 189
3871.6 2828.5 1477.72516 6.942 0.78 57.8 1 129
1037.7 530.6 1410.17556 7.59 0.93 0.5 1 127
3540.4 1141.3 1520.17723 6.571 0.9 -25.2 1 115
1632.3 205 977.43503 7.975 0.87 -23.1 1 133
3747.9 526.7 876.33952 9.106 0.84 -37.5 1 149
1101.3 423.4 1075.95017 8.066 0.72 85.9 1 149
284.8 3676.6 1244.00917 6.762 0.83 -51.1 1 121
2288.5 982.4 906.39046 7.302 0.61 30.7 1 147
3799.2 3304.3 979.93832 8.578 0.59 25.4 1 171
3965.5 1277.8 814.3411 7.355 0.72 -9.3 1 135
2019.5 1819 1010.82484 7.765 0.64 -22.5 1 151
274.4 417.8 1170.47814 7.058 0.74 64.8 1 131
326.1 2755.4 979.06772 6.408 0.75 31.5 1 119
762.4 234.7 914.2235 7.402 0.77 39.5 1 133
179.5 767.5 875.78008 7.405 0.92 13.4 1 121
2802.2 1727.7 938.32895 7.561 0.95 -60.2 1 121
1856.5 3803.8 1110.40168 7.935 0.6 52.6 1 161
681.7 2289.8 964.70297 8.38 0.86 56.4 1 139
247.8 1539.3 749.81233 9.391 0.73 47 1 163
2671.6 3470.5 569.02998 6.173 0.76 48.9 1 111
3347.2 204.1 738.55323 8.176 0.59 87.1 1 161
862.9 1191.8 538.91622 6.15 0.91 61.9 1 101
1272.4 1735.9 525.28657 6.184 0.99 46.8 1 97
3231.2 1238.9 533.72921 5.722 0.83 -50.3 1 99
215.9 1419.3 605.58793 5.763 0.79 88.5 1 103
145 673.8 552.27944 7.17 0.71 9.8 1 129
767.2 2329.7 766.8248 8.374 0.61 -31.9 1 163
3810.9 2177 643.46277 9.021 0.48 49.5 1 191
2267.3 1133.5 703.98006 5.939 0.68 -19.6 1 115
3125.3 2524.9 590.58075 7.058 0.7 22.5 1 129
4046.1 3790.1 628.15047 6.043 0.83 -57.4 1 105
3409.2 34.4 520.02316 6.53 0.7 -23.5 1 119
2681.3 3996.8 512.98042 5.695 0.85 -18 1 97
261.9 255.4 627.05691 6.367 0.87 77.8 1 107
3964 3000.1 502.47875 6.637 0.71 -73.9 1 119
1013.3 1812.9 548.99771 7.563 0.85 -20.4 1 123
1044.9 784.5 627.38762 9.138 0.78 -49.6 1 151
103 3283 712.34848 9.323 0.47 48.8 1 201
3846.4 292.9 612.43502 6.654 0.71 -4.3 1 123
734.8 1201.6 789.36071 6.166 0.66 -89.9 1 121
3483.3 3563.3 710.24415 8.909 0.75 6.6 1 153
2280.7 1099.4 781.28902 5.978 0.94 9.6 1 99
4146.9 3591 428.32701 6.906 0.65 71.1 1 127
1509.5 385.8 493.92891 5.798 1 -85.1 1 91
1651.1 3554 393.45667 6.232 0.82 57 1 105
109.6 3545 488.78 6.249 0.73 42.6 1 113
42.3 1714.8 455.22575 5.356 0.81 -45.5 1 93
2376.8 1469.8 490.37484 6.506 0.67 88.8 1 121
694.5 2770.9 404.45112 6.741 0.67 -78.9 1 123
2615 755.7 453.43529 8.509 0.84 -42.9 1 135
625.9 3808.4 379.47295 7.831 0.86 38.8 1 123
1389.2 581.6 363.72288 6.333 0.96 -17.9 1 97
954.6 1604.4 479.63069 8.773 0.81 -68.9 1 141
447.5 318.8 340.17562 8.344 0.57 65.3 1 157
720.1 1817.9 337.08519 8.152 0.8 -27 1 129
1712.6 1803.6 355.27047 7.072 0.73 -25 1 121
2409.7 1155.1 339.25665 7.764 0.52 -73.3 1 155
1059.1 3979 348.65972 5.187 0.98 -2.3 1 81
2906 3224.3 442.27578 7.434 0.64 -21.3 1 137
1348.1 3473.8 481.13201 6.79 0.7 47.3 1 123
2270.5 2352.9 391.78134 8.213 0.48 -18.2 1 171
3298.4 2973.5 498.54883 8.708 0.65 -17.2 1 157
2281.7 64.5 326.58706 8.378 0.85 -58.4 1 129
659.5 1329.3 500.05519 5.807 1 46.5 1 91
577.1 3759.7 317.62998 8.186 0.64 66 1 145
1183.5 1887.6 409.93335 6.01 0.71 6.7 1 109
3256.8 2564.3 496.06192 8.085 0.78 -50.2 1 135
4078.8 1773.9 418.94737 6.937 0.86 22.6 1 111
3607.5 2753.6 443.28746 8.77 0.64 35.1 1 157
1980.2 789.1 361.64867 6.833 0.77 84.2 1 115
1099.4 2616.4 367.21059 7.271 0.78 86 1 121
3480.8 588.8 364.52721 6.004 0.92 -65.7 1 95
2395.4 1876.1 427.05015 5.755 0.79 86.3 1 99
3180.1 2693.7 323.1981 5.583 0.79 -83.1 1 95
1839.6 3488.5 397.25649 5.714 0.88 63 1 93
1840.1 4019.6 372.20582 7.052 0.74 -25.7 1 121
3517.9 2045.7 414.63415 6.215 0.89 8.1 1 101
2226.5 4069.2 381.69818 7.349 0.63 -9.8 1 135
885.3 1796.6 474.81502 5.599 0.86 27.8 1 95
