X_INPUT,Y_INPUT,MAG_INPUT,RAD_INPUT,ELLIP_INPUT,THETA_INPUT,A35_INPUT,B35_INPUT,AREA35_INPUT,X_OUTPUT,Y_OUTPUT,MAG_OUTPUT,RAD_OUTPUT,ELLIP_OUTPUT,THETA_OUTPUT,A_OUTPUT,B_OUTPUT,AREA_OUTPUT,Separation
601.9,2457.8,16.4257327425725,8.111,0.0600000000000001,-71.6,78.1902140505895,73.4988012075541,18054.3779766933,601.8594,2457.8667,16.4386692857695,9.237,0.06,-64.72,9.355,8.798,4267,0.030217965993109497
4024.7,337.0,16.8399216434812,8.934,0.2,78.6,89.9354631386117,71.9483705108893,20328.3350747991,4024.5901,337.1199,16.8571408809036,9.994,0.175,79.54,10.687,8.819,4371,0.04736813431125283
2912.7,675.0,16.9961889450301,11.472,0.25,-49.9,114.18895561226,85.6417167091951,30722.6970079638,2912.6304,675.0782,17.0160358184251,12.359,0.232,-50.01,13.513,10.381,5700,0.04487424377743069
3266.9,1575.1,17.3664779471984,9.215,0.39,34.4,102.388504279019,62.4569876102016,20090.1003102662,3266.8333,1575.3761,17.3815692326417,10.451,0.344,35.26,12.395,8.135,4118,0.06432892160372733
550.2,3450.1,17.4186720916456,10.633,0.17,-50.4,98.9582828508979,82.1353747662452,25534.7885848872,550.1498,3450.178,17.4383470572548,11.552,0.153,-53.03,11.874,10.059,4476,0.04349734155967892
647.2,1664.5,17.7436581792963,7.921,0.18,-77.5,75.6757926198118,62.0541499482457,14752.9096220741,647.1263,1664.7225,17.7584791780543,9.084,0.164,-75.93,9.517,7.954,2982,0.055463840431011956
3643.5,1383.9,18.0403706312713,8.704,0.25,-46.9,84.1850197435097,63.1387648076322,16698.6273208061,3643.396,1383.7103,18.044967227058,9.894,0.231,-53.15,10.671,8.208,3053,0.04423764124542072
620.5,1435.8,17.9510267010832,10.958,0.29,-25.9,105.999134620987,75.2593855809009,25061.8346772823,620.379,1436.0123,17.9752992802686,11.871,0.257,-26.61,12.641,9.398,3880,0.06887884145178337
2329.2,3768.1,18.1818857565448,7.129,0.24,-41.4,69.8065986277808,53.0530149571134,11634.7329500364,2328.6924,3768.1541,18.1895954037001,8.449,0.183,-30.55,9.135,7.463,2488,0.1032411373684376
111.1,2197.2,17.7839745750768,9.736,0.3,-81.0,97.5551809589289,68.2886266712502,20929.0054173938,111.5934,2197.4011,17.7759874061673,11.051,0.196,-81.32,11.61,9.335,3716,0.10775628121174265
3056.7,2544.2,18.5275050059928,10.521,0.18,37.4,91.5879292875716,75.1021020158087,21609.2754492717,3056.6423,2544.2976,18.5546723398658,11.374,0.146,33.52,11.098,9.482,3060,0.058877959961066734
