id,x,y,luminosity_counts,xx,yy,xy
1,210.097272195236,7.81752150861578,4.44943622210599,6.21419999022672,5.69587194422019,0.513320464112696
2,275.881694551661,7.07791809705257,66.7156713623067,14.1102940589714,11.7360752426805,-0.0515602619937943
3,641.063368198151,7.95054654521606,NA,NA,NA,NA
4,994.179808512448,9.21788942582944,205.778097249602,16.6448019933352,18.0628209792113,1.03099060899546
5,1405.1001379006,8.94258284203672,NA,5.27980114972357,7.25027831722428,-1.31598871793707
6,1989.1966467481,8.01428501854244,10.0462172901056,10.1940359230804,6.93743264808757,0.747844466913119
7,2394.18908771824,10.3100558925515,7.51177573016426,17.1557518981585,15.9126285547097,4.57642139783206
8,2724.93852275773,9.22507964223715,18.3877269546991,8.52772125006506,11.149375247233,-1.74447331126136
9,3323.12884875816,8.0027698028018,NA,6.9225075559975,7.30001492802779,-0.798546435723379
10,3570.92794630418,6.71128919951469,NA,5.43997779488952,6.36104337922715,1.26359761607
11,3992.00962937821,6.35938632955538,NA,6.75863872286667,10.6848460582579,-0.0125814289926751
12,3445.04418136255,11.8516379931373,NA,4.50427336830175,5.14570291205015,2.09177875561326
13,471.244970175315,14.0596585484983,3.16028782305321,12.6027349323983,2.36933723182701,1.20723056218619
14,590.875787526079,11.8641026666563,6.99608862552236,11.8698598063315,44.3148466155721,-0.0721691587698914
15,703.654212451496,16.7488363338479,NA,69.7513797058711,30.1483254110746,18.1654297166298
16,122.200403019768,28.9577960316916,54.0652508106191,13.3281605578169,16.1798324089237,2.89018958018971
17,2942.74150752281,23.3274070248867,12.4026634899513,20.5003429766738,132.13513889566,-8.28642277261576
18,738.070657184062,21.142954682678,NA,5.99386105519659,6.42862788391697,0.255181634758013
19,449.737037624606,30.3811479204237,16.3030949444355,12.41924653947,16.2375004618495,-0.949588999064318
20,1796.04077995656,28.0459012567003,13.1186143683284,15.8869226940158,11.8111279148028,-1.1126122577155
21,3966.14732991421,24.1007082150604,6.15625742315741,4.22432035123485,85.0703934774249,-8.9432677693114
22,2516.90982372605,27.9594412347329,5.70018529979995,15.237927971292,5.52514828724959,1.63458683928733
