id,x,y,luminosity_counts,xx,yy,xy
1,275.86741881888,7.06760176227219,66.1778722017067,13.0633031826507,11.4334870231429,-0.343146369867696
2,640.335795689761,9.7872427837307,7.37326180420223,10.0157992092568,14.7282391512327,1.3422377466737
3,1405.88609058075,8.14298233360888,7.63735490270187,11.1251264100238,7.84677850225049,-3.05065323872085
4,1989.87319542463,8.2537907967035,10.904432786927,8.86788624761547,8.54059568357622,0.488001791136422
5,2725.04872457393,9.23135052873313,16.9738094148884,7.70783922163059,10.2730118527291,-0.52473996450984
6,3322.26636540762,7.57028150762112,8.36302886769749,13.1535394797352,10.1864217516217,-1.07186180514046
7,3571.25874321885,6.18540247009144,10.0861027395988,10.8711058945974,9.71085762272352,0.134467408862721
8,3992.06282974935,6.33484060530679,NA,7.13990985055967,10.3940641409158,-0.719350171704791
9,2393.87211040463,10.0909914522371,5.41024158889542,14.0356504258186,7.75797973161007,-1.40110102888375
10,593.243932695782,11.995913418016,NA,6.3056801359418,8.04924774361359,-2.22410519314693
11,2912.10675010084,11.249159373353,NA,9.18512503832739,6.35658879800457,-1.2653523287645
12,122.244898101946,28.9740442535727,53.0779694153189,12.4248013754627,14.4515633976983,1.52194637032455
13,703.372069448475,17.7760540321736,6.50947740456638,12.713131170091,9.05756789535031,-2.31860827054462
14,737.05651234925,21.6542106172296,3.82706810829073,7.49537672759662,7.08925274439944,-1.81768441881233
15,1796.03837453615,27.9888710074527,11.0356629191724,10.2467370825938,13.2089265646789,2.5653385953736
16,3965.14871886045,23.7693517382233,4.31609632928269,8.85218880923525,16.9825018635234,1.07975706902037
17,449.777500590689,31.0635314727457,15.7148621568113,12.7275210515043,13.2442985992451,-1.31832039505987
18,2519.01061254053,27.8086911586826,6.61021854588105,13.6746811211036,7.13644292953838,-2.38371682474595
19,4127.99007556953,31.0299097189726,NA,6.28374108682122,9.19229308047619,-0.47861339685167
20,994.193474058809,9.2169610373374,207.59938444504,16.8681280871173,18.06697559113,1.19151412411581
21,1102.03865158826,35.1039852493291,6.35449729928678,7.02045484598588,19.5629951019233,-0.636288822980889
22,3823.9227083743,35.0544674162744,5.77124381599833,9.76095399946698,6.89380572268659,2.02966900588666
23,1205.95130033075,53.9539571380877,31.8063446727736,12.6659035245809,13.0971523897052,0.854573672938353
24,3907.13658502922,36.7227818628079,NA,7.97063387495291,7.80577202318202,1.18089941440664
25,3152.58423372094,40.5999205419174,20.5989482249058,9.95795339936487,10.3440170933128,1.97137722815829
26,2447.77909757632,41.7609798319851,22.1272703813909,15.4502503268495,14.5647077755396,2.21329649116185
27,1680.54157830477,46.2508900003376,45.1604221303314,9.10620762893537,9.22387893392115,-0.273060040370988
28,2404.68040338888,43.5287927961044,9.92931916363392,9.68009777212393,8.25038598000795,-0.735088058385494
29,3986.0703460296,49.1823911700599,38.4636608052824,16.5491348994365,49.5945429326535,-3.10797193316287
30,1916.98083627497,51.810695990416,199.103746585349,13.5211270100233,15.2666348683655,-1.453398549674
31,2744.77729343202,45.8686281802359,9.78725507245843,11.4303414176548,10.0587286998104,-2.2642026847489
32,1327.67787059008,47.6821253918964,7.24507924467599,12.2502138836482,43.384947795542,9.14776302724138
33,3559.86767160029,47.1355252519913,NA,8.55812986263766,8.87233751571339,-1.17626270196929
34,3600.15185923732,51.0588734889036,37.9642801358464,13.6858672438336,11.8904934298762,-0.538465397070763
35,537.895371554261,47.0506396829646,NA,5.84978027542769,4.66199533232833,1.33038166100035
36,1408.96563357119,55.3359559721319,28.1039346547315,13.2298275388437,12.2182607107217,-1.95315508451752
