PSF,ACCEPTED,TOTAL,SAMPLING,CHI2DOF,FWHM,ELLIP,RESI,ASYM
calexp-HSC-R-8283-38.psf.fits,424,432,1,0.99,4.26,0.02,0.02,0.02
