ID,NDET,NMATCH,SKYMEAN,SKYSTD,LUMFRAC25ALL,LUMFRAC50ALL,LUMFRAC75ALL,LUMFRAC25BIG,LUMFRAC50BIG,LUMFRAC75BIG
denlo1a,5492,2716,0.00489217010366482,0.000747069023029421,0.831046899114215,0.889095716959035,1.02131730996754,0.851915163335679,0.856949225857618,0.863245423688607
denlo1b,4120,2257,0.00154988239726177,0.000626754302468322,0.809733982260111,0.858496053436256,0.917549533613852,0.848353387471476,0.854511210443389,0.863160653193874
denlo4a,4597,1734,0.00581685219580198,0.00242155555179718,0.695380944423789,0.772260640676781,0.956833082298375,0.656308530553922,0.677839126722301,0.783041190027865
denlo4b,3962,1412,0.00160664171121487,0.00238019483258085,0.682032253419879,0.73778939977272,0.850827259239454,0.661184144108579,0.707315806058451,0.844954785398868
denhi1a,9895,4924,0.00696595240928908,0.00086184669743202,0.831702295065749,0.897759682469759,1.03608552263462,0.848806817581468,0.857673335910302,0.859935110068678
denhi1b,7123,4441,0.000104772689285777,0.000719059051728336,0.842014394397539,0.888171934639863,0.973202372807982,0.852554961141514,0.856021979144041,0.859798688341742
denhi4a,9348,3503,0.00969591071688183,0.00291187793602242,0.703445563803213,0.784756024748622,0.968111363161422,0.69189064800971,0.735513871231794,0.850422625160911
denhi4b,6824,3075,0.00257515499501871,0.00299398462653772,0.695499832386562,0.754633750097251,0.879112064907595,0.71984094882755,0.764115127896857,0.888282700728676
