NUMBER,X_IMAGE,Y_IMAGE,FLUX_AUTO,MAG_AUTO,A_IMAGE,B_IMAGE,KRON_RADIUS,PETRO_RADIUS,FLUX_RADIUS,ELLIPTICITY,THETA_IMAGE,BACKGROUND,THRESHOLD,ISOAREA_IMAGE,CLASS_STAR
1,2527.9429,109.1302,278.7018,20.8872,7.593,5.044,4.06,6.6,8.136,0.336,86.99,0.002706515,0.0746726,716,0.001
2,2753.8054,65.3041,1586.143,18.9991,8.477,6.309,3.5,5.28,8.126,0.256,63.11,0.003984995,0.0746726,1643,0.034
3,2281.6414,64.2587,346.6339,20.6503,7.616,6.275,4.31,6.6,9.285,0.176,-54.69,0.003264724,0.0746726,939,0
4,1055.5436,71.7074,117.631,21.8237,5.426,3.976,3.5,5.94,6.159,0.267,-81.2,0.00174643,0.0746726,373,0
5,3847.8728,54.5147,229.3846,21.0986,6.319,4.9,3.95,5.94,7.363,0.225,-8.8,0.003979551,0.0746726,584,0.001
6,1791.6583,50.298,148.2156,21.5728,6.215,4.377,4.01,5.94,7.364,0.296,43.05,0.00371416,0.0746726,478,0
7,3409.1152,34.5033,508.1703,20.235,7.398,5.733,3.65,5.28,7.817,0.225,-19.43,0.007263776,0.0746726,999,0.001
8,3758.1909,43.5516,43.66501,22.8997,3.508,2.979,4.94,5.94,5.077,0.151,56.62,0.00585834,0.0746726,160,0
9,3143.4111,37.7618,24.79844,23.5139,3.101,2.258,6.07,7.92,5.703,0.272,-60.03,0.001056723,0.0746726,83,0
10,1592.8402,38.5532,26.71221,23.4332,2.942,1.849,7.74,10.56,10.79,0.372,-67.28,0.001193095,0.0746726,47,0
11,125.8923,38.1746,26.97733,23.4225,2.757,2.498,6.87,10.56,7.347,0.094,-4.09,0.004309643,0.0746726,65,0
12,1214.0984,28.5945,52.87743,22.6918,5.24,3.236,4.99,7.92,7.753,0.382,-43.62,0.001794736,0.0746726,202,0
13,3254.9441,26.7867,74.42644,22.3207,4.743,3.561,4.53,7.26,6.543,0.249,87.57,0.003321036,0.0746726,264,0
14,829.6922,29.4164,63.88031,22.4866,3.565,2.868,3.56,5.94,3.985,0.195,17.71,0.001926497,0.0746726,181,0.001
15,2621.2227,28.6126,14.46868,24.0989,2.705,1.739,6.11,7.26,4.668,0.357,-69.45,7.961586e-05,0.0746726,46,0
16,3377.1189,23.5477,40.03689,22.9938,3.354,2.634,6.89,10.56,7.935,0.215,-30.07,0.007919099,0.0746726,101,0
17,968.4014,23.2609,20.79743,23.705,3.11,2.305,5.17,7.26,4.971,0.259,8.81,0.002972885,0.0746726,83,0
18,888.0424,22.3175,33.603,23.1841,3.667,2.492,5.17,8.58,5.407,0.32,13.2,0.003110469,0.0746726,129,0
19,2388.5845,18.5794,25.90763,23.4664,3.469,2.478,4.67,8.58,5.218,0.286,-36.68,0.004978515,0.0746726,104,0
20,4096.0537,17.4877,15.27638,24.0399,2.435,2.043,3.97,6.6,3.4,0.161,-41.49,0.0008226706,0.0746726,68,0
21,617.8602,15.2368,34.74133,23.1479,3.72,2.42,5.61,7.92,5.825,0.349,-51.9,-0.000500255,0.0746726,120,0
22,4197.6504,11.9463,24.2069,23.5402,2.883,1.633,4.48,6.6,3.153,0.433,88.47,0.001827929,0.0746726,70,0
23,3751.1589,8.3889,101.9792,21.9787,4.527,3.963,3.5,5.94,5.545,0.125,-4.88,0.008012555,0.0746726,316,0
24,351.0767,10.8556,151.7862,21.5469,5.096,4.167,3.76,5.94,5.911,0.182,-53.98,0.0004636644,0.0746726,414,0.001
25,179.7964,10.8822,51.88516,22.7124,3.171,2.872,3.96,5.94,4.141,0.094,83.47,0.005377388,0.0746726,162,0
26,1867.6869,11.8454,17.61113,23.8855,2.594,1.96,4.64,7.92,3.912,0.244,-78.94,0.004929162,0.0746726,63,0
27,1299.4596,5.9346,72.86034,22.3438,4.998,3.83,4.58,6.6,6.045,0.234,2.82,0.001953145,0.0746726,267,0
28,1280.6008,3.3089,18.43484,23.8359,3.11,2.025,4.94,8.58,4.606,0.349,0.41,0.001979087,0.0746726,69,0
29,3027.4414,12.7554,9.22672,24.5874,1.965,1.467,6.26,10.56,3.95,0.253,47,0.005486015,0.0746726,31,0
30,1700.4581,5.4922,83.35328,22.1977,4.563,3.173,3.63,5.94,4.878,0.305,-3.01,0.002845625,0.0746726,244,0
31,3933.9778,11.7018,3.667578,25.5891,0.736,0.681,8.55,10.56,3.322,0.074,-6.03,0.002402094,0.0746726,5,0
32,1808.9105,9.4253,8.449603,24.6829,1.809,1.166,7.36,10.56,4.263,0.355,-4.28,0.004645979,0.0746726,14,0
33,936.118,6.1688,18.0335,23.8598,2.542,2.327,4.04,7.92,3.879,0.085,-0.32,0.00339142,0.0746726,76,0
34,520.4356,10.3333,2.50447,26.0032,1.032,0.477,7.42,7.92,2.436,0.537,-81.6,0.0005023576,0.0746726,6,0
35,3543.145,5.2956,20.19106,23.7371,2.732,2.317,3.72,7.26,3.907,0.152,-23.56,0.0004074872,0.0746726,91,0
36,3294.1753,7.8698,4.80963,25.2947,1.302,1.07,7.12,10.56,3.108,0.178,-58.11,0.008772242,0.0746726,12,0
37,3862.3005,5.6653,3.977645,25.5009,0.982,0.772,7.63,7.92,2.988,0.214,45.46,0.003787505,0.0746726,8,0
38,4180.9873,2.7353,4.139385,25.4577,1.755,0.785,6.27,6.6,2.83,0.552,-27.61,0.001803345,0.0746726,15,0
39,892.7991,2.996,5.442565,25.1605,1.562,0.97,7.01,10.56,3.464,0.379,-7.53,0.003437977,0.0746726,12,0
40,3150.2549,30.1712,17.21274,23.9104,2.612,2.006,5.61,6.6,4.173,0.232,-13.89,0.001074654,0.0746726,57,0
41,4075.8535,28.3274,11.59287,24.3395,2.397,1.244,7.52,10.56,5.571,0.481,-86.81,0.0003522391,0.0746726,21,0
42,643.6107,12.8247,3.870379,25.5306,1.256,0.714,7.16,7.26,2.907,0.432,-6.96,-0.0001554714,0.0746726,6,0.061
43,3493.3608,32.4818,9.679127,24.5354,1.998,1.736,5.52,6.6,3.454,0.131,70.87,0.0005517183,0.0746726,40,0
44,1351.8365,31.2321,13.0694,24.2094,2.293,1.841,4.71,8.58,3.693,0.197,-49.37,0.001780889,0.0746726,54,0
45,3868.1133,50.6823,62.13578,22.5166,2.979,2.867,3.94,5.94,3.851,0.038,-80.3,0.003193105,0.0746726,162,0.001
46,3698.0566,25.5565,9.518368,24.5536,1.513,1.119,7.88,10.56,4.649,0.26,10.47,0.00456787,0.0746726,14,0
47,1435.5077,30.3923,9.018005,24.6122,1.875,1.208,7.55,3.5,4.492,0.356,87.24,0.0007213054,0.0746726,17,0
48,3362.7466,22.3938,7.918023,24.7535,1.943,0.732,8.03,10.56,4.526,0.623,10.78,0.008038249,0.0746726,12,0
49,184.5291,87.5656,181.1959,21.3546,7.456,4.695,4.03,5.94,8.229,0.37,28.34,0.00178153,0.0746726,602,0
50,1245.9154,25.9084,4.472677,25.3736,1.759,0.609,7.85,5.94,3.304,0.654,35.83,0.002018506,0.0746726,11,0.001
51,1057.1952,21.3793,4.052713,25.4806,1.052,0.709,8.71,10.56,3.149,0.327,-24.76,0.001663186,0.0746726,6,0.008
52,710.5394,72.7025,104.3833,21.9534,4.377,4.047,3.78,5.94,5.722,0.075,59.98,0.001742644,0.0746726,315,0
53,597.094,41.8615,18.82232,23.8133,2.845,2.226,5.99,8.58,5.406,0.218,21.63,-0.0003716203,0.0746726,64,0
54,4033.1914,24.6358,2.39844,26.0502,1.02,0.386,7.69,10.56,2.509,0.621,85.5,0.00111633,0.0746726,5,0.001
55,158.3375,42.6431,18.71028,23.8198,2.497,2.297,4.98,6.6,4.133,0.08,-3.21,0.004089428,0.0746726,73,0
56,2896.4565,37.4518,7.199444,24.8568,1.756,1.356,6.29,9.24,3.424,0.228,86.82,0.0005815969,0.0746726,25,0
57,4150.0366,28.5496,3.527438,25.6314,1.074,0.65,7.81,6.6,2.933,0.395,63.09,0.001813284,0.0746726,7,0
58,3813.9846,54.5806,30.366,23.294,3.432,2.117,6.04,9.9,5.849,0.383,-39.99,0.005339724,0.0746726,97,0
59,1859.8956,40.954,8.363874,24.694,1.96,0.952,7.69,10.56,4.306,0.514,-75.2,0.003949618,0.0746726,16,0
60,28.5667,36.3117,8.183006,24.7177,1.653,1.411,6.58,5.28,3.784,0.147,46.1,0.001721823,0.0746726,25,0
61,337.6522,37.3566,6.96207,24.8932,1.842,1.036,6.68,10.56,3.562,0.437,-27.85,0.0001903091,0.0746726,18,0.001
62,2985.9927,29.9937,4.548823,25.3553,0.798,0.797,7.93,10.56,3.575,0.001,-17.19,0.004991356,0.0746726,6,0
63,2176.4109,46.3901,15.16703,24.0477,2.13,1.967,5.6,7.92,3.725,0.077,-1.75,0.001923706,0.0746726,54,0
64,649.5059,35.9727,3.1848,25.7423,1.364,0.5,7.46,10.56,2.625,0.633,-89.98,0.0005379673,0.0746726,9,0
65,2997.4888,33.443,5.0391,25.2441,0.925,0.912,7.26,8.58,3.581,0.014,-59.71,0.004929075,0.0746726,10,0
66,3000.0369,65.4758,47.20399,22.8151,3.925,3.224,5.06,7.26,5.761,0.179,12.76,0.004187312,0.0746726,176,0
67,3005.8096,46.8584,11.33027,24.3644,2.059,1.093,7.44,10.56,5.249,0.469,-51.05,0.004590035,0.0746726,22,0
68,1726.5165,40.8686,8.109383,24.7275,1.869,1.079,7.5,10.56,4.285,0.423,26.33,0.003238527,0.0746726,18,0
69,260.4195,38.8702,5.102525,25.2305,1.277,0.785,7.78,3.5,3.913,0.385,61.6,0.001195687,0.0746726,10,0
70,2421.0957,64.7452,43.61879,22.9008,2.866,2.684,4.65,5.94,3.897,0.063,35.27,0.003681408,0.0746726,131,0
71,2307.6829,44.7123,13.22136,24.1968,1.77,1.297,7.52,10.56,5.56,0.268,-45.85,0.004044081,0.0746726,25,0
72,1632.1252,205.1597,939.0823,19.5682,8.156,7.287,3.5,5.28,8.927,0.106,-22.75,0.002411217,0.0746726,1529,0.002
73,2589.7366,68.0321,31.96868,23.2382,3.979,2.906,4.66,7.92,5.869,0.27,-11.15,0.0007517057,0.0746726,127,0
74,1906.9285,68.1778,42.08817,22.9396,2.701,2.609,5.06,7.92,4.125,0.034,-36.08,0.002200864,0.0746726,123,0
75,2371.8418,66.8961,29.05004,23.3421,2.904,2.524,5.11,7.26,4.604,0.131,49.01,0.00337479,0.0746726,102,0
76,2835.1216,41.6583,6.262041,25.0082,1.021,0.743,8.87,10.56,4.116,0.273,-75.92,0.001402708,0.0746726,10,0.001
77,2490.5454,49.9173,10.9403,24.4024,2.034,1.445,6.1,9.24,3.739,0.289,-34.26,0.00356208,0.0746726,37,0
78,3009.8186,50.8388,14.30346,24.1114,1.804,1.299,7.97,10.56,6.781,0.28,-73.62,0.004480721,0.0746726,23,0
79,842.6329,56.7248,14.5205,24.095,2.491,2.055,5.36,8.58,4.426,0.175,23.72,0.001885609,0.0746726,57,0
80,2785.5793,55.2933,11.3682,24.3608,1.878,1.376,7.68,10.56,4.975,0.267,-45.33,0.00378097,0.0746726,26,0
81,3121.7788,57.506,14.46098,24.0995,2.024,1.4,7.6,10.56,5.93,0.308,-15.73,0.0009565184,0.0746726,25,0
82,1853.9093,76.1015,23.2907,23.582,3.152,2.048,5.95,9.24,5.365,0.35,-76.56,0.002895034,0.0746726,76,0
83,3226.8899,51.583,8.384519,24.6913,2.035,0.898,7.44,10.56,4.363,0.559,8.46,0.0009635183,0.0746726,18,0
84,3897.3066,71.0941,12.92213,24.2217,2.374,1.236,7.43,10.56,5.317,0.48,63.27,0.002480016,0.0746726,28,0
85,663.0452,74.1115,23.56317,23.5694,2.456,2.275,6.6,10.56,5.985,0.074,19.9,0.00218215,0.0746726,62,0
86,922.6633,56.6532,3.898721,25.5227,1.24,0.708,6.85,10.56,2.874,0.429,-44.1,0.002982899,0.0746726,9,0
87,3347.1589,204.1638,728.3622,19.8441,9.934,6.371,3.8,5.28,9.553,0.359,86.01,0.001229537,0.0746726,1481,0.001
88,1985.6364,92.5752,33.67461,23.1817,3.558,2.881,5.59,7.26,5.85,0.19,-26.72,0.0009850309,0.0746726,123,0
89,3786.3398,68.631,8.944098,24.6212,2.079,1.405,5.94,9.9,3.897,0.324,-63.34,0.004688723,0.0746726,26,0
90,319.364,64.7494,5.279747,25.1935,1.568,0.693,8.01,10.56,3.731,0.558,69.69,0.0001821773,0.0746726,9,0
91,1830.6377,59.0944,3.584879,25.6138,1.3,0.733,7.36,7.92,2.692,0.436,1.66,0.003579355,0.0746726,9,0
92,1263.2697,108.9631,37.43584,23.0668,2.842,2.564,7.03,10.56,8.105,0.098,-38.45,0.002170702,0.0746726,77,0
93,1233.5082,61.8765,2.242586,26.1231,1.261,0.447,6.75,7.26,2.374,0.645,-22.39,0.002110556,0.0746726,7,0
