NUMBER,X_IMAGE,Y_IMAGE,FLUX_AUTO,MAG_AUTO,A_IMAGE,B_IMAGE,KRON_RADIUS,PETRO_RADIUS,FLUX_RADIUS,ELLIPTICITY,THETA_IMAGE,BACKGROUND,THRESHOLD,ISOAREA_IMAGE,CLASS_STAR
1,795.0836,112.2353,644.7972,19.9764,7.032,5.832,3.56,5.28,7.524,0.171,74.75,0.001103923,0.0806281,1013,0.005
2,1918.0879,52.6269,335.297,20.6864,6.184,5.163,3.76,5.94,7.003,0.165,-60.96,0.003105966,0.0806281,702,0.001
3,1206.8877,54.9123,48.99984,22.7745,3.507,3.097,5.58,7.92,6.064,0.117,12.44,0.002032546,0.0806281,154,0
4,3986.6321,54.8026,39.55839,23.0069,4.22,3.097,5.63,9.24,6.679,0.266,65.44,0.0006085056,0.0806281,123,0
5,3153.9724,41.4946,29.16342,23.3379,3.132,2.495,4.77,7.26,4.882,0.203,-89.36,0.0007421191,0.0806281,101,0
6,2199.6277,15.4888,1193.745,19.3077,9.909,7.685,3.51,5.28,10.27,0.224,-42.85,0.005347305,0.0806281,1762,0.001
7,123.5027,29.9723,91.68302,22.0943,5.126,3.749,4.66,7.92,7.035,0.269,61.29,0.0006048734,0.0806281,290,0
8,2247.5762,11.9446,347.0166,20.6491,7.159,5.552,3.86,5.94,8.046,0.224,-65.37,0.005737326,0.0806281,758,0.001
9,1797.2822,29.2903,19.96302,23.7494,2.316,2.181,7.06,10.56,6.12,0.058,-72.91,0.00314934,0.0806281,44,0
10,995.2814,12.0792,341.6004,20.6662,6.901,6.251,3.93,5.94,8.426,0.094,30.14,0.002088446,0.0806281,809,0
11,704.4897,17.9923,6.745128,24.9275,1.836,0.815,7.77,9.9,3.643,0.556,-82.94,8.508713e-05,0.0806281,13,0.001
12,276.8724,8.4847,100.427,21.9954,4.433,3.79,4.44,6.6,5.87,0.145,2.87,-0.0004128355,0.0806281,286,0
13,2726.1272,10.3887,21.71128,23.6583,2.664,2.289,5.02,7.92,4.186,0.141,79.13,0.001475418,0.0806281,80,0
14,1990.8292,9.6953,19.44107,23.7782,2.699,1.948,6.09,10.56,5.051,0.278,69.64,0.00276177,0.0806281,63,0
15,641.8668,10.5113,10.62728,24.4339,2.182,1.139,7.34,10.56,4.902,0.478,88.56,0.0009789767,0.0806281,21,0
16,2913.1792,12.2076,3.015372,25.8016,0.976,0.344,8.38,10.56,2.794,0.647,-44.76,-0.002925982,0.0806281,3,0.011
17,2394.8589,11.1528,7.327784,24.8376,1.316,0.954,8.05,7.26,5.034,0.275,-16.52,0.004000465,0.0806281,9,0
18,3993.561,4.7053,33.06559,23.2016,3.858,2.314,4.33,7.92,4.604,0.4,1.48,-0.0001054549,0.0806281,123,0
19,1406.2678,9.7288,10.10352,24.4888,1.633,1.225,7.6,3.5,4.766,0.249,-31.58,0.006548128,0.0806281,21,0
20,3572.3562,6.588,13.0506,24.2109,2.124,1.714,6.09,9.9,4.137,0.193,-78.12,0.0007182126,0.0806281,39,0
21,3323.011,9.5107,8.660418,24.6562,2.053,0.901,8.41,10.56,4.449,0.561,7.66,7.628196e-05,0.0806281,12,0
22,1389.6146,3.5169,5.304351,25.1884,1.169,1.049,7.11,10.56,3.11,0.102,8.2,0.006947856,0.0806281,13,0
23,1681.6964,47.456,63.56406,22.492,3.232,3.164,3.75,5.94,4.265,0.021,-2.91,0.0001554025,0.0806281,184,0
24,2448.6123,42.7117,34.88626,23.1434,3.486,2.591,5.95,7.92,6.141,0.257,-41.65,0.0031231,0.0806281,114,0
25,450.6279,31.7766,20.7149,23.7093,2.28,1.959,6.44,10.56,5.241,0.141,-56.18,0.001442682,0.0806281,59,0
26,2177.241,62.4399,82.47807,22.2092,3.923,3.341,5.3,7.26,5.801,0.148,-85.85,0.002792402,0.0806281,218,0
27,3601.1899,52.1886,60.12328,22.5524,3.837,3.539,4.89,7.92,6.094,0.078,8.43,0.001280543,0.0806281,196,0
28,2106.1807,92.0459,65.46614,22.46,5.983,3.405,5.72,7.92,9.479,0.431,50.7,0.001719584,0.0806281,199,0
29,2945.2129,23.2197,2.115341,26.1865,1.348,0.319,7.83,7.92,2.198,0.763,30.98,-0.0004349329,0.0806281,4,0
30,2962.834,128.873,171.6777,21.4132,8.125,4.156,4.26,6.6,8.321,0.488,83.28,0.00496795,0.0806281,533,0
31,2745.5754,46.4014,12.91916,24.2219,2.224,1.667,6.51,10.56,4.534,0.25,-88.45,0.001659549,0.0806281,38,0
32,971.7995,38.4169,10.67994,24.4286,1.789,1.077,7.8,10.56,5.008,0.398,74.67,0.001667005,0.0806281,19,0
33,1409.5994,56.881,48.18684,22.7927,3.957,3.101,5.36,7.92,6.452,0.216,-24.01,0.003416918,0.0806281,165,0
34,2405.7795,44.7124,14.17758,24.121,2.243,1.754,5.54,9.24,3.96,0.218,52.31,0.002808976,0.0806281,45,0
35,4130.9985,31.4044,5.535124,25.1422,1.05,0.582,8.59,10.56,4.389,0.445,74.26,-0.000950452,0.0806281,3,0.001
