NUMBER,X_IMAGE,Y_IMAGE,FLUX_AUTO,MAG_AUTO,A_IMAGE,B_IMAGE,KRON_RADIUS,PETRO_RADIUS,FLUX_RADIUS,ELLIPTICITY,THETA_IMAGE,BACKGROUND,THRESHOLD,ISOAREA_IMAGE,CLASS_STAR
1,2528.0227,109.1944,280.0859,20.8818,7.937,5.083,4.04,5.94,8.193,0.36,89.25,0.001380975,0.0739011,765,0.001
2,2753.845,65.2974,1588.761,18.9974,8.529,6.31,3.5,5.28,8.134,0.26,64.22,0.003336408,0.0739011,1663,0.041
3,1055.7168,71.8159,122.3974,21.7806,5.5,3.99,3.83,6.6,6.354,0.274,-80.07,0.001901586,0.0739011,376,0
4,2281.6814,64.5562,334.4847,20.6891,7.366,6.415,3.92,5.94,9.054,0.129,-47.98,0.001741657,0.0739011,926,0
5,2549.678,65.8174,9.228636,24.5872,1.725,0.997,8.05,10.56,4.393,0.422,-74.87,0.0007552136,0.0739011,13,0
6,1791.5486,50.2199,148.9161,21.5676,6.129,4.375,4.04,6.6,7.346,0.286,47.13,0.001704826,0.0739011,464,0
7,3409.1606,34.5646,515.5846,20.2193,7.411,5.806,3.78,5.28,7.914,0.217,-20.75,0.006531782,0.0739011,1015,0.001
8,3847.7493,54.6118,225.5795,21.1168,5.881,5.128,3.86,5.94,7.267,0.128,-0.33,0.00535627,0.0739011,597,0.001
9,3150.3564,30.1352,16.35656,23.9658,2.61,1.864,5.52,6.6,3.821,0.286,-64.13,0.001371799,0.0739011,60,0
10,127.1681,38.7001,25.71717,23.4744,2.883,2.008,7.36,10.56,7.284,0.304,-38.93,0.000713099,0.0739011,55,0
11,3254.9182,26.7487,76.24717,22.2944,4.65,3.905,4.52,7.26,6.69,0.16,77.5,0.002422621,0.0739011,283,0
12,1212.5697,29.8165,57.97878,22.5918,4.477,3.394,5.83,9.9,8.211,0.242,-46.24,0.001054561,0.0739011,179,0
13,829.6827,29.2874,64.4412,22.4771,3.7,2.762,3.83,5.94,4.009,0.253,21.92,0.00262103,0.0739011,187,0.001
14,2621.3464,27.6197,14.73861,24.0789,2.732,2.024,5.97,6.6,4.847,0.259,-64.56,0.000822371,0.0739011,52,0
15,3374.9182,23.6863,42.48532,22.9294,5.784,2.485,5.94,10.56,8.486,0.57,2.22,0.007387909,0.0739011,130,0
16,968.1354,23.2416,21.75836,23.6559,2.77,2.383,5.26,8.58,5.016,0.14,17.5,0.003182067,0.0739011,81,0
17,888.3922,22.3009,36.62399,23.0906,3.985,2.513,5.34,7.26,5.789,0.369,16.64,0.004126073,0.0739011,140,0
18,2389.05,18.4899,31.54183,23.2528,3.137,2.788,5.87,9.24,6.059,0.111,-31.82,0.001879631,0.0739011,111,0
19,617.0595,16.151,33.09652,23.2005,4.224,2.293,5.41,7.92,5.754,0.457,-49.41,0.0003677705,0.0739011,121,0
20,1598.0822,21.2822,11.08437,24.3882,1.803,1.103,8.3,10.56,5.861,0.389,52.88,0.001389766,0.0739011,16,0
21,351.1586,10.8608,156.4225,21.5143,5.199,4.282,3.9,5.94,6.17,0.176,-53.18,0.004713692,0.0739011,424,0.001
22,4096.1235,17.6719,16.40292,23.9627,2.601,2.179,3.94,6.6,3.68,0.162,-63.46,0.002458724,0.0739011,74,0
23,3751.0669,8.3342,111.4924,21.8819,4.909,4.024,3.84,6.6,5.902,0.18,-2.26,0.01285772,0.0739011,348,0
24,4197.4253,11.9177,26.79877,23.4297,2.978,1.903,4.71,6.6,3.529,0.361,88.56,0.003429895,0.0739011,86,0
25,179.9822,10.9116,53.91426,22.6707,3.2,2.998,4.1,5.94,4.263,0.063,70.89,0.001142046,0.0739011,169,0
26,1299.5648,6.274,74.44485,22.3204,4.846,4.058,4.48,6.6,6.193,0.163,1.44,0.002356265,0.0739011,285,0
27,3027.1353,12.3007,11.58456,24.3403,2.458,1.546,6.86,3.5,4.66,0.371,69.79,0.00530645,0.0739011,33,0
28,1867.6536,11.275,13.62588,24.1641,2.189,1.935,4.34,7.26,3.441,0.116,-13.63,0.0016541,0.0739011,52,0
29,1700.2094,5.3267,85.53574,22.1696,4.456,3.06,4.21,6.6,4.963,0.313,-1.47,-9.051728e-05,0.0739011,228,0.001
30,936.1305,5.41,15.25809,24.0412,2.398,2.117,4.94,8.58,3.898,0.117,-24.14,0.004611401,0.0739011,58,0
31,3543.1267,5.3,19.36996,23.7822,2.569,2.324,4.48,7.26,3.732,0.095,74.05,0.0005322842,0.0739011,83,0
32,3862.5332,5.5734,3.87743,25.5286,1.412,0.523,7.61,9.9,3.102,0.63,-44.55,0.004853209,0.0739011,4,0.001
33,894.2164,3.0296,4.255303,25.4277,1.625,1.137,5.61,6.6,2.561,0.3,56.8,0.004761382,0.0739011,18,0
34,4180.8809,3.4509,5.946052,25.0644,1.528,1.086,6.9,10.56,3.378,0.289,67.95,0.0033199,0.0739011,15,0
35,1280.4479,3.2356,18.76756,23.8165,3.691,1.758,4.49,7.26,4.577,0.524,-7.5,0.002126073,0.0739011,77,0
36,1351.7371,30.717,13.927,24.1404,2.129,1.908,4.63,7.26,3.331,0.104,39.02,0.001963265,0.0739011,52,0
37,3758.178,43.5531,46.58638,22.8294,3.295,3.225,5.2,7.92,5.508,0.021,-39.15,0.00908076,0.0739011,156,0
38,3697.4819,24.3014,12.45935,24.2613,2.15,1.753,6.7,10.56,5.455,0.184,27.97,0.002954358,0.0739011,29,0
