OBJ_ID,X,Y,BRIGHTNESS,MAGNITUDE,SEMI_MAJOR,SEMI_MINOR,MAX_X,MAX_Y,SN,ELLIPTICITY,POSITION_ANGLE,SKY,STD,AREA,UPPERLIMIT
809,3865.141,637.251,5.0183,25.249,4.45,3.234,3874,646,5.298,0.273,-55.312,0.0006155,0.05485,177,0.73931
810,3513.229,643.761,4.9489,25.264,5.358,2.963,3524,650,5.094,0.447,-3.086,0.001261,0.05382,200,0.8109
811,2006.048,1862.989,103.5,21.963,19.133,7.209,2031,1900,29.501,0.623,63.575,-0.0004477,0.05455,2046,2.5075
812,2026.9,1850.454,25.299,23.492,12.927,4.795,2040,1877,12.519,0.629,67.029,-0.0005399,0.05474,786,1.6962
813,155.151,1826.258,4.4828,25.371,4.523,3.242,164,1832,4.775,0.283,3.053,0.001506,0.05451,184,0.74987
814,2460.438,1070.768,5486.6,17.652,23.485,19.256,2575,1176,296.359,0.18,-13.929,0.001204,0.05461,22787,NA
815,2346.74,1160.889,286.32,20.858,10.117,8.431,2388,1193,61.096,0.167,-15.649,0.002174,0.05416,2457,2.532
816,2605.136,1102.956,110.54,21.891,14.09,10.469,2631,1147,30.242,0.257,86.875,0.0008719,0.05479,2240,2.0563
817,2556.919,1107.127,123.04,21.775,20.581,9.843,2585,1161,32.709,0.522,72.813,0.001045,0.05479,2274,2.5121
818,2366.941,1017.147,62.409,22.512,10.248,6.43,2385,1047,23.101,0.373,80.948,0.00131,0.05448,1189,1.6923
819,2641.534,1104.989,28.295,23.371,9.173,5.962,2660,1124,13.965,0.35,-57.775,0.001153,0.05464,754,1.6544
820,2338.171,1124.356,34.496,23.156,17.09,8.21,2375,1143,13.968,0.52,5.443,0.001597,0.05406,1225,1.9355
821,2560.372,1068.742,24.231,23.539,13.28,6.438,2584,1089,11.129,0.515,40.674,0.0004491,0.05481,927,1.8906
822,2417.145,1130.63,32.313,23.227,13.915,9.536,2439,1157,13.292,0.315,0.24,0.002216,0.05455,1156,1.9783
823,2528.369,1053.038,21.151,23.687,9.113,5.869,2548,1068,11.666,0.356,-34.201,0.0004383,0.0547,631,1.2894
824,2575.385,1112.451,7.2267,24.853,7.012,3.861,2584,1128,6.004,0.449,55.056,0.0009905,0.05477,295,0.89495
825,1896.644,1857.016,40.205,22.989,20.022,8.858,1925,1890,14.745,0.558,49.664,-0.0002694,0.05422,1489,2.0045
826,1435.424,672.571,30.428,23.292,11.592,5.464,1464,691,14.207,0.529,-28.155,0.0008377,0.05433,860,1.504
827,1431.378,704.659,37.759,23.057,9.589,6.53,1450,727,16.39,0.319,-63.74,0.001041,0.05422,982,1.7385
828,1405.044,670.882,16.316,23.968,6.271,4.707,1417,684,10.677,0.249,-71.239,0.001518,0.05472,434,1.0926
829,1664.425,1838.029,9.3767,24.57,5.731,3.575,1677,1849,7.523,0.376,-19.467,0.001731,0.0549,292,1.0105
830,1510.026,670.673,5.033,25.245,4.86,3.382,1520,677,5.188,0.304,-0.516,-0.0001398,0.05407,192,0.84599
831,654.246,1846.66,4.9544,25.263,4.267,3.263,661,1855,5.146,0.235,61.393,0.0001723,0.05439,187,0.72701
832,3725.223,681.62,4.8148,25.294,4.986,3.995,3733,691,4.9,0.199,-39.826,0.0007045,0.05355,197,0.78546
833,1757.827,1852.44,18.362,23.84,5.769,4.664,1771,1868,12.094,0.192,49.015,0.0004033,0.05418,412,1.1785
834,2497.466,703.272,15.013,24.059,5.941,4.774,2512,717,10.551,0.196,59.856,0.0005727,0.05441,384,1.1726
835,2416.837,717.59,9.0221,24.612,5.898,4.018,2426,729,7.274,0.319,-75.686,0.0003714,0.05397,304,1.1265
836,1948.701,748.849,127.08,21.74,17.204,11.012,1991,777,32.094,0.36,6.302,0.002325,0.05517,2603,2.5569
837,3047.026,737.167,4.0841,25.472,4.078,3.009,3054,745,4.924,0.262,84.691,0.0002532,0.05487,136,0.70045
838,1046.224,750.93,13.129,24.204,5.988,4.847,1059,762,9.564,0.19,65.047,0.0009651,0.05453,361,1.1358
839,1753.775,765.361,56.149,22.627,8.008,6.513,1768,789,23.406,0.187,-1.966,0.0007829,0.0538,907,1.7443
840,1775.787,765.187,31.719,23.247,6.999,5.577,1792,781,16.446,0.203,-62.551,0.0009196,0.05357,622,1.3392
841,261.526,765.146,10.981,24.398,5.74,4.79,273,778,7.991,0.166,3.081,7.275e-05,0.05473,370,1.115
842,3113.43,784.552,34.992,23.14,12.84,6.605,3134,805,15.333,0.486,50.123,-0.0004263,0.0547,950,1.6023
843,4082.621,1881.828,144.6,21.6,12.376,9.485,4124,1909,36.849,0.234,24.081,0.000564,0.05489,2327,2.6387
844,1133.924,698.232,245.08,21.027,13.096,10.326,1177,735,52.345,0.212,2.097,-3.268e-05,0.05429,2958,2.8752
845,1105.269,710.609,27.416,23.405,8.906,5.125,1122,730,14.813,0.425,26.52,0.0004114,0.05435,615,1.6201
846,1126.558,658.624,9.1282,24.599,7.279,4.673,1139,671,6.385,0.358,69.429,0.0003574,0.05465,416,1.2206
847,1113.608,664.044,2.9009,25.844,5.105,3.046,1121,671,3.415,0.403,-46.671,0.0003817,0.05462,151,0.64489
848,3222.626,666.091,5.6835,25.113,4.328,3.556,3231,676,6.051,0.178,-30.904,-0.0006353,0.05456,170,0.62576
849,2585.444,1882.678,23.071,23.592,11.46,4.847,2605,1906,11.945,0.577,-50.649,0.001107,0.05485,711,1.4999
850,1855.111,1020.351,205.91,21.216,11.715,9.23,1891,1053,47.2,0.212,-66.909,0.0003433,0.05435,2645,2.8231
851,1811.754,1048.613,21.112,23.689,8.203,3.608,1833,1058,12.963,0.56,4.918,0.001059,0.05403,470,1.1886
852,1801.831,1033.46,18.062,23.858,7.414,4.82,1816,1045,11.222,0.35,-42.093,0.001158,0.05413,483,1.2557
853,2526.146,676.61,16.407,23.962,6.084,4.314,2537,687,10.902,0.291,-8.836,0.0005663,0.05445,394,1.2395
854,2236.21,784.337,21.075,23.691,8.545,4.993,2251,796,12.103,0.416,-5.095,0.0002934,0.05394,582,1.4216
855,2256.783,783.494,12.819,24.23,5.658,3.298,2266,794,9.866,0.417,62.345,0.0001367,0.05429,310,0.89301
856,3919.562,1009.838,43.595,22.901,12.287,6.338,3951,1037,17.893,0.484,-14.842,0.00134,0.05448,1071,1.7587
857,1407.704,783.792,7.2543,24.849,5.517,4.62,1420,794,5.662,0.163,14.876,0.001328,0.05505,337,1.0047
858,4165.639,792.684,6.9282,24.898,4.688,3.151,4175,801,6.618,0.328,-19.992,-0.0006181,0.05496,215,0.79689
859,3694.993,1022.23,12.112,24.292,8.897,4.887,3707,1043,7.608,0.451,-76.224,0.0001289,0.05472,513,1.2433
