OBJ_ID,X,Y,BRIGHTNESS,MAGNITUDE,SEMI_MAJOR,SEMI_MINOR,MAX_X,MAX_Y,SN,ELLIPTICITY,POSITION_ANGLE,SKY,STD,AREA,UPPERLIMIT
3989,514.507,3654.39,50.926,22.733,8.48,7.104,531,3682,20.964,0.162,57.666,0.003757,0.05468,978,2.1667
3990,2999.738,3651.361,7.4477,24.82,4.65,3.244,3009,3660,7.057,0.302,72.081,0.004062,0.05443,208,0.76254
3991,1650.47,3531.516,91.699,22.094,7.576,5.962,1676,3551,32.046,0.213,43.194,0.003721,0.05405,1051,2.1418
3992,1247.617,3522.605,4.7676,25.304,4.122,3.146,1255,3532,5.115,0.237,-37.225,0.004095,0.05482,165,0.82057
3993,3444.616,3530.499,7.1212,24.869,4.703,3.248,3452,3541,6.628,0.309,78.935,0.003443,0.05466,216,1.1554
3994,199.189,3535.083,14.24,24.116,4.763,4.416,211,3548,10.304,0.073,42.783,0.004097,0.05418,342,1.1409
3995,3803.783,3672.523,60.415,22.547,10.34,7.67,3826,3697,21.94,0.258,-68.491,0.003516,0.05484,1281,2.1389
3996,1055.167,3654.848,4.7915,25.299,5.064,3.05,1065,3664,4.826,0.398,37.915,0.00333,0.0541,193,0.94212
3997,2877.296,3660.509,4.3681,25.399,4.524,3.219,2884,3670,4.564,0.288,88.258,0.004182,0.05454,179,0.86238
3998,1482.048,3666.798,4.4386,25.382,3.82,3.387,1490,3674,4.933,0.113,79.696,0.004966,0.05481,158,0.74198
3999,2100.679,3680.41,8.812,24.637,9.722,5.61,2118,3693,6.118,0.423,-27.232,0.002618,0.05461,426,1.4068
4000,3246.332,3559.963,47.348,22.812,17.327,10.069,3275,3591,16.511,0.419,-24.151,0.004075,0.05446,1544,2.6357
4001,2750.732,3686.214,16.41,23.962,8.11,5.4,2764,3700,10.061,0.334,67.62,0.004327,0.05482,513,1.4696
4002,1226.265,3549.25,9.2418,24.586,7.172,4.875,1240,3560,6.687,0.32,17.559,0.00472,0.05478,374,1.3201
4003,2569.67,3684.429,18.238,23.848,9.277,5.185,2589,3702,10.689,0.441,-42.89,0.003388,0.05486,544,1.5612
4004,257.04,3634.207,110.29,21.894,8.77,7.556,279,3656,34.396,0.138,10.676,0.002079,0.05448,1399,2.4299
4005,271.121,3606.51,37.833,23.055,9.37,5.576,288,3626,17.268,0.405,-83.907,0.002673,0.05446,813,1.917
4006,254.019,3670.592,64.725,22.472,14.159,6.822,278,3702,22.282,0.518,51.224,0.001897,0.05445,1462,2.502
4007,246.508,3602.17,24.809,23.513,6.732,6.636,262,3620,13.086,0.014,-9.314,0.002322,0.05438,640,1.8813
4008,118.388,3687.443,14.658,24.085,6.254,4.476,130,3702,10.053,0.284,-57.661,0.002412,0.05409,386,1.2132
4009,3269.133,3594.594,3.4093,25.668,4.304,3.262,3275,3604,3.684,0.242,67.89,0.004535,0.05473,171,0.77049
4010,2608.188,3688.762,5.5541,25.138,4.252,4.047,2616,3698,5.47,0.048,13.914,0.002982,0.05484,203,0.96421
4011,3318.798,3690.313,6.0666,25.043,5.795,3.521,3330,3698,5.548,0.392,29.633,0.004078,0.0547,238,1.0303
4012,1873.437,3572.761,73.858,22.329,16.835,6.715,1900,3601,25.583,0.601,-74.958,0.003066,0.05478,1314,2.1912
4013,2810.044,3698.454,14.604,24.089,5.891,4.155,2822,3709,10.279,0.295,-39.507,0.004414,0.0546,364,1.269
4014,3345.922,3555.932,14.46,24.1,8.84,4.762,3369,3569,9.115,0.461,-7.041,0.003561,0.05432,480,1.5151
4015,3764.266,3605.917,40.919,22.97,11.964,7.301,3789,3628,16.635,0.39,17.45,0.00338,0.05485,1087,2.273
4016,3709.86,3605.117,4.9896,25.255,4.738,3.405,3718,3614,4.999,0.281,-85.332,0.003255,0.05469,194,0.85747
4017,1685.281,3610.009,3.2374,25.725,3.743,2.049,1690,3618,4.201,0.453,-80.385,0.001461,0.05515,116,0.71382
4018,3956.127,3557.241,19.597,23.77,10.842,5.819,3979,3573,11.183,0.463,-3.162,0.004172,0.05488,571,1.6806
4019,2015.957,3616.212,11.001,24.396,6.272,4.843,2028,3630,7.994,0.228,65.987,0.00318,0.0551,356,1.155
4020,518.065,3713.51,62.19,22.516,10.849,8.19,552,3736,22.954,0.245,-5.247,0.004338,0.05471,1195,2.1969
4021,3049.242,3947.712,377.81,20.557,12.977,8.802,3077,3990,70.032,0.322,82.951,0.00223,0.05419,3094,3.4758
4022,3016.856,3903.514,22.737,23.608,19.495,6.805,3037,3934,10.735,0.651,76.141,0.002498,0.05383,907,1.7364
4023,3003.198,3939.208,14.772,24.076,11.012,5.459,3018,3952,8.526,0.504,0.974,0.002883,0.05402,590,1.6529
4024,709.818,3697.018,2.2785,26.106,3.669,2.421,717,3703,3.103,0.34,-2.745,0.003457,0.05388,110,0.65008
4025,3583.863,3615.253,9.8312,24.518,6.394,3.992,3597,3624,7.374,0.376,18.26,0.003581,0.05472,341,1.0635
4026,938.508,3882.258,4.4227,25.386,5.084,3.369,945,3891,4.497,0.337,78.578,0.003536,0.0551,191,0.81979
4027,72.612,3569.829,42.73,22.923,10.88,4.844,99,3589,19.364,0.555,38.893,0.004339,0.05463,794,1.9544
4028,1927.965,3563.953,8.0932,24.73,4.738,3.301,1938,3574,7.411,0.303,22.256,0.002474,0.05521,215,1.052
4029,2343.376,3709.872,11.545,24.344,9.183,5.765,2361,3723,7.199,0.372,28.267,0.001763,0.05453,510,1.6488
