NUMBER,X_IMAGE,Y_IMAGE,FLUX_AUTO,MAG_AUTO,A_IMAGE,B_IMAGE,KRON_RADIUS,PETRO_RADIUS,FLUX_RADIUS,ELLIPTICITY,THETA_IMAGE,BACKGROUND,THRESHOLD,ISOAREA_IMAGE,CLASS_STAR
1,387.0391,453.5914,7030.456,17.3825,19.073,12.187,3.5,3.5,10.813,0.361,-39.84,0.03677578,0.0812095,8415,0.03
2,795.08,112.3376,600.4464,20.0538,7.394,5.961,4.34,5.94,7.336,0.194,75.2,0.01320504,0.0812095,1144,0.029
3,2014.1506,111.3076,42.4242,22.931,3.615,2.267,6.26,9.24,6.633,0.373,38.14,0.01021488,0.0812095,111,0
4,2177.25,61.8806,179.7988,21.363,5.946,4.377,6.49,10.56,14.797,0.264,-71.1,0.02674136,0.0812095,334,0
5,2199.6138,14.8175,1141.378,19.3564,10.548,9.075,3.83,5.28,9.19,0.14,-54.15,0.04234629,0.0812095,2171,0.029
6,1206.7114,54.9633,41.41496,22.9571,2.624,2.557,6.13,10.56,5.043,0.026,16.59,0.0032705,0.0812095,108,0
7,1681.3849,47.2943,57.75103,22.5961,3.161,2.954,4.56,7.92,4.49,0.066,-43.94,0.001250628,0.0812095,160,0
8,3153.0994,41.5946,31.91202,23.2401,2.902,2.302,5.98,10.56,5.225,0.207,50.26,0.002222966,0.0812095,89,0
9,1918.4692,52.6936,317.4135,20.7459,6.13,5.086,4.66,6.6,7.154,0.17,-57.04,0.008855985,0.0812095,688,0.004
10,123.4198,29.7374,70.74511,22.3758,3.961,2.982,5.4,8.58,5.864,0.247,66.97,0.005297899,0.0812095,191,0
11,2247.7175,10.9423,378.4052,20.5551,7.997,5.927,4.46,10.56,8.122,0.259,-48.69,0.03770429,0.0812095,894,0.001
12,995.2947,11.4464,289.6537,20.8453,6.013,5.214,4.47,6.6,6.852,0.133,31.23,0.01317179,0.0812095,655,0.001
13,704.3071,17.5462,10.72434,24.4241,1.698,1.45,7.34,10.56,5.144,0.146,69.55,0.004584422,0.0812095,21,0
14,277.2787,8.6695,93.68955,22.0708,4.611,3.382,4.97,7.26,5.907,0.266,18.12,0.001882925,0.0812095,253,0.001
15,2725.7922,10.3678,21.0675,23.691,2.405,1.976,5.53,9.24,4.141,0.178,-70.55,0.001648254,0.0812095,63,0
16,1407.3212,8.9389,9.46671,24.5595,1.406,1.117,7.95,10.56,4.479,0.205,68.68,0.005536841,0.0812095,13,0
17,2395.0364,11.3264,5.384387,25.1722,1.035,0.626,8.51,10.56,3.782,0.395,54.45,0.004764786,0.0812095,8,0
18,1990.2419,8.8069,16.63537,23.9474,2.088,1.529,6.88,10.56,5.07,0.268,22.42,0.008287208,0.0812095,36,0
19,3324.4731,9.7591,4.435264,25.3827,1.037,0.473,8.12,10.56,3.502,0.543,80.11,0.0001028026,0.0812095,5,0
20,643.2993,8.4705,5.147105,25.2211,1.52,0.827,6.87,6.6,3.44,0.456,49.14,0.003689033,0.0812095,11,0
21,3572.1355,6.4668,9.168484,24.5943,1.784,1.612,5.47,8.58,3.356,0.097,-67.61,0.00494979,0.0812095,31,0
22,210.7819,8.5194,3.837271,25.5399,0.965,0.728,7.7,10.56,2.734,0.245,-87.68,0.005408882,0.0812095,6,0
23,3993.427,4.2557,25.35477,23.4899,2.905,1.955,5.11,7.92,3.87,0.327,3.31,0.002443043,0.0812095,79,0
24,1389.149,3.3929,7.01969,24.8842,1.469,0.941,7.22,10.56,3.906,0.359,18.55,0.005757194,0.0812095,14,0
25,450.6431,31.4012,17.4655,23.8945,2.069,1.735,6.48,10.56,4.926,0.161,73.15,0.003572313,0.0812095,40,0
26,1796.8794,29.3007,14.10602,24.1265,2.021,1.544,6.74,10.56,4.609,0.236,66.78,0.002341819,0.0812095,39,0
27,798.0224,76.6029,91.3307,22.0985,5.095,3.079,7.53,10.56,15.37,0.396,-7.58,0.01105789,0.0812095,140,0
28,905.7996,15.4116,1.77116,26.3794,0.759,0.448,7.81,4.62,1.789,0.41,-19.47,0.01168315,0.0812095,4,0
29,799.6023,21.1874,1.991063,26.2523,0.756,0.453,7.86,10.56,2.022,0.401,-72.13,0.003886303,0.0812095,5,0
30,3987.6079,48.9828,32.09512,23.2339,2.831,2.311,6.71,10.56,6.087,0.184,61.17,0.002464204,0.0812095,80,0
31,2448.4226,42.7534,23.88963,23.5545,2.459,2.247,5.87,10.56,4.713,0.086,8.89,0.002792029,0.0812095,69,0
32,973.2852,36.9173,23.63367,23.5662,2.104,1.595,8.16,10.56,8.812,0.242,24.74,0.01068329,0.0812095,26,0
33,2313.606,36.5528,3.738316,25.5683,1.875,0.442,6.64,3.5,3.083,0.764,29.85,0.01278549,0.0812095,8,0
34,2517.9485,28.4919,4.435877,25.3826,0.901,0.684,8.84,10.56,3.111,0.241,-50.78,0.002197626,0.0812095,5,0.001
35,3601.1631,52.1471,52.86396,22.6921,3.215,2.771,5.89,10.56,5.83,0.138,-10.55,0.005190347,0.0812095,132,0
36,1410.0209,56.4995,38.55785,23.0347,2.923,2.352,6.18,10.56,5.682,0.195,-35.46,0.003833449,0.0812095,99,0
37,3825.2693,35.8365,6.310794,24.9998,1.204,1.037,7.32,10.56,3.506,0.139,-85.14,0.0004616779,0.0812095,12,0
38,2406.3604,44.0644,9.415217,24.5654,1.918,1.352,5.97,7.26,3.434,0.295,15.97,0.004135062,0.0812095,26,0
39,1102.4382,36.7736,3.999139,25.4951,1.014,0.477,8.21,5.28,3.126,0.53,81.22,0.00388899,0.0812095,6,0
40,3901.1228,34.8668,4.710538,25.3173,0.864,0.671,8.62,7.92,3.963,0.223,40.48,0.001290727,0.0812095,7,0
41,3702.593,34.7787,3.058183,25.7863,0.749,0.451,8.51,7.92,2.702,0.399,70.91,0.002133156,0.0812095,4,0.008
42,2745.7197,45.388,9.832294,24.5184,1.591,1.45,6.74,6.6,3.624,0.089,-45.83,0.001528973,0.0812095,27,0
43,3592.209,41.6335,8.999431,24.6145,1.313,0.828,8.35,10.56,4.539,0.369,22.94,0.005095643,0.0812095,10,0.001
44,424.8072,166.0557,670.3621,19.9342,8.104,7.138,4.48,6.6,8.95,0.119,-59.36,0.008173001,0.0812095,1373,0.01
45,537.6177,47.2729,7.108371,24.8706,2.203,0.986,6.56,9.24,3.691,0.552,-37.47,0.004996983,0.0812095,20,0
46,1462.2131,57.7384,14.29572,24.112,2.279,1.359,6.4,9.9,4.888,0.404,-64.21,0.002836158,0.0812095,33,0
47,3986.1545,55.9808,17.71963,23.8789,2.118,1.603,6.77,10.56,4.982,0.243,-20.5,0.002467313,0.0812095,38,0
48,1098.8995,61.276,8.660261,24.6562,1.307,0.837,8.71,10.56,4.939,0.36,-83.69,0.003946774,0.0812095,10,0
49,1191.1371,130.0196,228.7634,21.1015,5.087,4.798,4.3,6.6,6.296,0.057,-74.67,0.004771323,0.0812095,530,0.001
50,2963.1265,129.7307,148.4445,21.5711,5.482,3.712,5.31,8.58,7.486,0.323,-88.2,0.006619146,0.0812095,361,0.001
51,3421.2134,55.0918,7.320854,24.8386,1.681,0.84,7.37,10.56,4.164,0.5,37.93,0.0024645,0.0812095,14,0
52,3562.585,47.7817,2.506251,26.0024,0.743,0.452,7.92,7.92,2.344,0.392,70.48,0.005061713,0.0812095,4,0
53,2125.0537,65.7985,30.68153,23.2828,2.317,1.875,8.36,10.56,10.652,0.191,6.35,0.01986128,0.0812095,34,0
54,2921.4395,74.9254,40.32682,22.986,2.834,2.561,5.25,7.92,4.481,0.097,29.76,0.004010286,0.0812095,114,0
55,3419.5693,58.6591,8.499535,24.6765,1.53,1.077,7.69,10.56,4.992,0.296,32.24,0.002599684,0.0812095,15,0
56,2105.8743,89.1116,78.55149,22.2621,4.962,2.04,8.33,10.56,13.453,0.589,48.44,0.01243569,0.0812095,75,0
57,1587.1924,54.0174,3.353906,25.6861,0.819,0.51,8.7,4.62,2.979,0.376,-34.94,0.0002890666,0.0812095,5,0
58,2382.4368,67.6882,13.56802,24.1687,2.13,1.441,6.89,10.56,4.437,0.323,41.2,0.004517669,0.0812095,32,0
59,2465.2351,59.9531,6.797455,24.9191,1.187,1.058,7.2,10.56,3.985,0.109,20.26,0.00231294,0.0812095,12,0
60,3574.1672,74.4746,16.588,23.9505,2.509,1.215,8.01,10.56,6.461,0.516,77.04,0.005181737,0.0812095,19,0
61,2119.4148,70.9626,29.1571,23.3381,2.043,1.772,8.11,10.56,9.447,0.133,-64.65,0.01741619,0.0812095,27,0
62,3428.5044,73.0083,11.97274,24.3045,1.752,0.935,8.1,10.56,4.711,0.466,81.32,0.003202659,0.0812095,16,0
63,4156.2173,67.9378,8.042459,24.7365,1.584,1.39,6.58,10.56,3.978,0.122,86.81,0.0005322585,0.0812095,18,0
64,1474.9187,62.6563,4.742025,25.3101,1.057,0.746,7.41,6.6,3.597,0.295,74.38,0.002219536,0.0812095,6,0
65,2106.844,93.0083,71.39054,22.3659,4.458,2.264,7.69,10.56,12.593,0.492,10.07,0.01199204,0.0812095,97,0
66,2390.4475,82.1837,18.81461,23.8138,2.171,2.162,6.49,10.56,5.277,0.004,-17.53,0.004157094,0.0812095,48,0
67,2707.6194,64.2297,1.191721,26.8096,1.213,0.287,4.49,8.58,1.404,0.763,35.68,0.001159066,0.0812095,5,0
68,3326.4529,78.9091,12.61791,24.2475,1.965,1.539,6.29,10.56,3.879,0.217,6.58,0.002388525,0.0812095,39,0
69,3260.5229,116.7746,116.4044,21.8351,4.343,3.867,4.65,6.6,5.928,0.11,-19.31,0.002910116,0.0812095,309,0.001
70,3645.4429,103.1945,76.46753,22.2913,3.502,3.196,5.42,9.9,5.755,0.087,-14.98,0.004550697,0.0812095,189,0
71,1059.5724,72.7088,4.598127,25.3435,1.719,0.515,6.85,10.56,3.512,0.7,-42.48,0.00388551,0.0812095,8,0
72,3758.9858,69.9948,1.859007,26.3268,0.915,0.531,6.08,9.24,1.672,0.42,-44.23,0.001245648,0.0812095,5,0
73,1975.3187,70.8418,3.470954,25.6489,0.858,0.621,7.48,10.56,2.688,0.277,63.89,0.009640337,0.0812095,6,0
74,734.1204,91.1149,29.58923,23.3222,2.786,2.173,6.45,10.56,5.855,0.22,-19.05,0.00545115,0.0812095,78,0
75,3554.0002,79.0472,5.900775,25.0727,1.25,0.889,7.84,10.56,3.962,0.289,86.43,0.005044156,0.0812095,11,0
76,1473.0575,74.474,5.717355,25.107,1.032,0.599,8.88,10.56,3.756,0.419,-20.5,0.00219041,0.0812095,5,0
77,3361.0134,76.8591,5.545686,25.1401,1.453,0.956,6.62,6.6,3.047,0.342,-19.09,0.002711305,0.0812095,12,0
78,3004.354,106.9165,24.73454,23.5167,2.458,1.702,7.47,10.56,7.797,0.308,-17.41,0.005414154,0.0812095,40,0
79,2104.6985,107.0519,39.96452,22.9958,2.919,2.446,6.59,10.56,7.273,0.162,84.49,0.01064221,0.0812095,93,0
80,3914.6396,99.5582,32.64062,23.2156,4.049,1.933,6.74,9.9,7.985,0.523,15.11,0.002462442,0.0812095,84,0
81,245.9748,95.7725,21.71606,23.658,2.237,2.008,6.48,10.56,5.022,0.102,-41.68,0.004688935,0.0812095,58,0
82,2143.8345,76.3629,1.736116,26.4011,0.784,0.44,6.82,10.56,1.859,0.438,-17.33,0.02074178,0.0812095,4,0
83,1780.7554,104.7996,32.23656,23.2291,2.977,2.461,5.66,9.9,5.332,0.173,28.24,0.002617751,0.0812095,87,0
84,3159.2363,85.347,4.208185,25.4398,1.272,0.76,7,9.24,2.757,0.402,-64.99,0.003529801,0.0812095,8,0
85,1617.5643,87.1464,2.257639,26.1159,1.272,0.388,7.11,5.28,2.033,0.695,-75.22,0.001207423,0.0812095,5,0.001
86,1263.3486,90.5636,10.315,24.4663,1.573,1.397,7.39,10.56,4.162,0.112,-34.72,0.003256424,0.0812095,24,0
87,2958.4558,110.7598,27.13009,23.4164,2.77,1.909,7.26,10.56,8.403,0.311,-83.27,0.006384001,0.0812095,46,0
88,3893.5298,86.6375,6.046424,25.0463,1.301,0.844,7.95,10.56,4.403,0.351,10.94,0.002046041,0.0812095,9,0
89,2742.5349,100.227,17.30054,23.9049,2.647,1.861,6.35,7.26,5.267,0.297,-16.42,0.001311888,0.0812095,47,0
90,3519.9089,176.5937,33.39071,23.1909,2.611,1.893,6.78,10.56,5.904,0.275,63.97,0.005652476,0.0812095,61,0
91,2673.0771,107.2197,15.85505,23.9996,2.27,2.03,5.46,8.58,4.172,0.106,62.1,0.0001782919,0.0812095,56,0
92,550.3712,112.0318,34.1724,23.1658,2.794,2.613,5.27,9.24,4.455,0.065,-23.27,0.004964804,0.0812095,101,0
93,3134.9333,118.776,40.96638,22.9689,2.889,2.594,6.14,10.56,5.532,0.102,63.26,0.004030545,0.0812095,113,0
94,3016.7588,102.6154,16.8844,23.9313,1.933,1.442,8.19,10.56,6.985,0.254,52.73,0.004880793,0.0812095,24,0
95,2573.0903,102.287,5.578401,25.1337,1.67,0.898,6.67,10.56,3.247,0.462,53.96,0.0008224642,0.0812095,15,0
96,2719.8884,97.8241,5.899071,25.073,1.273,0.99,7.33,10.56,3.514,0.223,-0.16,0.001313623,0.0812095,11,0
97,1275.1956,96.9919,2.179899,26.1539,0.82,0.51,8.16,5.94,2.044,0.379,32.64,0.003232959,0.0812095,5,0
98,1956.0355,163.7272,114.6266,21.8518,4.561,3.6,5.71,10.56,7.669,0.211,-84.87,0.01083362,0.0812095,269,0
99,864.105,127.5958,45.35088,22.8585,2.777,2.725,6.88,10.56,7.598,0.019,-38.62,0.01000568,0.0812095,101,0
100,473.7408,123.1096,48.80599,22.7788,2.842,2.619,6.53,10.56,6.738,0.078,22.05,0.005932641,0.0812095,108,0
101,465.572,109.9677,19.7825,23.7593,1.854,1.382,8.17,10.56,7.392,0.255,-40.19,0.005616097,0.0812095,25,0
102,3382.1021,179.8572,165.344,21.454,5.783,4.269,5.29,9.9,8.005,0.262,81.64,0.006109148,0.0812095,393,0
103,123.6522,133.7052,48.70963,22.781,3.228,2.697,5.08,7.26,4.721,0.164,-26.46,0.00287219,0.0812095,135,0
104,947.7688,105.4872,4.392882,25.3931,1.158,0.535,8.48,10.56,3.175,0.538,70.05,0.005523045,0.0812095,6,0
105,1970.0758,145.8629,77.75655,22.2732,3.428,3.04,5.66,10.56,5.841,0.113,-29.06,0.01059695,0.0812095,179,0
106,565.4045,128.8885,24.52904,23.5258,2.552,2.278,5.92,7.92,4.789,0.107,47.36,0.004653762,0.0812095,79,0
107,1228.9937,105.7108,4.703476,25.319,0.731,0.691,8.37,10.56,3.67,0.054,-5.65,0.004110756,0.0812095,5,0.001
