NUMBER,X_IMAGE,Y_IMAGE,FLUX_AUTO,MAG_AUTO,A_IMAGE,B_IMAGE,KRON_RADIUS,PETRO_RADIUS,FLUX_RADIUS,ELLIPTICITY,THETA_IMAGE,BACKGROUND,THRESHOLD,ISOAREA_IMAGE,CLASS_STAR
511,1217.267,702.3906,5.939273,25.0657,1.754,0.635,7.62,10.56,3.987,0.638,-77.54,-0.0005912282,0.08232503,11,0
512,86.4547,718.6788,27.32901,23.4084,2.983,2.482,6.2,9.9,6.233,0.168,-73.55,0.001138506,0.08232503,81,0
513,12.9598,694.0408,2.937288,25.8301,0.899,0.529,7.14,10.56,2.787,0.412,-44.45,-0.001654878,0.08232503,5,0
514,480.227,717.9772,26.98558,23.4222,2.942,2.147,5.98,7.92,5.093,0.27,-25.73,-0.001097983,0.08232503,75,0
515,1339.1261,702.8835,3.842071,25.5386,1.153,0.515,7.66,7.26,3.177,0.553,-52.35,-0.0001642304,0.08232503,7,0.002
516,716.0082,797.5048,82.71411,22.2061,5.293,3.758,5.01,7.26,7.517,0.29,42.51,-0.0004342301,0.08232503,286,0
517,552.0126,720.9041,23.42802,23.5757,2.766,2.351,5.23,6.6,4.182,0.15,43.05,0.001092699,0.08232503,85,0
518,2254.0444,716.9429,7.007075,24.8862,1.793,1.33,5.82,6.6,3.071,0.258,-80.1,0.0007315214,0.08232503,24,0
519,2417.3328,717.9714,9.50857,24.5547,1.718,1.236,7.12,10.56,4.271,0.28,-84.01,-0.0002084452,0.08232503,21,0
520,1758.462,720.6069,8.902031,24.6263,1.76,1.257,7.17,8.58,4.6,0.286,2.57,0.00103619,0.08232503,15,0
521,2829.512,755.2424,51.05184,22.73,3.299,3.051,3.96,5.94,4.49,0.075,-47.04,0.0005792327,0.08232503,164,0
522,1134.9521,750.5713,50.52718,22.7412,3.742,3.03,5.21,8.58,6.088,0.19,6.4,-0.0002770177,0.08232503,158,0
523,483.4508,748.0864,29.46964,23.3266,3.542,2.622,5.19,8.58,5.639,0.26,51.27,-0.001087225,0.08232503,112,0
524,344.1998,736.2263,12.72365,24.2385,1.862,1.428,7.14,8.58,5.036,0.233,-46.74,0.001429601,0.08232503,25,0
525,4059.0576,737.8789,19.42483,23.7791,2.879,1.648,6.39,10.56,5.436,0.428,5.89,0.000278482,0.08232503,37,0
526,3071.2646,746.6984,18.47136,23.8338,2.661,2.363,4.97,8.58,4.91,0.112,-16.57,0.0006127707,0.08232503,67,0
527,3572.429,734.2109,7.339548,24.8358,1.17,0.819,8.7,10.56,4.507,0.3,-73.4,0.001449515,0.08232503,9,0
