NUMBER,X_IMAGE,Y_IMAGE,FLUX_AUTO,MAG_AUTO,A_IMAGE,B_IMAGE,KRON_RADIUS,PETRO_RADIUS,FLUX_RADIUS,ELLIPTICITY,THETA_IMAGE,BACKGROUND,THRESHOLD,ISOAREA_IMAGE,CLASS_STAR
1,387.2162,453.4257,7035.752,17.3817,18.923,12.25,3.5,3.5,10.84,0.353,-41.17,0.03377782,0.0807461,8416,0.03
2,2043.2076,360.9027,2561.381,18.4788,9.575,9.014,3.5,4.62,7.687,0.059,13.14,0.01381711,0.0807461,3240,0.031
3,795.1224,112.3801,607.6727,20.0408,7.273,6.224,4.35,5.94,7.439,0.144,78.74,0.009272789,0.0807461,1175,0.029
4,2177.9312,61.7727,125.2986,21.7551,4.841,3.87,6.31,10.56,10.715,0.201,-59.72,0.01743886,0.0807461,270,0
5,1918.0273,52.765,294.2449,20.8282,5.729,4.879,4.51,6.6,6.566,0.148,-58.51,0.007692024,0.0807461,622,0.009
6,1681.4138,47.1658,57.25047,22.6056,3.057,3.037,4.65,7.26,4.423,0.006,65.89,0.001471164,0.0807461,161,0
7,2199.9128,14.8885,1057.758,19.439,9.758,8.056,3.66,5.28,8.547,0.174,-44.82,0.02475632,0.0807461,1920,0.029
8,2247.6023,10.7981,320.4963,20.7354,6.989,5.263,4.16,7.26,6.933,0.247,-56.09,0.02026791,0.0807461,737,0.001
9,123.3698,29.8655,73.04822,22.341,3.738,3.061,5.52,10.56,5.847,0.181,65.09,0.003457928,0.0807461,192,0
10,995.3965,11.4881,291.7823,20.8374,6.054,5.398,4.35,7.26,6.861,0.108,26.85,0.01199872,0.0807461,682,0.001
11,276.606,8.4318,85.99508,22.1638,3.848,3.343,4.94,7.92,5.214,0.131,-18.59,0.00228096,0.0807461,236,0
12,2725.9971,10.5249,19.70587,23.7635,2.196,2.031,5.6,9.24,4.045,0.075,-67.77,0.001775161,0.0807461,57,0
13,1990.61,9.4507,18.71905,23.8193,2.034,1.82,6.87,10.56,5.238,0.105,-23.11,0.005245915,0.0807461,45,0
14,594.519,12.6816,3.764501,25.5607,1.111,0.466,8.43,10.56,3.42,0.581,79.65,0.003542145,0.0807461,5,0
15,641.31,10.7143,7.708944,24.7825,1.635,0.856,7.87,10.56,4.045,0.476,-75.2,0.00398855,0.0807461,16,0
16,1406.8311,9.0532,6.769947,24.9235,1.568,1.05,6.65,9.24,3.354,0.33,-72.68,0.005091843,0.0807461,14,0
17,3322.9614,8.6554,9.791108,24.5229,1.558,1.22,7.39,10.56,4.636,0.217,-77.19,0.0002940118,0.0807461,19,0
18,2395.0417,10.0171,4.93599,25.2666,0.97,0.692,8.05,10.56,3.574,0.286,1.07,0.006228294,0.0807461,7,0
19,3572.2393,6.4585,11.31167,24.3662,1.915,1.649,6.05,10.56,3.804,0.139,7.39,0.001736781,0.0807461,36,0
20,3993.5527,4.3531,28.08161,23.3789,3.229,2.002,5.05,9.24,4.068,0.38,2.83,0.0002110089,0.0807461,95,0
21,1389.142,3.4256,4.705719,25.3184,1.363,1.064,6.35,3.5,2.924,0.22,-4.94,0.005276806,0.0807461,11,0
22,704.132,18.8695,9.233306,24.5866,1.485,1.111,8.11,10.56,4.934,0.252,8.19,0.004747083,0.0807461,16,0
23,450.8631,32.2792,18.14672,23.853,2.065,1.921,6.73,10.56,4.801,0.07,-83.63,0.003617633,0.0807461,51,0
24,1797.274,29.3481,15.56725,24.0195,1.928,1.589,7.35,10.56,5.696,0.176,29.85,0.002540363,0.0807461,34,0
25,2448.3716,42.4112,26.76637,23.431,2.762,2.366,5.94,9.24,5.311,0.143,37.32,0.005339514,0.0807461,81,0
26,973.5457,37.6726,18.72155,23.8191,2.061,1.639,7.56,10.56,7.039,0.205,88.79,0.01000503,0.0807461,34,0
27,2519.4099,28.9291,7.880558,24.7586,1.514,1.098,7.68,6.6,4.369,0.275,-47.01,0.004446918,0.0807461,15,0
28,3987.3909,48.6273,35.24493,23.1323,3.08,2.301,6.68,10.56,6.853,0.253,34.32,0.002370547,0.0807461,74,0
29,3153.5454,41.6125,24.75261,23.5159,2.63,2.039,5.47,7.26,4.397,0.225,48.31,0.001337524,0.0807461,76,0
30,1206.9454,55.0714,43.55857,22.9023,2.958,2.778,5.98,10.56,5.584,0.061,-88.5,0.002199397,0.0807461,118,0
31,3601.1873,52.0422,48.27701,22.7906,3.244,2.882,5.35,8.58,5.184,0.112,-6.78,0.002600453,0.0807461,141,0
32,1409.98,56.6406,37.66619,23.0601,2.977,2.379,6.02,10.56,5.435,0.201,-43.53,0.00361127,0.0807461,97,0
