NUMBER,X_IMAGE,Y_IMAGE,FLUX_AUTO,MAG_AUTO,A_IMAGE,B_IMAGE,KRON_RADIUS,PETRO_RADIUS,FLUX_RADIUS,ELLIPTICITY,THETA_IMAGE,BACKGROUND,THRESHOLD,ISOAREA_IMAGE,CLASS_STAR
1,2528.0068,109.2544,291.5606,20.8382,8.028,5.128,4.27,5.94,8.45,0.361,89.05,0.004814924,0.0741076,777,0.001
2,1704.478,112.8901,65.2966,22.4628,4.17,3.369,5.24,5.94,5.798,0.192,-13.29,0.003297697,0.0741076,199,0
3,2753.8525,65.3197,1593.043,18.9944,8.58,6.322,3.5,5.28,8.162,0.263,64.18,0.004658525,0.0741076,1678,0.041
4,1055.7238,71.8207,124.0422,21.7661,5.504,4.002,3.9,6.6,6.419,0.273,-80.2,0.001786903,0.0741076,376,0
5,2281.6741,64.5583,343.2528,20.661,7.425,6.468,4.14,5.94,9.226,0.129,-47.86,0.003975258,0.0741076,935,0
6,2588.7532,68.6247,31.51218,23.2538,4.101,2.525,5.42,9.9,6.224,0.384,1.28,0.002914849,0.0741076,119,0
7,3847.7512,54.6136,225.7525,21.1159,5.873,5.131,3.86,5.94,7.268,0.126,0.4,0.005220976,0.0741076,592,0.001
8,1791.5028,50.1601,154.2658,21.5293,6.207,4.444,4.33,6.6,7.543,0.284,48.07,0.004406788,0.0741076,479,0
9,3409.1628,34.5696,520.6826,20.2086,7.44,5.825,3.84,5.28,7.973,0.217,-20.75,0.007819061,0.0741076,1024,0.001
10,3758.1611,43.5957,44.2874,22.8843,3.261,3.21,5.07,7.92,5.309,0.016,-28.33,0.007911542,0.0741076,154,0
11,3150.3555,30.1373,20.15981,23.7388,2.48,1.94,6.06,6.6,4.47,0.218,-67.57,0.0066707,0.0741076,60,0
12,127.1668,38.7011,28.47944,23.3637,2.95,2.061,7.37,10.56,7.721,0.301,-38.98,0.002375915,0.0741076,60,0
13,3254.9036,26.7872,80.06127,22.2414,4.693,3.943,4.77,7.92,6.915,0.16,77.84,0.007086159,0.0741076,287,0
14,1212.6219,29.7796,63.69229,22.4898,4.375,3.468,6.14,10.56,8.854,0.207,-41.95,0.002845465,0.0741076,179,0
15,829.6841,29.275,65.29478,22.4628,3.703,2.782,3.93,5.94,4.049,0.249,21.9,0.00297825,0.0741076,189,0.001
16,2621.395,27.6328,15.78721,24.0042,2.72,2.072,6.12,6.6,5.078,0.238,-63.87,0.002067806,0.0741076,54,0
17,3374.8669,23.7248,46.78572,22.8247,5.806,2.521,6.17,10.56,9.296,0.566,1.8,0.008610581,0.0741076,130,0
18,968.1562,23.2583,20.4501,23.7233,2.731,2.357,5.13,8.58,4.802,0.137,23.22,0.002605588,0.0741076,79,0
19,888.3876,22.2996,37.24781,23.0722,3.987,2.514,5.42,8.58,5.872,0.369,16.64,0.003584255,0.0741076,141,0
20,2388.9531,18.5066,33.60527,23.184,3.224,2.791,6.04,9.24,6.324,0.134,-26.39,0.004706094,0.0741076,112,0
21,616.9897,16.2071,35.71271,23.1179,4.339,2.301,5.73,7.92,6.163,0.47,-49.21,0.001305153,0.0741076,122,0
22,1598.0813,21.2804,11.59666,24.3392,1.804,1.103,8.32,10.56,6.039,0.388,52.92,0.003294166,0.0741076,16,0
23,351.1641,10.8433,151.8194,21.5467,5.154,4.208,3.75,5.94,6.046,0.183,-54.41,0.003682781,0.0741076,412,0.001
24,4096.1592,17.6799,17.39311,23.8991,2.598,2.22,4.08,7.26,3.824,0.146,-61.9,0.003001358,0.0741076,77,0
25,3751.0791,8.2963,109.1481,21.905,4.821,3.981,3.79,5.94,5.831,0.174,-2.78,0.01032723,0.0741076,335,0
26,4197.457,11.8995,26.48584,23.4425,2.973,1.876,4.72,6.6,3.5,0.369,87.83,0.003142776,0.0741076,86,0
